cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size       45, 3322648 req, miss ratio 0.3754, byte miss ratio 0.3754
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size      136, 3322648 req, miss ratio 0.2151, byte miss ratio 0.2151
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size      455, 3322648 req, miss ratio 0.0969, byte miss ratio 0.0969
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size     1367, 3322648 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size     4557, 3322648 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size     9114, 3322648 req, miss ratio 0.0230, byte miss ratio 0.0230
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size    18228, 3322648 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_colo28.ns433 S3FIFO-0.9000-0.9000 cache size    36456, 3322648 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size       45, 3322648 req, miss ratio 0.2561, byte miss ratio 0.2561
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size      136, 3322648 req, miss ratio 0.1402, byte miss ratio 0.1402
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size      455, 3322648 req, miss ratio 0.0561, byte miss ratio 0.0561
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size     1367, 3322648 req, miss ratio 0.0327, byte miss ratio 0.0327
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size     4557, 3322648 req, miss ratio 0.0232, byte miss ratio 0.0232
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size     9114, 3322648 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size    18228, 3322648 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_colo28.ns433 S3FIFO-0.0500-0.9000 cache size    36456, 3322648 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size       45, 3322648 req, miss ratio 0.3228, byte miss ratio 0.3228
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size      136, 3322648 req, miss ratio 0.1838, byte miss ratio 0.1838
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size      455, 3322648 req, miss ratio 0.0788, byte miss ratio 0.0788
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size     1367, 3322648 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size     4557, 3322648 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size     9114, 3322648 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size    18228, 3322648 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_colo28.ns433 S3FIFO-0.6000-0.9000 cache size    36456, 3322648 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size       45, 3322648 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size      136, 3322648 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size      455, 3322648 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size     1367, 3322648 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size     4557, 3322648 req, miss ratio 0.0239, byte miss ratio 0.0239
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size     9114, 3322648 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size    18228, 3322648 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns433 S3FIFO-0.0010-0.9000 cache size    36456, 3322648 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size       45, 3322648 req, miss ratio 0.3599, byte miss ratio 0.3599
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size      136, 3322648 req, miss ratio 0.2018, byte miss ratio 0.2018
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size      455, 3322648 req, miss ratio 0.0902, byte miss ratio 0.0902
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size     1367, 3322648 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size     4557, 3322648 req, miss ratio 0.0277, byte miss ratio 0.0277
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size     9114, 3322648 req, miss ratio 0.0221, byte miss ratio 0.0221
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size    18228, 3322648 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_colo28.ns433 S3FIFO-0.8000-1.9000 cache size    36456, 3322648 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size       45, 3322648 req, miss ratio 0.2770, byte miss ratio 0.2770
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size      136, 3322648 req, miss ratio 0.1593, byte miss ratio 0.1593
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size      455, 3322648 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size     1367, 3322648 req, miss ratio 0.0345, byte miss ratio 0.0345
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size     4557, 3322648 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size     9114, 3322648 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size    18228, 3322648 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns433 S3FIFO-0.3000-0.9000 cache size    36456, 3322648 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size       45, 3322648 req, miss ratio 0.3903, byte miss ratio 0.3903
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size      136, 3322648 req, miss ratio 0.2255, byte miss ratio 0.2255
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size      455, 3322648 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size     1367, 3322648 req, miss ratio 0.0526, byte miss ratio 0.0526
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size     4557, 3322648 req, miss ratio 0.0311, byte miss ratio 0.0311
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size     9114, 3322648 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size    18228, 3322648 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_colo28.ns433 S3FIFO-0.9900-0.9000 cache size    36456, 3322648 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size       45, 3322648 req, miss ratio 0.3594, byte miss ratio 0.3594
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size      136, 3322648 req, miss ratio 0.2027, byte miss ratio 0.2027
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size      455, 3322648 req, miss ratio 0.0906, byte miss ratio 0.0906
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size     1367, 3322648 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size     4557, 3322648 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_colo28.ns433 S3FIFO-0.8000-0.9000 cache size     9114, 3322648 req, miss ratio 0.0221, byte miss ratio 0.0221
