tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size      760, 9734335 req, miss ratio 0.5539, byte miss ratio 0.5539
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size     2282, 9734335 req, miss ratio 0.4117, byte miss ratio 0.4117
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size     7609, 9734335 req, miss ratio 0.2848, byte miss ratio 0.2848
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size    22828, 9734335 req, miss ratio 0.2265, byte miss ratio 0.2265
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size    76096, 9734335 req, miss ratio 0.1688, byte miss ratio 0.1688
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size   152192, 9734335 req, miss ratio 0.1312, byte miss ratio 0.1312
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size   304384, 9734335 req, miss ratio 0.0995, byte miss ratio 0.0995
tencentBlock.ns18654 S3FIFO-0.7500-1.9000 cache size   608768, 9734335 req, miss ratio 0.0807, byte miss ratio 0.0807
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size      760, 9734335 req, miss ratio 0.5005, byte miss ratio 0.5005
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size     2282, 9734335 req, miss ratio 0.3429, byte miss ratio 0.3429
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size     7609, 9734335 req, miss ratio 0.2484, byte miss ratio 0.2484
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size    22828, 9734335 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size    76096, 9734335 req, miss ratio 0.1701, byte miss ratio 0.1701
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size   152192, 9734335 req, miss ratio 0.1302, byte miss ratio 0.1302
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size   304384, 9734335 req, miss ratio 0.0937, byte miss ratio 0.0937
tencentBlock.ns18654 S3FIFO-0.0500-0.9000 cache size   608768, 9734335 req, miss ratio 0.0798, byte miss ratio 0.0798
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size      760, 9734335 req, miss ratio 0.4886, byte miss ratio 0.4886
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size     2282, 9734335 req, miss ratio 0.3657, byte miss ratio 0.3657
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size     7609, 9734335 req, miss ratio 0.2504, byte miss ratio 0.2504
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size    22828, 9734335 req, miss ratio 0.2188, byte miss ratio 0.2188
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size    76096, 9734335 req, miss ratio 0.1657, byte miss ratio 0.1657
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size   152192, 9734335 req, miss ratio 0.1267, byte miss ratio 0.1267
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size   304384, 9734335 req, miss ratio 0.0926, byte miss ratio 0.0926
tencentBlock.ns18654 S3FIFO-0.3500-1.9000 cache size   608768, 9734335 req, miss ratio 0.0800, byte miss ratio 0.0800
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size      760, 9734335 req, miss ratio 0.4887, byte miss ratio 0.4887
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size     2282, 9734335 req, miss ratio 0.3537, byte miss ratio 0.3537
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size     7609, 9734335 req, miss ratio 0.2473, byte miss ratio 0.2473
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size    22828, 9734335 req, miss ratio 0.2177, byte miss ratio 0.2177
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size    76096, 9734335 req, miss ratio 0.1663, byte miss ratio 0.1663
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size   152192, 9734335 req, miss ratio 0.1261, byte miss ratio 0.1261
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size   304384, 9734335 req, miss ratio 0.0921, byte miss ratio 0.0921
tencentBlock.ns18654 S3FIFO-0.2500-1.9000 cache size   608768, 9734335 req, miss ratio 0.0798, byte miss ratio 0.0798
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size      760, 9734335 req, miss ratio 0.4880, byte miss ratio 0.4880
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size     2282, 9734335 req, miss ratio 0.3597, byte miss ratio 0.3597
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size     7609, 9734335 req, miss ratio 0.2486, byte miss ratio 0.2486
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size    22828, 9734335 req, miss ratio 0.2183, byte miss ratio 0.2183
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size    76096, 9734335 req, miss ratio 0.1659, byte miss ratio 0.1659
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size   152192, 9734335 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size   304384, 9734335 req, miss ratio 0.0923, byte miss ratio 0.0923
tencentBlock.ns18654 S3FIFO-0.3000-1.9000 cache size   608768, 9734335 req, miss ratio 0.0799, byte miss ratio 0.0799
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size      760, 9734335 req, miss ratio 0.4898, byte miss ratio 0.4898
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size     2282, 9734335 req, miss ratio 0.3690, byte miss ratio 0.3690
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size     7609, 9734335 req, miss ratio 0.2517, byte miss ratio 0.2517
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size    22828, 9734335 req, miss ratio 0.2180, byte miss ratio 0.2180
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size    76096, 9734335 req, miss ratio 0.1657, byte miss ratio 0.1657
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size   152192, 9734335 req, miss ratio 0.1272, byte miss ratio 0.1272
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size   304384, 9734335 req, miss ratio 0.0931, byte miss ratio 0.0931
tencentBlock.ns18654 S3FIFO-0.4000-0.9000 cache size   608768, 9734335 req, miss ratio 0.0802, byte miss ratio 0.0802
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size      760, 9734335 req, miss ratio 0.4936, byte miss ratio 0.4936
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size     2282, 9734335 req, miss ratio 0.3780, byte miss ratio 0.3780
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size     7609, 9734335 req, miss ratio 0.2554, byte miss ratio 0.2554
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size    22828, 9734335 req, miss ratio 0.2199, byte miss ratio 0.2199
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size    76096, 9734335 req, miss ratio 0.1660, byte miss ratio 0.1660
tencentBlock.ns18654 S3FIFO-0.4500-1.9000 cache size   152192, 9734335 req, miss ratio 0.1277, byte miss ratio 0.1277
