tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size     1317, 8122273 req, miss ratio 0.6074, byte miss ratio 0.6074
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size     3953, 8122273 req, miss ratio 0.5884, byte miss ratio 0.5884
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size    13179, 8122273 req, miss ratio 0.5728, byte miss ratio 0.5728
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size    39537, 8122273 req, miss ratio 0.5629, byte miss ratio 0.5629
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size   131793, 8122273 req, miss ratio 0.3914, byte miss ratio 0.3914
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size   263586, 8122273 req, miss ratio 0.2625, byte miss ratio 0.2625
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size   527172, 8122273 req, miss ratio 0.1886, byte miss ratio 0.1886
tencentBlock.ns18605 S3FIFO-0.8500-1.9000 cache size  1054345, 8122273 req, miss ratio 0.1659, byte miss ratio 0.1659
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size     1317, 8122273 req, miss ratio 0.5924, byte miss ratio 0.5924
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size     3953, 8122273 req, miss ratio 0.5850, byte miss ratio 0.5850
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size    13179, 8122273 req, miss ratio 0.5577, byte miss ratio 0.5577
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size    39537, 8122273 req, miss ratio 0.5203, byte miss ratio 0.5203
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size   131793, 8122273 req, miss ratio 0.3369, byte miss ratio 0.3369
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size   263586, 8122273 req, miss ratio 0.1987, byte miss ratio 0.1987
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size   527172, 8122273 req, miss ratio 0.1626, byte miss ratio 0.1626
tencentBlock.ns18605 S3FIFO-0.4500-0.9000 cache size  1054345, 8122273 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size     1317, 8122273 req, miss ratio 0.5912, byte miss ratio 0.5912
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size     3953, 8122273 req, miss ratio 0.5775, byte miss ratio 0.5775
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size    13179, 8122273 req, miss ratio 0.5558, byte miss ratio 0.5558
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size    39537, 8122273 req, miss ratio 0.5109, byte miss ratio 0.5109
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size   131793, 8122273 req, miss ratio 0.3309, byte miss ratio 0.3309
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size   263586, 8122273 req, miss ratio 0.1917, byte miss ratio 0.1917
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size   527172, 8122273 req, miss ratio 0.1626, byte miss ratio 0.1626
tencentBlock.ns18605 S3FIFO-0.4000-1.9000 cache size  1054345, 8122273 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size     1317, 8122273 req, miss ratio 0.5935, byte miss ratio 0.5935
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size     3953, 8122273 req, miss ratio 0.5851, byte miss ratio 0.5851
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size    13179, 8122273 req, miss ratio 0.5588, byte miss ratio 0.5588
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size    39537, 8122273 req, miss ratio 0.5263, byte miss ratio 0.5263
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size   131793, 8122273 req, miss ratio 0.3558, byte miss ratio 0.3558
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size   263586, 8122273 req, miss ratio 0.2156, byte miss ratio 0.2156
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size   527172, 8122273 req, miss ratio 0.1627, byte miss ratio 0.1627
tencentBlock.ns18605 S3FIFO-0.5500-0.9000 cache size  1054345, 8122273 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size     1317, 8122273 req, miss ratio 0.6451, byte miss ratio 0.6451
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size     3953, 8122273 req, miss ratio 0.6092, byte miss ratio 0.6092
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size    13179, 8122273 req, miss ratio 0.5887, byte miss ratio 0.5887
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size    39537, 8122273 req, miss ratio 0.5565, byte miss ratio 0.5565
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size   131793, 8122273 req, miss ratio 0.3933, byte miss ratio 0.3933
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size   263586, 8122273 req, miss ratio 0.2809, byte miss ratio 0.2809
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size   527172, 8122273 req, miss ratio 0.2055, byte miss ratio 0.2055
tencentBlock.ns18605 S3FIFO-0.9900-1.9000 cache size  1054345, 8122273 req, miss ratio 0.1811, byte miss ratio 0.1811
tencentBlock.ns18605 S3FIFO-0.0250-0.9000 cache size     1317, 8122273 req, miss ratio 0.5949, byte miss ratio 0.5949
tencentBlock.ns18605 S3FIFO-0.0250-0.9000 cache size     3953, 8122273 req, miss ratio 0.5874, byte miss ratio 0.5874
