tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size      143, 1346967 req, miss ratio 0.6174, byte miss ratio 0.6174
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size      429, 1346967 req, miss ratio 0.5503, byte miss ratio 0.5503
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size     1431, 1346967 req, miss ratio 0.5372, byte miss ratio 0.5372
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size     4295, 1346967 req, miss ratio 0.5328, byte miss ratio 0.5328
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size    14319, 1346967 req, miss ratio 0.5260, byte miss ratio 0.5260
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size    28638, 1346967 req, miss ratio 0.4517, byte miss ratio 0.4517
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size    57277, 1346967 req, miss ratio 0.3241, byte miss ratio 0.3241
tencentBlock.ns16903 S3FIFO-0.9000-1.9000 cache size   114554, 1346967 req, miss ratio 0.1585, byte miss ratio 0.1585
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size      143, 1346967 req, miss ratio 0.5578, byte miss ratio 0.5578
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size      429, 1346967 req, miss ratio 0.5383, byte miss ratio 0.5383
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size     1431, 1346967 req, miss ratio 0.5331, byte miss ratio 0.5331
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size     4295, 1346967 req, miss ratio 0.5257, byte miss ratio 0.5257
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size    14319, 1346967 req, miss ratio 0.5217, byte miss ratio 0.5217
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size    28638, 1346967 req, miss ratio 0.4556, byte miss ratio 0.4556
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size    57277, 1346967 req, miss ratio 0.3266, byte miss ratio 0.3266
tencentBlock.ns16903 S3FIFO-0.6500-1.9000 cache size   114554, 1346967 req, miss ratio 0.1461, byte miss ratio 0.1461
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size      143, 1346967 req, miss ratio 0.6167, byte miss ratio 0.6167
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size      429, 1346967 req, miss ratio 0.5500, byte miss ratio 0.5500
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size     1431, 1346967 req, miss ratio 0.5372, byte miss ratio 0.5372
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size     4295, 1346967 req, miss ratio 0.5328, byte miss ratio 0.5328
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size    14319, 1346967 req, miss ratio 0.5262, byte miss ratio 0.5262
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size    28638, 1346967 req, miss ratio 0.4531, byte miss ratio 0.4531
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size    57277, 1346967 req, miss ratio 0.3241, byte miss ratio 0.3241
tencentBlock.ns16903 S3FIFO-0.9000-0.9000 cache size   114554, 1346967 req, miss ratio 0.1585, byte miss ratio 0.1585
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size      143, 1346967 req, miss ratio 0.5611, byte miss ratio 0.5611
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size      429, 1346967 req, miss ratio 0.5396, byte miss ratio 0.5396
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size     1431, 1346967 req, miss ratio 0.5338, byte miss ratio 0.5338
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size     4295, 1346967 req, miss ratio 0.5278, byte miss ratio 0.5278
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size    14319, 1346967 req, miss ratio 0.5211, byte miss ratio 0.5211
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size    28638, 1346967 req, miss ratio 0.4570, byte miss ratio 0.4570
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size    57277, 1346967 req, miss ratio 0.3258, byte miss ratio 0.3258
tencentBlock.ns16903 S3FIFO-0.7000-0.9000 cache size   114554, 1346967 req, miss ratio 0.1475, byte miss ratio 0.1475
tencentBlock.ns16903 S3FIFO-0.3500-1.9000 cache size      143, 1346967 req, miss ratio 0.5455, byte miss ratio 0.5455
tencentBlock.ns16903 S3FIFO-0.3500-1.9000 cache size      429, 1346967 req, miss ratio 0.5362, byte miss ratio 0.5362
tencentBlock.ns16903 S3FIFO-0.3500-1.9000 cache size     1431, 1346967 req, miss ratio 0.5325, byte miss ratio 0.5325
