tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size      157, 2201678 req, miss ratio 0.4178, byte miss ratio 0.4178
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size      473, 2201678 req, miss ratio 0.3463, byte miss ratio 0.3463
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size     1579, 2201678 req, miss ratio 0.3358, byte miss ratio 0.3358
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size     4737, 2201678 req, miss ratio 0.3337, byte miss ratio 0.3337
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size    15792, 2201678 req, miss ratio 0.3145, byte miss ratio 0.3145
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size    31584, 2201678 req, miss ratio 0.2732, byte miss ratio 0.2732
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size    63168, 2201678 req, miss ratio 0.2046, byte miss ratio 0.2046
tencentBlock.ns14485 S3FIFO-0.6500-0.9000 cache size   126336, 2201678 req, miss ratio 0.1033, byte miss ratio 0.1033
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size      157, 2201678 req, miss ratio 0.4492, byte miss ratio 0.4492
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size      473, 2201678 req, miss ratio 0.3551, byte miss ratio 0.3551
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size     1579, 2201678 req, miss ratio 0.3368, byte miss ratio 0.3368
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size     4737, 2201678 req, miss ratio 0.3341, byte miss ratio 0.3341
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size    15792, 2201678 req, miss ratio 0.3124, byte miss ratio 0.3124
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size    31584, 2201678 req, miss ratio 0.2748, byte miss ratio 0.2748
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size    63168, 2201678 req, miss ratio 0.2012, byte miss ratio 0.2012
tencentBlock.ns14485 S3FIFO-0.7500-1.9000 cache size   126336, 2201678 req, miss ratio 0.1042, byte miss ratio 0.1042
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size      157, 2201678 req, miss ratio 0.5115, byte miss ratio 0.5115
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size      473, 2201678 req, miss ratio 0.3931, byte miss ratio 0.3931
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size     1579, 2201678 req, miss ratio 0.3478, byte miss ratio 0.3478
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size     4737, 2201678 req, miss ratio 0.3365, byte miss ratio 0.3365
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size    15792, 2201678 req, miss ratio 0.3077, byte miss ratio 0.3077
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size    31584, 2201678 req, miss ratio 0.2736, byte miss ratio 0.2736
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size    63168, 2201678 req, miss ratio 0.1990, byte miss ratio 0.1990
tencentBlock.ns14485 S3FIFO-0.9500-0.9000 cache size   126336, 2201678 req, miss ratio 0.1086, byte miss ratio 0.1086
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size      157, 2201678 req, miss ratio 0.3805, byte miss ratio 0.3805
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size      473, 2201678 req, miss ratio 0.3417, byte miss ratio 0.3417
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size     1579, 2201678 req, miss ratio 0.3348, byte miss ratio 0.3348
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size     4737, 2201678 req, miss ratio 0.3335, byte miss ratio 0.3335
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size    15792, 2201678 req, miss ratio 0.3092, byte miss ratio 0.3092
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size    31584, 2201678 req, miss ratio 0.2709, byte miss ratio 0.2709
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size    63168, 2201678 req, miss ratio 0.2108, byte miss ratio 0.2108
tencentBlock.ns14485 S3FIFO-0.4000-0.9000 cache size   126336, 2201678 req, miss ratio 0.0998, byte miss ratio 0.0998
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size      157, 2201678 req, miss ratio 0.4864, byte miss ratio 0.4864
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size      473, 2201678 req, miss ratio 0.3680, byte miss ratio 0.3680
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size     1579, 2201678 req, miss ratio 0.3393, byte miss ratio 0.3393
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size     4737, 2201678 req, miss ratio 0.3349, byte miss ratio 0.3349
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size    15792, 2201678 req, miss ratio 0.3109, byte miss ratio 0.3109
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size    31584, 2201678 req, miss ratio 0.2761, byte miss ratio 0.2761
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size    63168, 2201678 req, miss ratio 0.1996, byte miss ratio 0.1996
tencentBlock.ns14485 S3FIFO-0.8500-1.9000 cache size   126336, 2201678 req, miss ratio 0.1080, byte miss ratio 0.1080
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size      157, 2201678 req, miss ratio 0.4997, byte miss ratio 0.4997
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size      473, 2201678 req, miss ratio 0.3777, byte miss ratio 0.3777
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size     1579, 2201678 req, miss ratio 0.3416, byte miss ratio 0.3416
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size     4737, 2201678 req, miss ratio 0.3356, byte miss ratio 0.3356
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size    15792, 2201678 req, miss ratio 0.3098, byte miss ratio 0.3098
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size    31584, 2201678 req, miss ratio 0.2753, byte miss ratio 0.2753
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size    63168, 2201678 req, miss ratio 0.1998, byte miss ratio 0.1998
tencentBlock.ns14485 S3FIFO-0.9000-1.9000 cache size   126336, 2201678 req, miss ratio 0.1084, byte miss ratio 0.1084
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size      157, 2201678 req, miss ratio 0.3957, byte miss ratio 0.3957
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size      473, 2201678 req, miss ratio 0.3427, byte miss ratio 0.3427
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size     1579, 2201678 req, miss ratio 0.3349, byte miss ratio 0.3349
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size     4737, 2201678 req, miss ratio 0.3336, byte miss ratio 0.3336
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size    15792, 2201678 req, miss ratio 0.3107, byte miss ratio 0.3107
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size    31584, 2201678 req, miss ratio 0.2723, byte miss ratio 0.2723
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size    63168, 2201678 req, miss ratio 0.2088, byte miss ratio 0.2088
tencentBlock.ns14485 S3FIFO-0.5000-1.9000 cache size   126336, 2201678 req, miss ratio 0.1037, byte miss ratio 0.1037
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size      157, 2201678 req, miss ratio 0.4001, byte miss ratio 0.4001
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size      473, 2201678 req, miss ratio 0.3440, byte miss ratio 0.3440
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size     1579, 2201678 req, miss ratio 0.3351, byte miss ratio 0.3351
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size     4737, 2201678 req, miss ratio 0.3336, byte miss ratio 0.3336
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size    15792, 2201678 req, miss ratio 0.3134, byte miss ratio 0.3134
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size    31584, 2201678 req, miss ratio 0.2727, byte miss ratio 0.2727
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size    63168, 2201678 req, miss ratio 0.2059, byte miss ratio 0.2059
tencentBlock.ns14485 S3FIFO-0.5500-0.9000 cache size   126336, 2201678 req, miss ratio 0.1041, byte miss ratio 0.1041
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size      157, 2201678 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size      473, 2201678 req, miss ratio 0.3900, byte miss ratio 0.3900
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size     1579, 2201678 req, miss ratio 0.3490, byte miss ratio 0.3490
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size     4737, 2201678 req, miss ratio 0.3377, byte miss ratio 0.3377
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size    15792, 2201678 req, miss ratio 0.2920, byte miss ratio 0.2920
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size    31584, 2201678 req, miss ratio 0.2589, byte miss ratio 0.2589
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size    63168, 2201678 req, miss ratio 0.1923, byte miss ratio 0.1923
tencentBlock.ns14485 S3FIFO-0.0050-1.9000 cache size   126336, 2201678 req, miss ratio 0.0877, byte miss ratio 0.0877
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size      157, 2201678 req, miss ratio 0.3783, byte miss ratio 0.3783
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size      473, 2201678 req, miss ratio 0.3419, byte miss ratio 0.3419
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size     1579, 2201678 req, miss ratio 0.3347, byte miss ratio 0.3347
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size     4737, 2201678 req, miss ratio 0.3318, byte miss ratio 0.3318
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size    15792, 2201678 req, miss ratio 0.2916, byte miss ratio 0.2916
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size    31584, 2201678 req, miss ratio 0.2645, byte miss ratio 0.2645
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size    63168, 2201678 req, miss ratio 0.1960, byte miss ratio 0.1960
tencentBlock.ns14485 S3FIFO-0.1000-1.9000 cache size   126336, 2201678 req, miss ratio 0.0921, byte miss ratio 0.0921
tencentBlock.ns14485 S3FIFO-0.3500-0.9000 cache size      157, 2201678 req, miss ratio 0.3786, byte miss ratio 0.3786
tencentBlock.ns14485 S3FIFO-0.3500-0.9000 cache size      473, 2201678 req, miss ratio 0.3412, byte miss ratio 0.3412
tencentBlock.ns14485 S3FIFO-0.3500-0.9000 cache size     1579, 2201678 req, miss ratio 0.3347, byte miss ratio 0.3347
tencentBlock.ns14485 S3FIFO-0.3500-0.9000 cache size     4737, 2201678 req, miss ratio 0.3335, byte miss ratio 0.3335
