cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size      893, 1347874 req, miss ratio 0.8907, byte miss ratio 0.8907
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size     2681, 1347874 req, miss ratio 0.8792, byte miss ratio 0.8792
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size     8939, 1347874 req, miss ratio 0.8680, byte miss ratio 0.8680
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size    26817, 1347874 req, miss ratio 0.8568, byte miss ratio 0.8568
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size    89393, 1347874 req, miss ratio 0.8382, byte miss ratio 0.8382
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size   178786, 1347874 req, miss ratio 0.8174, byte miss ratio 0.8174
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size   357572, 1347874 req, miss ratio 0.7744, byte miss ratio 0.7744
cdn1_colo28.ns1943 S3FIFO-0.5500-1.9000 cache size   715144, 1347874 req, miss ratio 0.6740, byte miss ratio 0.6740
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size      893, 1347874 req, miss ratio 0.8918, byte miss ratio 0.8918
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size     2681, 1347874 req, miss ratio 0.8798, byte miss ratio 0.8798
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size     8939, 1347874 req, miss ratio 0.8686, byte miss ratio 0.8686
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size    26817, 1347874 req, miss ratio 0.8559, byte miss ratio 0.8559
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size    89393, 1347874 req, miss ratio 0.8315, byte miss ratio 0.8315
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size   178786, 1347874 req, miss ratio 0.8060, byte miss ratio 0.8060
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size   357572, 1347874 req, miss ratio 0.7721, byte miss ratio 0.7721
cdn1_colo28.ns1943 S3FIFO-0.1500-1.9000 cache size   715144, 1347874 req, miss ratio 0.6740, byte miss ratio 0.6740
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size      893, 1347874 req, miss ratio 0.9197, byte miss ratio 0.9197
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size     2681, 1347874 req, miss ratio 0.8989, byte miss ratio 0.8989
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size     8939, 1347874 req, miss ratio 0.8762, byte miss ratio 0.8762
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size    26817, 1347874 req, miss ratio 0.8592, byte miss ratio 0.8592
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size    89393, 1347874 req, miss ratio 0.8337, byte miss ratio 0.8337
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size   178786, 1347874 req, miss ratio 0.8132, byte miss ratio 0.8132
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size   357572, 1347874 req, miss ratio 0.7721, byte miss ratio 0.7721
cdn1_colo28.ns1943 S3FIFO-0.0100-0.9000 cache size   715144, 1347874 req, miss ratio 0.6740, byte miss ratio 0.6740
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size      893, 1347874 req, miss ratio 0.8932, byte miss ratio 0.8932
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size     2681, 1347874 req, miss ratio 0.8823, byte miss ratio 0.8823
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size     8939, 1347874 req, miss ratio 0.8699, byte miss ratio 0.8699
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size    26817, 1347874 req, miss ratio 0.8591, byte miss ratio 0.8591
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size    89393, 1347874 req, miss ratio 0.8440, byte miss ratio 0.8440
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size   178786, 1347874 req, miss ratio 0.8250, byte miss ratio 0.8250
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size   357572, 1347874 req, miss ratio 0.7744, byte miss ratio 0.7744
cdn1_colo28.ns1943 S3FIFO-0.8000-1.9000 cache size   715144, 1347874 req, miss ratio 0.6740, byte miss ratio 0.6740
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size      893, 1347874 req, miss ratio 0.8912, byte miss ratio 0.8912
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size     2681, 1347874 req, miss ratio 0.8793, byte miss ratio 0.8793
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size     8939, 1347874 req, miss ratio 0.8682, byte miss ratio 0.8682
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size    26817, 1347874 req, miss ratio 0.8558, byte miss ratio 0.8558
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size    89393, 1347874 req, miss ratio 0.8318, byte miss ratio 0.8318
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size   178786, 1347874 req, miss ratio 0.8066, byte miss ratio 0.8066
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size   357572, 1347874 req, miss ratio 0.7721, byte miss ratio 0.7721
cdn1_colo28.ns1943 S3FIFO-0.2000-1.9000 cache size   715144, 1347874 req, miss ratio 0.6740, byte miss ratio 0.6740
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size      893, 1347874 req, miss ratio 0.9016, byte miss ratio 0.9016
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size     2681, 1347874 req, miss ratio 0.8895, byte miss ratio 0.8895
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size     8939, 1347874 req, miss ratio 0.8787, byte miss ratio 0.8787
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size    26817, 1347874 req, miss ratio 0.8641, byte miss ratio 0.8641
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size    89393, 1347874 req, miss ratio 0.8495, byte miss ratio 0.8495
cdn1_colo28.ns1943 S3FIFO-0.9900-0.9000 cache size   178786, 1347874 req, miss ratio 0.8303, byte miss ratio 0.8303
