cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size       59, 1335983 req, miss ratio 0.2975, byte miss ratio 0.2975
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size      177, 1335983 req, miss ratio 0.2171, byte miss ratio 0.2171
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size      592, 1335983 req, miss ratio 0.1588, byte miss ratio 0.1588
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size     1776, 1335983 req, miss ratio 0.1146, byte miss ratio 0.1146
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size     5923, 1335983 req, miss ratio 0.0775, byte miss ratio 0.0775
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size    11846, 1335983 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size    23692, 1335983 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns364 S3FIFO-0.4000-0.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size       59, 1335983 req, miss ratio 0.3784, byte miss ratio 0.3784
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size      177, 1335983 req, miss ratio 0.2788, byte miss ratio 0.2788
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size      592, 1335983 req, miss ratio 0.1982, byte miss ratio 0.1982
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size     1776, 1335983 req, miss ratio 0.1433, byte miss ratio 0.1433
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size     5923, 1335983 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size    11846, 1335983 req, miss ratio 0.0769, byte miss ratio 0.0769
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size    23692, 1335983 req, miss ratio 0.0598, byte miss ratio 0.0598
cdn1_allcolo.ns364 S3FIFO-0.9900-1.9000 cache size    47384, 1335983 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size       59, 1335983 req, miss ratio 0.2869, byte miss ratio 0.2869
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size      177, 1335983 req, miss ratio 0.2104, byte miss ratio 0.2104
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size      592, 1335983 req, miss ratio 0.1541, byte miss ratio 0.1541
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size     1776, 1335983 req, miss ratio 0.1111, byte miss ratio 0.1111
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size     5923, 1335983 req, miss ratio 0.0745, byte miss ratio 0.0745
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size    11846, 1335983 req, miss ratio 0.0597, byte miss ratio 0.0597
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size    23692, 1335983 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns364 S3FIFO-0.2500-0.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size       59, 1335983 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size      177, 1335983 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size      592, 1335983 req, miss ratio 0.1562, byte miss ratio 0.1562
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size     1776, 1335983 req, miss ratio 0.1116, byte miss ratio 0.1116
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size     5923, 1335983 req, miss ratio 0.0735, byte miss ratio 0.0735
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size    11846, 1335983 req, miss ratio 0.0589, byte miss ratio 0.0589
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size    23692, 1335983 req, miss ratio 0.0501, byte miss ratio 0.0501
cdn1_allcolo.ns364 S3FIFO-0.0050-0.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size       59, 1335983 req, miss ratio 0.3528, byte miss ratio 0.3528
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size      177, 1335983 req, miss ratio 0.2593, byte miss ratio 0.2593
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size      592, 1335983 req, miss ratio 0.1847, byte miss ratio 0.1847
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size     1776, 1335983 req, miss ratio 0.1340, byte miss ratio 0.1340
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size     5923, 1335983 req, miss ratio 0.0913, byte miss ratio 0.0913
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size    11846, 1335983 req, miss ratio 0.0719, byte miss ratio 0.0719
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size    23692, 1335983 req, miss ratio 0.0565, byte miss ratio 0.0565
cdn1_allcolo.ns364 S3FIFO-0.8500-1.9000 cache size    47384, 1335983 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size       59, 1335983 req, miss ratio 0.2823, byte miss ratio 0.2823
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size      177, 1335983 req, miss ratio 0.2074, byte miss ratio 0.2074
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size      592, 1335983 req, miss ratio 0.1518, byte miss ratio 0.1518
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size     1776, 1335983 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size     5923, 1335983 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size    11846, 1335983 req, miss ratio 0.0588, byte miss ratio 0.0588
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size    23692, 1335983 req, miss ratio 0.0501, byte miss ratio 0.0501
cdn1_allcolo.ns364 S3FIFO-0.1000-1.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size       59, 1335983 req, miss ratio 0.2900, byte miss ratio 0.2900
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size      177, 1335983 req, miss ratio 0.2123, byte miss ratio 0.2123
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size      592, 1335983 req, miss ratio 0.1554, byte miss ratio 0.1554
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size     1776, 1335983 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size     5923, 1335983 req, miss ratio 0.0755, byte miss ratio 0.0755
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size    11846, 1335983 req, miss ratio 0.0602, byte miss ratio 0.0602
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size    23692, 1335983 req, miss ratio 0.0505, byte miss ratio 0.0505
cdn1_allcolo.ns364 S3FIFO-0.3000-0.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size       59, 1335983 req, miss ratio 0.3722, byte miss ratio 0.3722
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size      177, 1335983 req, miss ratio 0.2723, byte miss ratio 0.2723
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size      592, 1335983 req, miss ratio 0.1937, byte miss ratio 0.1937
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size     1776, 1335983 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size     5923, 1335983 req, miss ratio 0.0956, byte miss ratio 0.0956
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size    11846, 1335983 req, miss ratio 0.0752, byte miss ratio 0.0752
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size    23692, 1335983 req, miss ratio 0.0588, byte miss ratio 0.0588
cdn1_allcolo.ns364 S3FIFO-0.9500-1.9000 cache size    47384, 1335983 req, miss ratio 0.0479, byte miss ratio 0.0479
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size       59, 1335983 req, miss ratio 0.3256, byte miss ratio 0.3256
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size      177, 1335983 req, miss ratio 0.2389, byte miss ratio 0.2389
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size      592, 1335983 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size     1776, 1335983 req, miss ratio 0.1241, byte miss ratio 0.1241
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size     5923, 1335983 req, miss ratio 0.0847, byte miss ratio 0.0847
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size    11846, 1335983 req, miss ratio 0.0666, byte miss ratio 0.0666
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size    23692, 1335983 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_allcolo.ns364 S3FIFO-0.6500-1.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size       59, 1335983 req, miss ratio 0.3226, byte miss ratio 0.3226
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size      177, 1335983 req, miss ratio 0.2370, byte miss ratio 0.2370
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size      592, 1335983 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size     1776, 1335983 req, miss ratio 0.1232, byte miss ratio 0.1232
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size     5923, 1335983 req, miss ratio 0.0841, byte miss ratio 0.0841
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size    11846, 1335983 req, miss ratio 0.0663, byte miss ratio 0.0663
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size    23692, 1335983 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_allcolo.ns364 S3FIFO-0.6500-0.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size       59, 1335983 req, miss ratio 0.3198, byte miss ratio 0.3198
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size      177, 1335983 req, miss ratio 0.2344, byte miss ratio 0.2344
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size      592, 1335983 req, miss ratio 0.1691, byte miss ratio 0.1691
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size     1776, 1335983 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size     5923, 1335983 req, miss ratio 0.0833, byte miss ratio 0.0833
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size    11846, 1335983 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size    23692, 1335983 req, miss ratio 0.0525, byte miss ratio 0.0525
cdn1_allcolo.ns364 S3FIFO-0.6000-1.9000 cache size    47384, 1335983 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns364 S3FIFO-0.0500-1.9000 cache size       59, 1335983 req, miss ratio 0.2847, byte miss ratio 0.2847
