cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size       74, 1615228 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size      222, 1615228 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size      743, 1615228 req, miss ratio 0.1112, byte miss ratio 0.1112
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size     2229, 1615228 req, miss ratio 0.0907, byte miss ratio 0.0907
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size     7432, 1615228 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size    14865, 1615228 req, miss ratio 0.0606, byte miss ratio 0.0606
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size    29730, 1615228 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_colo28.ns2563 S3FIFO-0.0050-0.9000 cache size    59460, 1615228 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size       74, 1615228 req, miss ratio 0.3566, byte miss ratio 0.3566
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size      222, 1615228 req, miss ratio 0.1723, byte miss ratio 0.1723
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size      743, 1615228 req, miss ratio 0.1190, byte miss ratio 0.1190
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size     2229, 1615228 req, miss ratio 0.0960, byte miss ratio 0.0960
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size     7432, 1615228 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size    14865, 1615228 req, miss ratio 0.0626, byte miss ratio 0.0626
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size    29730, 1615228 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_colo28.ns2563 S3FIFO-0.5500-1.9000 cache size    59460, 1615228 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size       74, 1615228 req, miss ratio 0.4349, byte miss ratio 0.4349
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size      222, 1615228 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size      743, 1615228 req, miss ratio 0.1387, byte miss ratio 0.1387
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size     2229, 1615228 req, miss ratio 0.1067, byte miss ratio 0.1067
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size     7432, 1615228 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size    14865, 1615228 req, miss ratio 0.0683, byte miss ratio 0.0683
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size    29730, 1615228 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_colo28.ns2563 S3FIFO-0.9000-0.9000 cache size    59460, 1615228 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size       74, 1615228 req, miss ratio 0.3076, byte miss ratio 0.3076
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size      222, 1615228 req, miss ratio 0.1435, byte miss ratio 0.1435
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size      743, 1615228 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size     2229, 1615228 req, miss ratio 0.0911, byte miss ratio 0.0911
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size     7432, 1615228 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size    14865, 1615228 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size    29730, 1615228 req, miss ratio 0.0528, byte miss ratio 0.0528
cdn1_colo28.ns2563 S3FIFO-0.2500-1.9000 cache size    59460, 1615228 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns2563 S3FIFO-0.6500-0.9000 cache size       74, 1615228 req, miss ratio 0.3786, byte miss ratio 0.3786
