cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size       22, 1982187 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size       66, 1982187 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size      222, 1982187 req, miss ratio 0.0815, byte miss ratio 0.0815
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size      667, 1982187 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size     2223, 1982187 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size     4446, 1982187 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size     8893, 1982187 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2416 S3FIFO-0.0100-0.9000 cache size    17787, 1982187 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size       22, 1982187 req, miss ratio 0.2256, byte miss ratio 0.2256
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size       66, 1982187 req, miss ratio 0.1408, byte miss ratio 0.1408
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size      222, 1982187 req, miss ratio 0.0852, byte miss ratio 0.0852
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size      667, 1982187 req, miss ratio 0.0539, byte miss ratio 0.0539
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size     2223, 1982187 req, miss ratio 0.0305, byte miss ratio 0.0305
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size     4446, 1982187 req, miss ratio 0.0212, byte miss ratio 0.0212
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size     8893, 1982187 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns2416 S3FIFO-0.2500-0.9000 cache size    17787, 1982187 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size       22, 1982187 req, miss ratio 0.2675, byte miss ratio 0.2675
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size       66, 1982187 req, miss ratio 0.1630, byte miss ratio 0.1630
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size      222, 1982187 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size      667, 1982187 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size     2223, 1982187 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns2416 S3FIFO-0.6000-0.9000 cache size     4446, 1982187 req, miss ratio 0.0242, byte miss ratio 0.0242
