tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size      359, 3407794 req, miss ratio 0.4848, byte miss ratio 0.4848
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size     1079, 3407794 req, miss ratio 0.4098, byte miss ratio 0.4098
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size     3597, 3407794 req, miss ratio 0.3028, byte miss ratio 0.3028
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size    10792, 3407794 req, miss ratio 0.2889, byte miss ratio 0.2889
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size    35974, 3407794 req, miss ratio 0.2396, byte miss ratio 0.2396
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size    71949, 3407794 req, miss ratio 0.2015, byte miss ratio 0.2015
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size   143899, 3407794 req, miss ratio 0.1229, byte miss ratio 0.1229
tencentBlock.ns10203 S3FIFO-0.4000-1.9000 cache size   287799, 3407794 req, miss ratio 0.1077, byte miss ratio 0.1077
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size      359, 3407794 req, miss ratio 0.5292, byte miss ratio 0.5292
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size     1079, 3407794 req, miss ratio 0.4363, byte miss ratio 0.4363
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size     3597, 3407794 req, miss ratio 0.3353, byte miss ratio 0.3353
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size    10792, 3407794 req, miss ratio 0.2918, byte miss ratio 0.2918
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size    35974, 3407794 req, miss ratio 0.2450, byte miss ratio 0.2450
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size    71949, 3407794 req, miss ratio 0.1941, byte miss ratio 0.1941
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size   143899, 3407794 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns10203 S3FIFO-0.7500-1.9000 cache size   287799, 3407794 req, miss ratio 0.1096, byte miss ratio 0.1096
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size      359, 3407794 req, miss ratio 0.5561, byte miss ratio 0.5561
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size     1079, 3407794 req, miss ratio 0.4418, byte miss ratio 0.4418
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size     3597, 3407794 req, miss ratio 0.3507, byte miss ratio 0.3507
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size    10792, 3407794 req, miss ratio 0.2956, byte miss ratio 0.2956
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size    35974, 3407794 req, miss ratio 0.2456, byte miss ratio 0.2456
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size    71949, 3407794 req, miss ratio 0.1934, byte miss ratio 0.1934
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size   143899, 3407794 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns10203 S3FIFO-0.8500-0.9000 cache size   287799, 3407794 req, miss ratio 0.1113, byte miss ratio 0.1113
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size      359, 3407794 req, miss ratio 0.4976, byte miss ratio 0.4976
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size     1079, 3407794 req, miss ratio 0.3895, byte miss ratio 0.3895
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size     3597, 3407794 req, miss ratio 0.3035, byte miss ratio 0.3035
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size    10792, 3407794 req, miss ratio 0.2781, byte miss ratio 0.2781
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size    35974, 3407794 req, miss ratio 0.2396, byte miss ratio 0.2396
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size    71949, 3407794 req, miss ratio 0.1871, byte miss ratio 0.1871
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size   143899, 3407794 req, miss ratio 0.1216, byte miss ratio 0.1216
tencentBlock.ns10203 S3FIFO-0.0500-1.9000 cache size   287799, 3407794 req, miss ratio 0.1065, byte miss ratio 0.1065
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size      359, 3407794 req, miss ratio 0.5026, byte miss ratio 0.5026
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size     1079, 3407794 req, miss ratio 0.4280, byte miss ratio 0.4280
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size     3597, 3407794 req, miss ratio 0.3167, byte miss ratio 0.3167
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size    10792, 3407794 req, miss ratio 0.2906, byte miss ratio 0.2906
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size    35974, 3407794 req, miss ratio 0.2418, byte miss ratio 0.2418
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size    71949, 3407794 req, miss ratio 0.1958, byte miss ratio 0.1958
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size   143899, 3407794 req, miss ratio 0.1331, byte miss ratio 0.1331
tencentBlock.ns10203 S3FIFO-0.6500-0.9000 cache size   287799, 3407794 req, miss ratio 0.1086, byte miss ratio 0.1086
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size      359, 3407794 req, miss ratio 0.5340, byte miss ratio 0.5340
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size     1079, 3407794 req, miss ratio 0.4201, byte miss ratio 0.4201
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size     3597, 3407794 req, miss ratio 0.3125, byte miss ratio 0.3125
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size    10792, 3407794 req, miss ratio 0.2795, byte miss ratio 0.2795
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size    35974, 3407794 req, miss ratio 0.2416, byte miss ratio 0.2416
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size    71949, 3407794 req, miss ratio 0.1878, byte miss ratio 0.1878
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size   143899, 3407794 req, miss ratio 0.1254, byte miss ratio 0.1254
tencentBlock.ns10203 S3FIFO-0.0100-1.9000 cache size   287799, 3407794 req, miss ratio 0.1069, byte miss ratio 0.1069
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size      359, 3407794 req, miss ratio 0.5588, byte miss ratio 0.5588
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size     1079, 3407794 req, miss ratio 0.4446, byte miss ratio 0.4446
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size     3597, 3407794 req, miss ratio 0.3514, byte miss ratio 0.3514
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size    10792, 3407794 req, miss ratio 0.2971, byte miss ratio 0.2971
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size    35974, 3407794 req, miss ratio 0.2451, byte miss ratio 0.2451
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size    71949, 3407794 req, miss ratio 0.1934, byte miss ratio 0.1934
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size   143899, 3407794 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns10203 S3FIFO-0.8500-1.9000 cache size   287799, 3407794 req, miss ratio 0.1113, byte miss ratio 0.1113
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size      359, 3407794 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size     1079, 3407794 req, miss ratio 0.4611, byte miss ratio 0.4611
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size     3597, 3407794 req, miss ratio 0.3566, byte miss ratio 0.3566
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size    10792, 3407794 req, miss ratio 0.3094, byte miss ratio 0.3094
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size    35974, 3407794 req, miss ratio 0.2432, byte miss ratio 0.2432
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size    71949, 3407794 req, miss ratio 0.1915, byte miss ratio 0.1915
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size   143899, 3407794 req, miss ratio 0.1278, byte miss ratio 0.1278
tencentBlock.ns10203 S3FIFO-0.0010-0.9000 cache size   287799, 3407794 req, miss ratio 0.1072, byte miss ratio 0.1072
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size      359, 3407794 req, miss ratio 0.4896, byte miss ratio 0.4896
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size     1079, 3407794 req, miss ratio 0.3961, byte miss ratio 0.3961
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size     3597, 3407794 req, miss ratio 0.3030, byte miss ratio 0.3030
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size    10792, 3407794 req, miss ratio 0.2816, byte miss ratio 0.2816
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size    35974, 3407794 req, miss ratio 0.2408, byte miss ratio 0.2408
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size    71949, 3407794 req, miss ratio 0.1949, byte miss ratio 0.1949
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size   143899, 3407794 req, miss ratio 0.1204, byte miss ratio 0.1204
tencentBlock.ns10203 S3FIFO-0.2500-0.9000 cache size   287799, 3407794 req, miss ratio 0.1068, byte miss ratio 0.1068
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size      359, 3407794 req, miss ratio 0.5030, byte miss ratio 0.5030
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size     1079, 3407794 req, miss ratio 0.3938, byte miss ratio 0.3938
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size     3597, 3407794 req, miss ratio 0.3045, byte miss ratio 0.3045
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size    10792, 3407794 req, miss ratio 0.2814, byte miss ratio 0.2814
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size    35974, 3407794 req, miss ratio 0.2345, byte miss ratio 0.2345
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size    71949, 3407794 req, miss ratio 0.1870, byte miss ratio 0.1870
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size   143899, 3407794 req, miss ratio 0.1216, byte miss ratio 0.1216
tencentBlock.ns10203 S3FIFO-0.0500-0.9000 cache size   287799, 3407794 req, miss ratio 0.1065, byte miss ratio 0.1065
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size      359, 3407794 req, miss ratio 0.5363, byte miss ratio 0.5363
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size     1079, 3407794 req, miss ratio 0.4437, byte miss ratio 0.4437
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size     3597, 3407794 req, miss ratio 0.3169, byte miss ratio 0.3169
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size    10792, 3407794 req, miss ratio 0.2819, byte miss ratio 0.2819
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size    35974, 3407794 req, miss ratio 0.2424, byte miss ratio 0.2424
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size    71949, 3407794 req, miss ratio 0.1891, byte miss ratio 0.1891
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size   143899, 3407794 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns10203 S3FIFO-0.0050-1.9000 cache size   287799, 3407794 req, miss ratio 0.1070, byte miss ratio 0.1070
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size      359, 3407794 req, miss ratio 0.4885, byte miss ratio 0.4885
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size     1079, 3407794 req, miss ratio 0.3907, byte miss ratio 0.3907
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size     3597, 3407794 req, miss ratio 0.3026, byte miss ratio 0.3026
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size    10792, 3407794 req, miss ratio 0.2810, byte miss ratio 0.2810
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size    35974, 3407794 req, miss ratio 0.2401, byte miss ratio 0.2401
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size    71949, 3407794 req, miss ratio 0.1926, byte miss ratio 0.1926
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size   143899, 3407794 req, miss ratio 0.1200, byte miss ratio 0.1200
tencentBlock.ns10203 S3FIFO-0.2000-1.9000 cache size   287799, 3407794 req, miss ratio 0.1065, byte miss ratio 0.1065
