tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size      454, 3818665 req, miss ratio 0.5734, byte miss ratio 0.5734
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size     1363, 3818665 req, miss ratio 0.4377, byte miss ratio 0.4377
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size     4543, 3818665 req, miss ratio 0.3313, byte miss ratio 0.3313
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size    13631, 3818665 req, miss ratio 0.2995, byte miss ratio 0.2995
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size    45439, 3818665 req, miss ratio 0.2354, byte miss ratio 0.2354
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size    90879, 3818665 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size   181758, 3818665 req, miss ratio 0.1349, byte miss ratio 0.1349
tencentBlock.ns8779 S3FIFO-0.4500-1.9000 cache size   363516, 3818665 req, miss ratio 0.1196, byte miss ratio 0.1196
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size      454, 3818665 req, miss ratio 0.5838, byte miss ratio 0.5838
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size     1363, 3818665 req, miss ratio 0.3777, byte miss ratio 0.3777
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size     4543, 3818665 req, miss ratio 0.3354, byte miss ratio 0.3354
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size    13631, 3818665 req, miss ratio 0.2908, byte miss ratio 0.2908
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size    45439, 3818665 req, miss ratio 0.2465, byte miss ratio 0.2465
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size    90879, 3818665 req, miss ratio 0.1900, byte miss ratio 0.1900
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size   181758, 3818665 req, miss ratio 0.1357, byte miss ratio 0.1357
tencentBlock.ns8779 S3FIFO-0.0250-0.9000 cache size   363516, 3818665 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size      454, 3818665 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size     1363, 3818665 req, miss ratio 0.3981, byte miss ratio 0.3981
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size     4543, 3818665 req, miss ratio 0.3709, byte miss ratio 0.3709
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size    13631, 3818665 req, miss ratio 0.3165, byte miss ratio 0.3165
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size    45439, 3818665 req, miss ratio 0.2549, byte miss ratio 0.2549
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size    90879, 3818665 req, miss ratio 0.1997, byte miss ratio 0.1997
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size   181758, 3818665 req, miss ratio 0.1422, byte miss ratio 0.1422
tencentBlock.ns8779 S3FIFO-0.0010-0.9000 cache size   363516, 3818665 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size      454, 3818665 req, miss ratio 0.5702, byte miss ratio 0.5702
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size     1363, 3818665 req, miss ratio 0.4010, byte miss ratio 0.4010
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size     4543, 3818665 req, miss ratio 0.3300, byte miss ratio 0.3300
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size    13631, 3818665 req, miss ratio 0.2870, byte miss ratio 0.2870
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size    45439, 3818665 req, miss ratio 0.2365, byte miss ratio 0.2365
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size    90879, 3818665 req, miss ratio 0.1842, byte miss ratio 0.1842
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size   181758, 3818665 req, miss ratio 0.1311, byte miss ratio 0.1311
tencentBlock.ns8779 S3FIFO-0.2500-1.9000 cache size   363516, 3818665 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size      454, 3818665 req, miss ratio 0.5701, byte miss ratio 0.5701
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size     1363, 3818665 req, miss ratio 0.4198, byte miss ratio 0.4198
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size     4543, 3818665 req, miss ratio 0.3306, byte miss ratio 0.3306
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size    13631, 3818665 req, miss ratio 0.2914, byte miss ratio 0.2914
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size    45439, 3818665 req, miss ratio 0.2356, byte miss ratio 0.2356
tencentBlock.ns8779 S3FIFO-0.3500-1.9000 cache size    90879, 3818665 req, miss ratio 0.1874, byte miss ratio 0.1874
