cdn1_allcolo.ns1029 S3FIFO-0.7000-1.9000 cache size     1071, 4501951 req, miss ratio 0.2423, byte miss ratio 0.2423
cdn1_allcolo.ns1029 S3FIFO-0.4000-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2458, byte miss ratio 0.2458
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2414, byte miss ratio 0.2414
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size     1071, 4501951 req, miss ratio 0.2407, byte miss ratio 0.2407
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size     3215, 4501951 req, miss ratio 0.2392, byte miss ratio 0.2392
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size    10718, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.1500-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size     1071, 4501951 req, miss ratio 0.2443, byte miss ratio 0.2443
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size     3215, 4501951 req, miss ratio 0.2403, byte miss ratio 0.2403
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size    10718, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2426, byte miss ratio 0.2426
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2401, byte miss ratio 0.2401
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size     1071, 4501951 req, miss ratio 0.2471, byte miss ratio 0.2471
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size     3215, 4501951 req, miss ratio 0.2422, byte miss ratio 0.2422
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size    10718, 4501951 req, miss ratio 0.2397, byte miss ratio 0.2397
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size    32155, 4501951 req, miss ratio 0.2387, byte miss ratio 0.2387
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size   107184, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size   214369, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9900-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size     1071, 4501951 req, miss ratio 0.2413, byte miss ratio 0.2413
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size     3215, 4501951 req, miss ratio 0.2395, byte miss ratio 0.2395
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size    10718, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.4500-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size     1071, 4501951 req, miss ratio 0.2423, byte miss ratio 0.2423
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size     3215, 4501951 req, miss ratio 0.2400, byte miss ratio 0.2400
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size    10718, 4501951 req, miss ratio 0.2387, byte miss ratio 0.2387
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.7000-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size     1071, 4501951 req, miss ratio 0.2409, byte miss ratio 0.2409
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size     3215, 4501951 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size    10718, 4501951 req, miss ratio 0.2385, byte miss ratio 0.2385
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3000-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2416, byte miss ratio 0.2416
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size     1071, 4501951 req, miss ratio 0.2408, byte miss ratio 0.2408
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size     3215, 4501951 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size    10718, 4501951 req, miss ratio 0.2385, byte miss ratio 0.2385
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2000-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size     1071, 4501951 req, miss ratio 0.2409, byte miss ratio 0.2409
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size     3215, 4501951 req, miss ratio 0.2391, byte miss ratio 0.2391
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size    10718, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size     1071, 4501951 req, miss ratio 0.2431, byte miss ratio 0.2431
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size     3215, 4501951 req, miss ratio 0.2403, byte miss ratio 0.2403
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size    10718, 4501951 req, miss ratio 0.2389, byte miss ratio 0.2389
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size    32155, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8000-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size     1071, 4501951 req, miss ratio 0.2414, byte miss ratio 0.2414
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size     3215, 4501951 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size    10718, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size     1071, 4501951 req, miss ratio 0.2414, byte miss ratio 0.2414
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size     3215, 4501951 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size    10718, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5000-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size     1071, 4501951 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size     3215, 4501951 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size    10718, 4501951 req, miss ratio 0.2385, byte miss ratio 0.2385
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2408, byte miss ratio 0.2408
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2385, byte miss ratio 0.2385
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.2500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size     1071, 4501951 req, miss ratio 0.2416, byte miss ratio 0.2416
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size     3215, 4501951 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size    10718, 4501951 req, miss ratio 0.2386, byte miss ratio 0.2386
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.5500-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2410, byte miss ratio 0.2410
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2385, byte miss ratio 0.2385
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.3500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size     1071, 4501951 req, miss ratio 0.2409, byte miss ratio 0.2409
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size     3215, 4501951 req, miss ratio 0.2391, byte miss ratio 0.2391
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size    10718, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0050-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size     1071, 4501951 req, miss ratio 0.2420, byte miss ratio 0.2420
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size     3215, 4501951 req, miss ratio 0.2399, byte miss ratio 0.2399
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size    10718, 4501951 req, miss ratio 0.2387, byte miss ratio 0.2387
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size    32155, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.6500-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size     1071, 4501951 req, miss ratio 0.2438, byte miss ratio 0.2438
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size     3215, 4501951 req, miss ratio 0.2405, byte miss ratio 0.2405
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size    10718, 4501951 req, miss ratio 0.2390, byte miss ratio 0.2390
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size    32155, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size   107184, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.8500-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size     1071, 4501951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size     3215, 4501951 req, miss ratio 0.2403, byte miss ratio 0.2403
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size    10718, 4501951 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size    32155, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size   107184, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size   214369, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.0010-0.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size     1071, 4501951 req, miss ratio 0.2471, byte miss ratio 0.2471
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size     3215, 4501951 req, miss ratio 0.2422, byte miss ratio 0.2422
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size    10718, 4501951 req, miss ratio 0.2397, byte miss ratio 0.2397
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size    32155, 4501951 req, miss ratio 0.2387, byte miss ratio 0.2387
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size   107184, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size   214369, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 S3FIFO-0.9900-1.9000 cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 FIFO cache size     1071, 4501951 req, miss ratio 0.2472, byte miss ratio 0.2472
cdn1_allcolo.ns1029 FIFO cache size     3215, 4501951 req, miss ratio 0.2424, byte miss ratio 0.2424
cdn1_allcolo.ns1029 FIFO cache size    10718, 4501951 req, miss ratio 0.2398, byte miss ratio 0.2398
cdn1_allcolo.ns1029 FIFO cache size    32155, 4501951 req, miss ratio 0.2388, byte miss ratio 0.2388
cdn1_allcolo.ns1029 FIFO cache size   107184, 4501951 req, miss ratio 0.2383, byte miss ratio 0.2383
cdn1_allcolo.ns1029 FIFO cache size   214369, 4501951 req, miss ratio 0.2382, byte miss ratio 0.2382
cdn1_allcolo.ns1029 FIFO cache size   428738, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
cdn1_allcolo.ns1029 FIFO cache size   857476, 4501951 req, miss ratio 0.2381, byte miss ratio 0.2381
