cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size       39, 84536147 req, miss ratio 0.4967, byte miss ratio 0.4967
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size      119, 84536147 req, miss ratio 0.3874, byte miss ratio 0.3874
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size      399, 84536147 req, miss ratio 0.2703, byte miss ratio 0.2703
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size     1198, 84536147 req, miss ratio 0.1674, byte miss ratio 0.1674
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size     3994, 84536147 req, miss ratio 0.0773, byte miss ratio 0.0773
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size     7988, 84536147 req, miss ratio 0.0368, byte miss ratio 0.0368
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size    15976, 84536147 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns149 S3FIFO-0.2000-0.9000 cache size    31952, 84536147 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size       39, 84536147 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size      119, 84536147 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size      399, 84536147 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size     1198, 84536147 req, miss ratio 0.1656, byte miss ratio 0.1656
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size     3994, 84536147 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size     7988, 84536147 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size    15976, 84536147 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns149 S3FIFO-0.0010-0.9000 cache size    31952, 84536147 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size       39, 84536147 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size      119, 84536147 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size      399, 84536147 req, miss ratio 0.2644, byte miss ratio 0.2644
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size     1198, 84536147 req, miss ratio 0.1655, byte miss ratio 0.1655
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size     3994, 84536147 req, miss ratio 0.0753, byte miss ratio 0.0753
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size     7988, 84536147 req, miss ratio 0.0353, byte miss ratio 0.0353
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size    15976, 84536147 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns149 S3FIFO-0.0050-0.9000 cache size    31952, 84536147 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size       39, 84536147 req, miss ratio 0.4951, byte miss ratio 0.4951
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size      119, 84536147 req, miss ratio 0.3865, byte miss ratio 0.3865
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size      399, 84536147 req, miss ratio 0.2715, byte miss ratio 0.2715
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size     1198, 84536147 req, miss ratio 0.1683, byte miss ratio 0.1683
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size     3994, 84536147 req, miss ratio 0.0771, byte miss ratio 0.0771
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size     7988, 84536147 req, miss ratio 0.0362, byte miss ratio 0.0362
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size    15976, 84536147 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns149 S3FIFO-0.1500-1.9000 cache size    31952, 84536147 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size       39, 84536147 req, miss ratio 0.5084, byte miss ratio 0.5084
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size      119, 84536147 req, miss ratio 0.3977, byte miss ratio 0.3977
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size      399, 84536147 req, miss ratio 0.2781, byte miss ratio 0.2781
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size     1198, 84536147 req, miss ratio 0.1737, byte miss ratio 0.1737
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size     3994, 84536147 req, miss ratio 0.0803, byte miss ratio 0.0803
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size     7988, 84536147 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size    15976, 84536147 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns149 S3FIFO-0.3000-1.9000 cache size    31952, 84536147 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size       39, 84536147 req, miss ratio 0.5145, byte miss ratio 0.5145
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size      119, 84536147 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size      399, 84536147 req, miss ratio 0.2812, byte miss ratio 0.2812
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size     1198, 84536147 req, miss ratio 0.1763, byte miss ratio 0.1763
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size     3994, 84536147 req, miss ratio 0.0826, byte miss ratio 0.0826
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size     7988, 84536147 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size    15976, 84536147 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns149 S3FIFO-0.4000-0.9000 cache size    31952, 84536147 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size       39, 84536147 req, miss ratio 0.5334, byte miss ratio 0.5334
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size      119, 84536147 req, miss ratio 0.4205, byte miss ratio 0.4205
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size      399, 84536147 req, miss ratio 0.2945, byte miss ratio 0.2945
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size     1198, 84536147 req, miss ratio 0.1860, byte miss ratio 0.1860
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size     3994, 84536147 req, miss ratio 0.0865, byte miss ratio 0.0865
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size     7988, 84536147 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size    15976, 84536147 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_allcolo.ns149 S3FIFO-0.5500-1.9000 cache size    31952, 84536147 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size       39, 84536147 req, miss ratio 0.5730, byte miss ratio 0.5730
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size      119, 84536147 req, miss ratio 0.4636, byte miss ratio 0.4636
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size      399, 84536147 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size     1198, 84536147 req, miss ratio 0.2082, byte miss ratio 0.2082
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size     3994, 84536147 req, miss ratio 0.0982, byte miss ratio 0.0982
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size     7988, 84536147 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size    15976, 84536147 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_allcolo.ns149 S3FIFO-0.9000-1.9000 cache size    31952, 84536147 req, miss ratio 0.0016, byte miss ratio 0.0016
