io_traces.ns632 S3FIFO-0.8500-1.9000 cache size      194, 1200000 req, miss ratio 0.7137, byte miss ratio 0.7137
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size      584, 1200000 req, miss ratio 0.6175, byte miss ratio 0.6175
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size     1948, 1200000 req, miss ratio 0.5905, byte miss ratio 0.5905
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size     5845, 1200000 req, miss ratio 0.5657, byte miss ratio 0.5657
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size    19484, 1200000 req, miss ratio 0.4651, byte miss ratio 0.4651
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size    38968, 1200000 req, miss ratio 0.3169, byte miss ratio 0.3169
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size    77937, 1200000 req, miss ratio 0.2236, byte miss ratio 0.2236
io_traces.ns632 S3FIFO-0.8500-1.9000 cache size   155874, 1200000 req, miss ratio 0.1836, byte miss ratio 0.1836
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size      194, 1200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size      584, 1200000 req, miss ratio 0.6219, byte miss ratio 0.6219
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size     1948, 1200000 req, miss ratio 0.5795, byte miss ratio 0.5795
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size     5845, 1200000 req, miss ratio 0.5466, byte miss ratio 0.5466
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size    19484, 1200000 req, miss ratio 0.4124, byte miss ratio 0.4124
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size    38968, 1200000 req, miss ratio 0.2312, byte miss ratio 0.2312
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size    77937, 1200000 req, miss ratio 0.1647, byte miss ratio 0.1647
io_traces.ns632 S3FIFO-0.0050-0.9000 cache size   155874, 1200000 req, miss ratio 0.1625, byte miss ratio 0.1625
io_traces.ns632 S3FIFO-0.9000-0.9000 cache size      194, 1200000 req, miss ratio 0.7243, byte miss ratio 0.7243
io_traces.ns632 S3FIFO-0.9000-0.9000 cache size      584, 1200000 req, miss ratio 0.6277, byte miss ratio 0.6277
io_traces.ns632 S3FIFO-0.9000-0.9000 cache size     1948, 1200000 req, miss ratio 0.5925, byte miss ratio 0.5925
io_traces.ns632 S3FIFO-0.9000-0.9000 cache size     5845, 1200000 req, miss ratio 0.5692, byte miss ratio 0.5692
