cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size        6, 11005534 req, miss ratio 0.0845, byte miss ratio 0.0845
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size       19, 11005534 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size       64, 11005534 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size      193, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7000-0.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size        6, 11005534 req, miss ratio 0.0785, byte miss ratio 0.0785
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size       19, 11005534 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size       64, 11005534 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size      193, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.6000-1.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size        6, 11005534 req, miss ratio 0.0841, byte miss ratio 0.0841
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size       19, 11005534 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size       64, 11005534 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size      193, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-1.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size        6, 11005534 req, miss ratio 0.0845, byte miss ratio 0.0845
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size       19, 11005534 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size       64, 11005534 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size      193, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.7500-0.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size        6, 11005534 req, miss ratio 0.0893, byte miss ratio 0.0893
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size       19, 11005534 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size       64, 11005534 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size      193, 11005534 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-0.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size        6, 11005534 req, miss ratio 0.0692, byte miss ratio 0.0692
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size       19, 11005534 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size       64, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size      193, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.3000-0.9000 cache size     5164, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size        6, 11005534 req, miss ratio 0.0882, byte miss ratio 0.0882
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size       19, 11005534 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size       64, 11005534 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size      193, 11005534 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size      645, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size     1291, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns191 S3FIFO-0.9500-1.9000 cache size     2582, 11005534 req, miss ratio 0.0006, byte miss ratio 0.0006
