cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size      190, 4297819 req, miss ratio 0.7642, byte miss ratio 0.7642
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size      572, 4297819 req, miss ratio 0.6460, byte miss ratio 0.6460
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size     1907, 4297819 req, miss ratio 0.4923, byte miss ratio 0.4923
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size     5721, 4297819 req, miss ratio 0.3400, byte miss ratio 0.3400
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size    19071, 4297819 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size    38143, 4297819 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size    76286, 4297819 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_allcolo.ns2925 S3FIFO-0.0100-1.9000 cache size   152572, 4297819 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size      190, 4297819 req, miss ratio 0.7748, byte miss ratio 0.7748
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size      572, 4297819 req, miss ratio 0.6586, byte miss ratio 0.6586
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size     1907, 4297819 req, miss ratio 0.5074, byte miss ratio 0.5074
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size     5721, 4297819 req, miss ratio 0.3537, byte miss ratio 0.3537
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size    19071, 4297819 req, miss ratio 0.1894, byte miss ratio 0.1894
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size    38143, 4297819 req, miss ratio 0.1150, byte miss ratio 0.1150
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size    76286, 4297819 req, miss ratio 0.0661, byte miss ratio 0.0661
cdn1_allcolo.ns2925 S3FIFO-0.2500-0.9000 cache size   152572, 4297819 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size      190, 4297819 req, miss ratio 0.7846, byte miss ratio 0.7846
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size      572, 4297819 req, miss ratio 0.6703, byte miss ratio 0.6703
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size     1907, 4297819 req, miss ratio 0.5200, byte miss ratio 0.5200
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size     5721, 4297819 req, miss ratio 0.3654, byte miss ratio 0.3654
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size    19071, 4297819 req, miss ratio 0.1975, byte miss ratio 0.1975
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size    38143, 4297819 req, miss ratio 0.1201, byte miss ratio 0.1201
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size    76286, 4297819 req, miss ratio 0.0680, byte miss ratio 0.0680
cdn1_allcolo.ns2925 S3FIFO-0.3500-0.9000 cache size   152572, 4297819 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_allcolo.ns2925 S3FIFO-0.0050-1.9000 cache size      190, 4297819 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2925 S3FIFO-0.0050-1.9000 cache size      572, 4297819 req, miss ratio 0.6466, byte miss ratio 0.6466
cdn1_allcolo.ns2925 S3FIFO-0.0050-1.9000 cache size     1907, 4297819 req, miss ratio 0.4928, byte miss ratio 0.4928
