cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size     1027, 2335244 req, miss ratio 0.8207, byte miss ratio 0.8207
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size     3082, 2335244 req, miss ratio 0.7846, byte miss ratio 0.7846
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size    10275, 2335244 req, miss ratio 0.7310, byte miss ratio 0.7310
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size    30825, 2335244 req, miss ratio 0.6687, byte miss ratio 0.6687
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size   102753, 2335244 req, miss ratio 0.5873, byte miss ratio 0.5873
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size   205506, 2335244 req, miss ratio 0.5364, byte miss ratio 0.5364
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size   411012, 2335244 req, miss ratio 0.4874, byte miss ratio 0.4874
cdn1_colo28.ns1315 S3FIFO-0.5500-1.9000 cache size   822024, 2335244 req, miss ratio 0.4433, byte miss ratio 0.4433
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size     1027, 2335244 req, miss ratio 0.8133, byte miss ratio 0.8133
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size     3082, 2335244 req, miss ratio 0.7755, byte miss ratio 0.7755
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size    10275, 2335244 req, miss ratio 0.7197, byte miss ratio 0.7197
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size    30825, 2335244 req, miss ratio 0.6547, byte miss ratio 0.6547
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size   102753, 2335244 req, miss ratio 0.5744, byte miss ratio 0.5744
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size   205506, 2335244 req, miss ratio 0.5272, byte miss ratio 0.5272
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size   411012, 2335244 req, miss ratio 0.4840, byte miss ratio 0.4840
cdn1_colo28.ns1315 S3FIFO-0.2000-1.9000 cache size   822024, 2335244 req, miss ratio 0.4433, byte miss ratio 0.4433
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size     1027, 2335244 req, miss ratio 0.8348, byte miss ratio 0.8348
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size     3082, 2335244 req, miss ratio 0.7979, byte miss ratio 0.7979
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size    10275, 2335244 req, miss ratio 0.7477, byte miss ratio 0.7477
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size    30825, 2335244 req, miss ratio 0.6870, byte miss ratio 0.6870
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size   102753, 2335244 req, miss ratio 0.6071, byte miss ratio 0.6071
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size   205506, 2335244 req, miss ratio 0.5514, byte miss ratio 0.5514
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size   411012, 2335244 req, miss ratio 0.4978, byte miss ratio 0.4978
cdn1_colo28.ns1315 S3FIFO-0.8000-0.9000 cache size   822024, 2335244 req, miss ratio 0.4434, byte miss ratio 0.4434
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size     1027, 2335244 req, miss ratio 0.8173, byte miss ratio 0.8173
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size     3082, 2335244 req, miss ratio 0.7758, byte miss ratio 0.7758
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size    10275, 2335244 req, miss ratio 0.7200, byte miss ratio 0.7200
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size    30825, 2335244 req, miss ratio 0.6548, byte miss ratio 0.6548
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size   102753, 2335244 req, miss ratio 0.5755, byte miss ratio 0.5755
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size   205506, 2335244 req, miss ratio 0.5273, byte miss ratio 0.5273
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size   411012, 2335244 req, miss ratio 0.4840, byte miss ratio 0.4840
cdn1_colo28.ns1315 S3FIFO-0.0500-1.9000 cache size   822024, 2335244 req, miss ratio 0.4433, byte miss ratio 0.4433
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size     1027, 2335244 req, miss ratio 0.8524, byte miss ratio 0.8524
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size     3082, 2335244 req, miss ratio 0.8206, byte miss ratio 0.8206
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size    10275, 2335244 req, miss ratio 0.7759, byte miss ratio 0.7759
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size    30825, 2335244 req, miss ratio 0.7174, byte miss ratio 0.7174
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size   102753, 2335244 req, miss ratio 0.6367, byte miss ratio 0.6367
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size   205506, 2335244 req, miss ratio 0.5768, byte miss ratio 0.5768
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size   411012, 2335244 req, miss ratio 0.5141, byte miss ratio 0.5141
cdn1_colo28.ns1315 S3FIFO-0.9900-1.9000 cache size   822024, 2335244 req, miss ratio 0.4498, byte miss ratio 0.4498
cdn1_colo28.ns1315 S3FIFO-0.2500-1.9000 cache size     1027, 2335244 req, miss ratio 0.8137, byte miss ratio 0.8137
cdn1_colo28.ns1315 S3FIFO-0.2500-1.9000 cache size     3082, 2335244 req, miss ratio 0.7761, byte miss ratio 0.7761
cdn1_colo28.ns1315 S3FIFO-0.2500-1.9000 cache size    10275, 2335244 req, miss ratio 0.7206, byte miss ratio 0.7206
