cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size       71, 3720009 req, miss ratio 0.0556, byte miss ratio 0.0556
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size      215, 3720009 req, miss ratio 0.0370, byte miss ratio 0.0370
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size      718, 3720009 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size     2156, 3720009 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size     7187, 3720009 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size    14375, 3720009 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size    28751, 3720009 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns624 S3FIFO-0.0250-0.9000 cache size    57503, 3720009 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size       71, 3720009 req, miss ratio 0.0757, byte miss ratio 0.0757
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size      215, 3720009 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size      718, 3720009 req, miss ratio 0.0302, byte miss ratio 0.0302
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size     2156, 3720009 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size     7187, 3720009 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size    14375, 3720009 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size    28751, 3720009 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns624 S3FIFO-0.7500-0.9000 cache size    57503, 3720009 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size       71, 3720009 req, miss ratio 0.0566, byte miss ratio 0.0566
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size      215, 3720009 req, miss ratio 0.0372, byte miss ratio 0.0372
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size      718, 3720009 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size     2156, 3720009 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size     7187, 3720009 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size    14375, 3720009 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size    28751, 3720009 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns624 S3FIFO-0.0250-1.9000 cache size    57503, 3720009 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns624 S3FIFO-0.8000-1.9000 cache size       71, 3720009 req, miss ratio 0.0782, byte miss ratio 0.0782
cdn1_allcolo.ns624 S3FIFO-0.8000-1.9000 cache size      215, 3720009 req, miss ratio 0.0489, byte miss ratio 0.0489
