io_traces.ns361 S3FIFO-0.0050-0.9000 cache size     1756, 15800000 req, miss ratio 0.3376, byte miss ratio 0.3376
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size     5270, 15800000 req, miss ratio 0.3189, byte miss ratio 0.3189
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size    17568, 15800000 req, miss ratio 0.2605, byte miss ratio 0.2605
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size    52704, 15800000 req, miss ratio 0.2165, byte miss ratio 0.2165
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size   175682, 15800000 req, miss ratio 0.1595, byte miss ratio 0.1595
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size   351364, 15800000 req, miss ratio 0.1472, byte miss ratio 0.1472
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size   702729, 15800000 req, miss ratio 0.1313, byte miss ratio 0.1313
io_traces.ns361 S3FIFO-0.0050-0.9000 cache size  1405459, 15800000 req, miss ratio 0.1133, byte miss ratio 0.1133
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size     1756, 15800000 req, miss ratio 0.4782, byte miss ratio 0.4782
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size     5270, 15800000 req, miss ratio 0.3353, byte miss ratio 0.3353
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size    17568, 15800000 req, miss ratio 0.2486, byte miss ratio 0.2486
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size    52704, 15800000 req, miss ratio 0.1831, byte miss ratio 0.1831
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size   175682, 15800000 req, miss ratio 0.1436, byte miss ratio 0.1436
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size   351364, 15800000 req, miss ratio 0.1311, byte miss ratio 0.1311
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size   702729, 15800000 req, miss ratio 0.1244, byte miss ratio 0.1244
io_traces.ns361 S3FIFO-0.9900-1.9000 cache size  1405459, 15800000 req, miss ratio 0.1177, byte miss ratio 0.1177
io_traces.ns361 S3FIFO-0.4000-0.9000 cache size     1756, 15800000 req, miss ratio 0.3236, byte miss ratio 0.3236
io_traces.ns361 S3FIFO-0.4000-0.9000 cache size     5270, 15800000 req, miss ratio 0.2855, byte miss ratio 0.2855
io_traces.ns361 S3FIFO-0.4000-0.9000 cache size    17568, 15800000 req, miss ratio 0.2395, byte miss ratio 0.2395
