cdn1_allcolo.ns3057 S3FIFO-0.9000-0.9000 cache size        5, 8411074 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_allcolo.ns3057 S3FIFO-0.9000-0.9000 cache size       10, 8411074 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns3057 S3FIFO-0.9000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.5500-0.9000 cache size        5, 8411074 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns3057 S3FIFO-0.5500-0.9000 cache size       10, 8411074 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3057 S3FIFO-0.5500-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.3000-0.9000 cache size        5, 8411074 req, miss ratio 0.0320, byte miss ratio 0.0320
cdn1_allcolo.ns3057 S3FIFO-0.3000-0.9000 cache size       10, 8411074 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns3057 S3FIFO-0.3000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.2000-0.9000 cache size        5, 8411074 req, miss ratio 0.0320, byte miss ratio 0.0320
cdn1_allcolo.ns3057 S3FIFO-0.2000-0.9000 cache size       10, 8411074 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns3057 S3FIFO-0.2000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.1500-0.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.1500-0.9000 cache size       10, 8411074 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns3057 S3FIFO-0.1500-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.0250-1.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0250-1.9000 cache size       10, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0250-1.9000 cache size       20, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.5000-1.9000 cache size        5, 8411074 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns3057 S3FIFO-0.5000-1.9000 cache size       10, 8411074 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3057 S3FIFO-0.5000-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.1000-0.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.1000-0.9000 cache size       10, 8411074 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns3057 S3FIFO-0.1000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.9900-0.9000 cache size        5, 8411074 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_allcolo.ns3057 S3FIFO-0.9900-0.9000 cache size       10, 8411074 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns3057 S3FIFO-0.9900-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.9000-1.9000 cache size        5, 8411074 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_allcolo.ns3057 S3FIFO-0.9000-1.9000 cache size       10, 8411074 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns3057 S3FIFO-0.9000-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.7000-0.9000 cache size        5, 8411074 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns3057 S3FIFO-0.7000-0.9000 cache size       10, 8411074 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3057 S3FIFO-0.7000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.0050-1.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0050-1.9000 cache size       10, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0050-1.9000 cache size       20, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.2000-1.9000 cache size        5, 8411074 req, miss ratio 0.0320, byte miss ratio 0.0320
cdn1_allcolo.ns3057 S3FIFO-0.2000-1.9000 cache size       10, 8411074 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns3057 S3FIFO-0.2000-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.6000-1.9000 cache size        5, 8411074 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns3057 S3FIFO-0.6000-1.9000 cache size       10, 8411074 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns3057 S3FIFO-0.6000-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.4000-0.9000 cache size        5, 8411074 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns3057 S3FIFO-0.4000-0.9000 cache size       10, 8411074 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3057 S3FIFO-0.4000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-0.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-0.9000 cache size       10, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.9500-1.9000 cache size        5, 8411074 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_allcolo.ns3057 S3FIFO-0.9500-1.9000 cache size       10, 8411074 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns3057 S3FIFO-0.9500-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.7500-0.9000 cache size        5, 8411074 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns3057 S3FIFO-0.7500-0.9000 cache size       10, 8411074 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3057 S3FIFO-0.7500-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.0100-1.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0100-1.9000 cache size       10, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0100-1.9000 cache size       20, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.6500-1.9000 cache size        5, 8411074 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns3057 S3FIFO-0.6500-1.9000 cache size       10, 8411074 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns3057 S3FIFO-0.6500-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.5000-0.9000 cache size        5, 8411074 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns3057 S3FIFO-0.5000-0.9000 cache size       10, 8411074 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3057 S3FIFO-0.5000-0.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.4000-1.9000 cache size        5, 8411074 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns3057 S3FIFO-0.4000-1.9000 cache size       10, 8411074 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3057 S3FIFO-0.4000-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-1.9000 cache size        5, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-1.9000 cache size       10, 8411074 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3057 S3FIFO-0.0500-1.9000 cache size       20, 8411074 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns3057 S3FIFO-0.9900-1.9000 cache size        5, 8411074 req, miss ratio 0.0408, byte miss ratio 0.0408
