tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size     1221, 6256897 req, miss ratio 0.5692, byte miss ratio 0.5692
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size     3665, 6256897 req, miss ratio 0.4739, byte miss ratio 0.4739
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size    12216, 6256897 req, miss ratio 0.4345, byte miss ratio 0.4345
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size    36650, 6256897 req, miss ratio 0.3608, byte miss ratio 0.3608
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size   122166, 6256897 req, miss ratio 0.2506, byte miss ratio 0.2506
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size   244333, 6256897 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size   488666, 6256897 req, miss ratio 0.2030, byte miss ratio 0.2030
tencentBlock.ns15939 S3FIFO-0.3500-1.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size     1221, 6256897 req, miss ratio 0.6049, byte miss ratio 0.6049
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size     3665, 6256897 req, miss ratio 0.5231, byte miss ratio 0.5231
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size    12216, 6256897 req, miss ratio 0.4640, byte miss ratio 0.4640
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size    36650, 6256897 req, miss ratio 0.3856, byte miss ratio 0.3856
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size   122166, 6256897 req, miss ratio 0.2828, byte miss ratio 0.2828
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size   244333, 6256897 req, miss ratio 0.2273, byte miss ratio 0.2273
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size   488666, 6256897 req, miss ratio 0.2056, byte miss ratio 0.2056
tencentBlock.ns15939 S3FIFO-0.7500-0.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size     1221, 6256897 req, miss ratio 0.6000, byte miss ratio 0.6000
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size     3665, 6256897 req, miss ratio 0.5117, byte miss ratio 0.5117
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size    12216, 6256897 req, miss ratio 0.4630, byte miss ratio 0.4630
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size    36650, 6256897 req, miss ratio 0.3821, byte miss ratio 0.3821
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size   122166, 6256897 req, miss ratio 0.2772, byte miss ratio 0.2772
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size   244333, 6256897 req, miss ratio 0.2222, byte miss ratio 0.2222
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size   488666, 6256897 req, miss ratio 0.2042, byte miss ratio 0.2042
tencentBlock.ns15939 S3FIFO-0.7000-0.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size     1221, 6256897 req, miss ratio 0.5598, byte miss ratio 0.5598
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size     3665, 6256897 req, miss ratio 0.4880, byte miss ratio 0.4880
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size    12216, 6256897 req, miss ratio 0.4418, byte miss ratio 0.4418
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size    36650, 6256897 req, miss ratio 0.3404, byte miss ratio 0.3404
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size   122166, 6256897 req, miss ratio 0.2441, byte miss ratio 0.2441
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size   244333, 6256897 req, miss ratio 0.2182, byte miss ratio 0.2182
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size   488666, 6256897 req, miss ratio 0.2032, byte miss ratio 0.2032
tencentBlock.ns15939 S3FIFO-0.0050-0.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size     1221, 6256897 req, miss ratio 0.5708, byte miss ratio 0.5708
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size     3665, 6256897 req, miss ratio 0.4747, byte miss ratio 0.4747
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size    12216, 6256897 req, miss ratio 0.4365, byte miss ratio 0.4365
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size    36650, 6256897 req, miss ratio 0.3591, byte miss ratio 0.3591
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size   122166, 6256897 req, miss ratio 0.2491, byte miss ratio 0.2491
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size   244333, 6256897 req, miss ratio 0.2117, byte miss ratio 0.2117
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size   488666, 6256897 req, miss ratio 0.2030, byte miss ratio 0.2030
tencentBlock.ns15939 S3FIFO-0.3500-0.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size     1221, 6256897 req, miss ratio 0.5972, byte miss ratio 0.5972
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size     3665, 6256897 req, miss ratio 0.5018, byte miss ratio 0.5018
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size    12216, 6256897 req, miss ratio 0.4627, byte miss ratio 0.4627
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size    36650, 6256897 req, miss ratio 0.3833, byte miss ratio 0.3833
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size   122166, 6256897 req, miss ratio 0.2719, byte miss ratio 0.2719
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size   244333, 6256897 req, miss ratio 0.2205, byte miss ratio 0.2205
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size   488666, 6256897 req, miss ratio 0.2037, byte miss ratio 0.2037
tencentBlock.ns15939 S3FIFO-0.6500-1.9000 cache size   977333, 6256897 req, miss ratio 0.1975, byte miss ratio 0.1975
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size     1221, 6256897 req, miss ratio 0.6387, byte miss ratio 0.6387
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size     3665, 6256897 req, miss ratio 0.5532, byte miss ratio 0.5532
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size    12216, 6256897 req, miss ratio 0.4805, byte miss ratio 0.4805
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size    36650, 6256897 req, miss ratio 0.4008, byte miss ratio 0.4008
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size   122166, 6256897 req, miss ratio 0.2933, byte miss ratio 0.2933
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size   244333, 6256897 req, miss ratio 0.2421, byte miss ratio 0.2421
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size   488666, 6256897 req, miss ratio 0.2143, byte miss ratio 0.2143
tencentBlock.ns15939 S3FIFO-0.9000-0.9000 cache size   977333, 6256897 req, miss ratio 0.1999, byte miss ratio 0.1999
tencentBlock.ns15939 S3FIFO-0.9000-1.9000 cache size     1221, 6256897 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns15939 S3FIFO-0.9000-1.9000 cache size     3665, 6256897 req, miss ratio 0.5551, byte miss ratio 0.5551
tencentBlock.ns15939 S3FIFO-0.9000-1.9000 cache size    12216, 6256897 req, miss ratio 0.4829, byte miss ratio 0.4829
tencentBlock.ns15939 S3FIFO-0.9000-1.9000 cache size    36650, 6256897 req, miss ratio 0.4014, byte miss ratio 0.4014
tencentBlock.ns15939 S3FIFO-0.9000-1.9000 cache size   122166, 6256897 req, miss ratio 0.2913, byte miss ratio 0.2913
