cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size        5, 1958245 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size       16, 1958245 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size       54, 1958245 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size      164, 1958245 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size      547, 1958245 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size     1095, 1958245 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size     2191, 1958245 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns827 S3FIFO-0.0010-1.9000 cache size     4382, 1958245 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size        5, 1958245 req, miss ratio 0.9128, byte miss ratio 0.9128
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size       16, 1958245 req, miss ratio 0.8637, byte miss ratio 0.8637
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size       54, 1958245 req, miss ratio 0.7367, byte miss ratio 0.7367
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size      164, 1958245 req, miss ratio 0.4850, byte miss ratio 0.4850
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size      547, 1958245 req, miss ratio 0.1182, byte miss ratio 0.1182
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size     1095, 1958245 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size     2191, 1958245 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns827 S3FIFO-0.9900-0.9000 cache size     4382, 1958245 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size        5, 1958245 req, miss ratio 0.8783, byte miss ratio 0.8783
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size       16, 1958245 req, miss ratio 0.8063, byte miss ratio 0.8063
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size       54, 1958245 req, miss ratio 0.6670, byte miss ratio 0.6670
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size      164, 1958245 req, miss ratio 0.4251, byte miss ratio 0.4251
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size      547, 1958245 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size     1095, 1958245 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size     2191, 1958245 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns827 S3FIFO-0.4500-0.9000 cache size     4382, 1958245 req, miss ratio 0.0028, byte miss ratio 0.0028
