cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size     4786, 24499592 req, miss ratio 0.8362, byte miss ratio 0.8362
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size    14358, 24499592 req, miss ratio 0.7656, byte miss ratio 0.7656
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size    47860, 24499592 req, miss ratio 0.6615, byte miss ratio 0.6615
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size   143580, 24499592 req, miss ratio 0.5430, byte miss ratio 0.5430
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size   478601, 24499592 req, miss ratio 0.3989, byte miss ratio 0.3989
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size   957203, 24499592 req, miss ratio 0.3203, byte miss ratio 0.3203
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size  1914406, 24499592 req, miss ratio 0.2555, byte miss ratio 0.2555
cdn1_colo28.ns266 S3FIFO-0.4000-1.9000 cache size  3828812, 24499592 req, miss ratio 0.2168, byte miss ratio 0.2168
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size     4786, 24499592 req, miss ratio 0.8335, byte miss ratio 0.8335
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size    14358, 24499592 req, miss ratio 0.7535, byte miss ratio 0.7535
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size    47860, 24499592 req, miss ratio 0.6408, byte miss ratio 0.6408
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size   143580, 24499592 req, miss ratio 0.5168, byte miss ratio 0.5168
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size   478601, 24499592 req, miss ratio 0.3737, byte miss ratio 0.3737
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size   957203, 24499592 req, miss ratio 0.3016, byte miss ratio 0.3016
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size  1914406, 24499592 req, miss ratio 0.2466, byte miss ratio 0.2466
cdn1_colo28.ns266 S3FIFO-0.2000-0.9000 cache size  3828812, 24499592 req, miss ratio 0.2168, byte miss ratio 0.2168
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size     4786, 24499592 req, miss ratio 0.8639, byte miss ratio 0.8639
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size    14358, 24499592 req, miss ratio 0.8171, byte miss ratio 0.8171
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size    47860, 24499592 req, miss ratio 0.7318, byte miss ratio 0.7318
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size   143580, 24499592 req, miss ratio 0.6191, byte miss ratio 0.6191
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size   478601, 24499592 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size   957203, 24499592 req, miss ratio 0.3783, byte miss ratio 0.3783
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size  1914406, 24499592 req, miss ratio 0.2950, byte miss ratio 0.2950
cdn1_colo28.ns266 S3FIFO-0.9000-0.9000 cache size  3828812, 24499592 req, miss ratio 0.2426, byte miss ratio 0.2426
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size     4786, 24499592 req, miss ratio 0.8614, byte miss ratio 0.8614
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size    14358, 24499592 req, miss ratio 0.8130, byte miss ratio 0.8130
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size    47860, 24499592 req, miss ratio 0.7262, byte miss ratio 0.7262
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size   143580, 24499592 req, miss ratio 0.6127, byte miss ratio 0.6127
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size   478601, 24499592 req, miss ratio 0.4618, byte miss ratio 0.4618
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size   957203, 24499592 req, miss ratio 0.3707, byte miss ratio 0.3707
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size  1914406, 24499592 req, miss ratio 0.2893, byte miss ratio 0.2893
cdn1_colo28.ns266 S3FIFO-0.8500-1.9000 cache size  3828812, 24499592 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size     4786, 24499592 req, miss ratio 0.8604, byte miss ratio 0.8604
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size    14358, 24499592 req, miss ratio 0.8102, byte miss ratio 0.8102
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size    47860, 24499592 req, miss ratio 0.7217, byte miss ratio 0.7217
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size   143580, 24499592 req, miss ratio 0.6081, byte miss ratio 0.6081
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size   478601, 24499592 req, miss ratio 0.4596, byte miss ratio 0.4596
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size   957203, 24499592 req, miss ratio 0.3705, byte miss ratio 0.3705
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size  1914406, 24499592 req, miss ratio 0.2897, byte miss ratio 0.2897
cdn1_colo28.ns266 S3FIFO-0.8500-0.9000 cache size  3828812, 24499592 req, miss ratio 0.2384, byte miss ratio 0.2384
cdn1_colo28.ns266 S3FIFO-0.7000-1.9000 cache size     4786, 24499592 req, miss ratio 0.8513, byte miss ratio 0.8513
cdn1_colo28.ns266 S3FIFO-0.7000-1.9000 cache size    14358, 24499592 req, miss ratio 0.7941, byte miss ratio 0.7941
