cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size        9, 1687792 req, miss ratio 0.4804, byte miss ratio 0.4804
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size       29, 1687792 req, miss ratio 0.3643, byte miss ratio 0.3643
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size       97, 1687792 req, miss ratio 0.3041, byte miss ratio 0.3041
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size      293, 1687792 req, miss ratio 0.2113, byte miss ratio 0.2113
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size      978, 1687792 req, miss ratio 0.0623, byte miss ratio 0.0623
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size     1957, 1687792 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size     3915, 1687792 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns525 S3FIFO-0.2000-1.9000 cache size     7831, 1687792 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size        9, 1687792 req, miss ratio 0.4461, byte miss ratio 0.4461
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size       29, 1687792 req, miss ratio 0.3953, byte miss ratio 0.3953
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size       97, 1687792 req, miss ratio 0.3267, byte miss ratio 0.3267
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size      293, 1687792 req, miss ratio 0.2362, byte miss ratio 0.2362
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size      978, 1687792 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size     1957, 1687792 req, miss ratio 0.0364, byte miss ratio 0.0364
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size     3915, 1687792 req, miss ratio 0.0141, byte miss ratio 0.0141
cdn1_allcolo.ns525 S3FIFO-0.9000-0.9000 cache size     7831, 1687792 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size        9, 1687792 req, miss ratio 0.4804, byte miss ratio 0.4804
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size       29, 1687792 req, miss ratio 0.3656, byte miss ratio 0.3656
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size       97, 1687792 req, miss ratio 0.3030, byte miss ratio 0.3030
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size      293, 1687792 req, miss ratio 0.2095, byte miss ratio 0.2095
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size      978, 1687792 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size     1957, 1687792 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size     3915, 1687792 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_allcolo.ns525 S3FIFO-0.1500-0.9000 cache size     7831, 1687792 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size        9, 1687792 req, miss ratio 0.4449, byte miss ratio 0.4449
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size       29, 1687792 req, miss ratio 0.3924, byte miss ratio 0.3924
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size       97, 1687792 req, miss ratio 0.3240, byte miss ratio 0.3240
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size      293, 1687792 req, miss ratio 0.2344, byte miss ratio 0.2344
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size      978, 1687792 req, miss ratio 0.0922, byte miss ratio 0.0922
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size     1957, 1687792 req, miss ratio 0.0349, byte miss ratio 0.0349
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size     3915, 1687792 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns525 S3FIFO-0.8500-1.9000 cache size     7831, 1687792 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size        9, 1687792 req, miss ratio 0.4461, byte miss ratio 0.4461
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size       29, 1687792 req, miss ratio 0.3966, byte miss ratio 0.3966
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size       97, 1687792 req, miss ratio 0.3305, byte miss ratio 0.3305
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size      293, 1687792 req, miss ratio 0.2403, byte miss ratio 0.2403
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size      978, 1687792 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size     1957, 1687792 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size     3915, 1687792 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_allcolo.ns525 S3FIFO-0.9900-1.9000 cache size     7831, 1687792 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns525 S3FIFO-0.7500-1.9000 cache size        9, 1687792 req, miss ratio 0.4426, byte miss ratio 0.4426
cdn1_allcolo.ns525 S3FIFO-0.7500-1.9000 cache size       29, 1687792 req, miss ratio 0.3863, byte miss ratio 0.3863
cdn1_allcolo.ns525 S3FIFO-0.7500-1.9000 cache size       97, 1687792 req, miss ratio 0.3187, byte miss ratio 0.3187
cdn1_allcolo.ns525 S3FIFO-0.7500-1.9000 cache size      293, 1687792 req, miss ratio 0.2309, byte miss ratio 0.2309
cdn1_allcolo.ns525 S3FIFO-0.7500-1.9000 cache size      978, 1687792 req, miss ratio 0.0877, byte miss ratio 0.0877
