cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size      611, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size     1835, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size     6119, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size    18357, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size    61191, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size   122383, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size   244766, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.1000-0.9000 cache size   489532, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size      611, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size     1835, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size     6119, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size    18357, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size    61191, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size   122383, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size   244766, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-0.9000 cache size   489532, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size      611, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size     1835, 3600737 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size     6119, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size    18357, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size    61191, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_allcolo.ns479 S3FIFO-0.0100-1.9000 cache size   122383, 3600737 req, miss ratio 0.1699, byte miss ratio 0.1699
