cdn1_colo28.ns480 S3FIFO-0.0050-1.9000 cache size        7, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0050-1.9000 cache size       25, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0050-1.9000 cache size       50, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0050-1.9000 cache size      101, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0050-1.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.2000-1.9000 cache size        7, 1289797 req, miss ratio 0.4819, byte miss ratio 0.4819
cdn1_colo28.ns480 S3FIFO-0.2000-1.9000 cache size       25, 1289797 req, miss ratio 0.2011, byte miss ratio 0.2011
cdn1_colo28.ns480 S3FIFO-0.2000-1.9000 cache size       50, 1289797 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns480 S3FIFO-0.2000-1.9000 cache size      101, 1289797 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns480 S3FIFO-0.2000-1.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.0010-0.9000 cache size        7, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-0.9000 cache size       25, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-0.9000 cache size       50, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-0.9000 cache size      101, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-0.9000 cache size      202, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.4000-0.9000 cache size        7, 1289797 req, miss ratio 0.4795, byte miss ratio 0.4795
cdn1_colo28.ns480 S3FIFO-0.4000-0.9000 cache size       25, 1289797 req, miss ratio 0.2236, byte miss ratio 0.2236
cdn1_colo28.ns480 S3FIFO-0.4000-0.9000 cache size       50, 1289797 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_colo28.ns480 S3FIFO-0.4000-0.9000 cache size      101, 1289797 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns480 S3FIFO-0.4000-0.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.3500-0.9000 cache size        7, 1289797 req, miss ratio 0.4795, byte miss ratio 0.4795
cdn1_colo28.ns480 S3FIFO-0.3500-0.9000 cache size       25, 1289797 req, miss ratio 0.2153, byte miss ratio 0.2153
cdn1_colo28.ns480 S3FIFO-0.3500-0.9000 cache size       50, 1289797 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_colo28.ns480 S3FIFO-0.3500-0.9000 cache size      101, 1289797 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns480 S3FIFO-0.3500-0.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.4500-1.9000 cache size        7, 1289797 req, miss ratio 0.4752, byte miss ratio 0.4752
cdn1_colo28.ns480 S3FIFO-0.4500-1.9000 cache size       25, 1289797 req, miss ratio 0.2270, byte miss ratio 0.2270
cdn1_colo28.ns480 S3FIFO-0.4500-1.9000 cache size       50, 1289797 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_colo28.ns480 S3FIFO-0.4500-1.9000 cache size      101, 1289797 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns480 S3FIFO-0.4500-1.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.4500-0.9000 cache size        7, 1289797 req, miss ratio 0.4753, byte miss ratio 0.4753
cdn1_colo28.ns480 S3FIFO-0.4500-0.9000 cache size       25, 1289797 req, miss ratio 0.2270, byte miss ratio 0.2270
cdn1_colo28.ns480 S3FIFO-0.4500-0.9000 cache size       50, 1289797 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_colo28.ns480 S3FIFO-0.4500-0.9000 cache size      101, 1289797 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns480 S3FIFO-0.4500-0.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.0500-1.9000 cache size        7, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0500-1.9000 cache size       25, 1289797 req, miss ratio 0.1865, byte miss ratio 0.1865
cdn1_colo28.ns480 S3FIFO-0.0500-1.9000 cache size       50, 1289797 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns480 S3FIFO-0.0500-1.9000 cache size      101, 1289797 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns480 S3FIFO-0.0500-1.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.0010-1.9000 cache size        7, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-1.9000 cache size       25, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-1.9000 cache size       50, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-1.9000 cache size      101, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0010-1.9000 cache size      202, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.8000-1.9000 cache size        7, 1289797 req, miss ratio 0.4684, byte miss ratio 0.4684
cdn1_colo28.ns480 S3FIFO-0.8000-1.9000 cache size       25, 1289797 req, miss ratio 0.2365, byte miss ratio 0.2365
cdn1_colo28.ns480 S3FIFO-0.8000-1.9000 cache size       50, 1289797 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_colo28.ns480 S3FIFO-0.8000-1.9000 cache size      101, 1289797 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns480 S3FIFO-0.8000-1.9000 cache size      202, 1289797 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns480 S3FIFO-0.0100-0.9000 cache size        7, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0100-0.9000 cache size       25, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0100-0.9000 cache size       50, 1289797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns480 S3FIFO-0.0100-0.9000 cache size      101, 1289797 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns480 S3FIFO-0.0100-0.9000 cache size      202, 1289797 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns480 S3FIFO-0.1500-1.9000 cache size        7, 1289797 req, miss ratio 0.4819, byte miss ratio 0.4819
