cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size      962, 11905040 req, miss ratio 0.5793, byte miss ratio 0.5793
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size     2887, 11905040 req, miss ratio 0.4218, byte miss ratio 0.4218
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size     9624, 11905040 req, miss ratio 0.2677, byte miss ratio 0.2677
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size    28873, 11905040 req, miss ratio 0.1646, byte miss ratio 0.1646
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size    96243, 11905040 req, miss ratio 0.1126, byte miss ratio 0.1126
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size   192487, 11905040 req, miss ratio 0.0958, byte miss ratio 0.0958
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size   384975, 11905040 req, miss ratio 0.0862, byte miss ratio 0.0862
cdn1_colo28.ns168 S3FIFO-0.0100-0.9000 cache size   769951, 11905040 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size      962, 11905040 req, miss ratio 0.6082, byte miss ratio 0.6082
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size     2887, 11905040 req, miss ratio 0.4883, byte miss ratio 0.4883
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size     9624, 11905040 req, miss ratio 0.3501, byte miss ratio 0.3501
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size    28873, 11905040 req, miss ratio 0.2351, byte miss ratio 0.2351
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size    96243, 11905040 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size   192487, 11905040 req, miss ratio 0.1174, byte miss ratio 0.1174
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size   384975, 11905040 req, miss ratio 0.0960, byte miss ratio 0.0960
cdn1_colo28.ns168 S3FIFO-0.9500-0.9000 cache size   769951, 11905040 req, miss ratio 0.0840, byte miss ratio 0.0840
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size      962, 11905040 req, miss ratio 0.5553, byte miss ratio 0.5553
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size     2887, 11905040 req, miss ratio 0.4287, byte miss ratio 0.4287
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size     9624, 11905040 req, miss ratio 0.2925, byte miss ratio 0.2925
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size    28873, 11905040 req, miss ratio 0.1894, byte miss ratio 0.1894
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size    96243, 11905040 req, miss ratio 0.1221, byte miss ratio 0.1221
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size   192487, 11905040 req, miss ratio 0.1009, byte miss ratio 0.1009
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size   384975, 11905040 req, miss ratio 0.0870, byte miss ratio 0.0870
cdn1_colo28.ns168 S3FIFO-0.5000-0.9000 cache size   769951, 11905040 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size      962, 11905040 req, miss ratio 0.5721, byte miss ratio 0.5721
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size     2887, 11905040 req, miss ratio 0.4510, byte miss ratio 0.4510
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size     9624, 11905040 req, miss ratio 0.3153, byte miss ratio 0.3153
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size    28873, 11905040 req, miss ratio 0.2069, byte miss ratio 0.2069
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size    96243, 11905040 req, miss ratio 0.1312, byte miss ratio 0.1312
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size   192487, 11905040 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size   384975, 11905040 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_colo28.ns168 S3FIFO-0.7000-0.9000 cache size   769951, 11905040 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_colo28.ns168 S3FIFO-0.2000-1.9000 cache size      962, 11905040 req, miss ratio 0.5448, byte miss ratio 0.5448
cdn1_colo28.ns168 S3FIFO-0.2000-1.9000 cache size     2887, 11905040 req, miss ratio 0.4093, byte miss ratio 0.4093
cdn1_colo28.ns168 S3FIFO-0.2000-1.9000 cache size     9624, 11905040 req, miss ratio 0.2687, byte miss ratio 0.2687
cdn1_colo28.ns168 S3FIFO-0.2000-1.9000 cache size    28873, 11905040 req, miss ratio 0.1706, byte miss ratio 0.1706
