cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size     1073, 7945767 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size     3220, 7945767 req, miss ratio 0.1354, byte miss ratio 0.1354
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size    10735, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size   107357, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size   214715, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size   429431, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.2000-0.9000 cache size   858862, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size     1073, 7945767 req, miss ratio 0.1360, byte miss ratio 0.1360
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size     3220, 7945767 req, miss ratio 0.1356, byte miss ratio 0.1356
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size    10735, 7945767 req, miss ratio 0.1354, byte miss ratio 0.1354
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size   107357, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size   214715, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size   429431, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.9500-1.9000 cache size   858862, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size     1073, 7945767 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size     3220, 7945767 req, miss ratio 0.1354, byte miss ratio 0.1354
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size    10735, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size   107357, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size   214715, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size   429431, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.3000-0.9000 cache size   858862, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size     1073, 7945767 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size     3220, 7945767 req, miss ratio 0.1354, byte miss ratio 0.1354
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size    10735, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size   107357, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size   214715, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size   429431, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.6000-1.9000 cache size   858862, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size     1073, 7945767 req, miss ratio 0.1356, byte miss ratio 0.1356
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size     3220, 7945767 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size    10735, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size   107357, 7945767 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size   214715, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size   429431, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.0500-1.9000 cache size   858862, 7945767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns1594 S3FIFO-0.5000-0.9000 cache size     1073, 7945767 req, miss ratio 0.1355, byte miss ratio 0.1355
cdn1_colo28.ns1594 S3FIFO-0.5000-0.9000 cache size     3220, 7945767 req, miss ratio 0.1354, byte miss ratio 0.1354
cdn1_colo28.ns1594 S3FIFO-0.5000-0.9000 cache size    10735, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1594 S3FIFO-0.5000-0.9000 cache size    32207, 7945767 req, miss ratio 0.1353, byte miss ratio 0.1353
