cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size      181, 4342334 req, miss ratio 0.7997, byte miss ratio 0.7997
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size      543, 4342334 req, miss ratio 0.6952, byte miss ratio 0.6952
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size     1810, 4342334 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size     5431, 4342334 req, miss ratio 0.3956, byte miss ratio 0.3956
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size    18106, 4342334 req, miss ratio 0.2177, byte miss ratio 0.2177
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size    36212, 4342334 req, miss ratio 0.1322, byte miss ratio 0.1322
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size    72424, 4342334 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_allcolo.ns1363 S3FIFO-0.6500-0.9000 cache size   144848, 4342334 req, miss ratio 0.0442, byte miss ratio 0.0442
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size      181, 4342334 req, miss ratio 0.8585, byte miss ratio 0.8585
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size      543, 4342334 req, miss ratio 0.7650, byte miss ratio 0.7650
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size     1810, 4342334 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size     5431, 4342334 req, miss ratio 0.4487, byte miss ratio 0.4487
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size    18106, 4342334 req, miss ratio 0.2510, byte miss ratio 0.2510
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size    36212, 4342334 req, miss ratio 0.1542, byte miss ratio 0.1542
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size    72424, 4342334 req, miss ratio 0.0856, byte miss ratio 0.0856
cdn1_allcolo.ns1363 S3FIFO-0.9500-0.9000 cache size   144848, 4342334 req, miss ratio 0.0496, byte miss ratio 0.0496
