cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size       46, 8903915 req, miss ratio 0.8407, byte miss ratio 0.8407
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size      139, 8903915 req, miss ratio 0.7441, byte miss ratio 0.7441
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size      466, 8903915 req, miss ratio 0.5602, byte miss ratio 0.5602
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size     1398, 8903915 req, miss ratio 0.3073, byte miss ratio 0.3073
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size     4661, 8903915 req, miss ratio 0.0866, byte miss ratio 0.0866
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size     9322, 8903915 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size    18645, 8903915 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns2580 S3FIFO-0.1000-0.9000 cache size    37291, 8903915 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size       46, 8903915 req, miss ratio 0.8596, byte miss ratio 0.8596
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size      139, 8903915 req, miss ratio 0.7678, byte miss ratio 0.7678
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size      466, 8903915 req, miss ratio 0.5968, byte miss ratio 0.5968
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size     1398, 8903915 req, miss ratio 0.3491, byte miss ratio 0.3491
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size     4661, 8903915 req, miss ratio 0.1026, byte miss ratio 0.1026
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size     9322, 8903915 req, miss ratio 0.0472, byte miss ratio 0.0472
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size    18645, 8903915 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns2580 S3FIFO-0.3500-0.9000 cache size    37291, 8903915 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size       46, 8903915 req, miss ratio 0.8882, byte miss ratio 0.8882
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size      139, 8903915 req, miss ratio 0.8030, byte miss ratio 0.8030
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size      466, 8903915 req, miss ratio 0.6445, byte miss ratio 0.6445
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size     1398, 8903915 req, miss ratio 0.3982, byte miss ratio 0.3982
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size     4661, 8903915 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size     9322, 8903915 req, miss ratio 0.0556, byte miss ratio 0.0556
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size    18645, 8903915 req, miss ratio 0.0212, byte miss ratio 0.0212
cdn1_allcolo.ns2580 S3FIFO-0.6500-0.9000 cache size    37291, 8903915 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size       46, 8903915 req, miss ratio 0.9028, byte miss ratio 0.9028
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size      139, 8903915 req, miss ratio 0.8200, byte miss ratio 0.8200
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size      466, 8903915 req, miss ratio 0.6617, byte miss ratio 0.6617
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size     1398, 8903915 req, miss ratio 0.4042, byte miss ratio 0.4042
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size     4661, 8903915 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size     9322, 8903915 req, miss ratio 0.0565, byte miss ratio 0.0565
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size    18645, 8903915 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_allcolo.ns2580 S3FIFO-0.7000-1.9000 cache size    37291, 8903915 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size       46, 8903915 req, miss ratio 0.8379, byte miss ratio 0.8379
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size      139, 8903915 req, miss ratio 0.7398, byte miss ratio 0.7398
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size      466, 8903915 req, miss ratio 0.5534, byte miss ratio 0.5534
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size     1398, 8903915 req, miss ratio 0.2992, byte miss ratio 0.2992
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size     4661, 8903915 req, miss ratio 0.0839, byte miss ratio 0.0839
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size     9322, 8903915 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size    18645, 8903915 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns2580 S3FIFO-0.0500-0.9000 cache size    37291, 8903915 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size       46, 8903915 req, miss ratio 0.9025, byte miss ratio 0.9025
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size      139, 8903915 req, miss ratio 0.8190, byte miss ratio 0.8190
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size      466, 8903915 req, miss ratio 0.6616, byte miss ratio 0.6616
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size     1398, 8903915 req, miss ratio 0.4142, byte miss ratio 0.4142
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size     4661, 8903915 req, miss ratio 0.1352, byte miss ratio 0.1352
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size     9322, 8903915 req, miss ratio 0.0594, byte miss ratio 0.0594
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size    18645, 8903915 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns2580 S3FIFO-0.7500-0.9000 cache size    37291, 8903915 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size       46, 8903915 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size      139, 8903915 req, miss ratio 0.7469, byte miss ratio 0.7469
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size      466, 8903915 req, miss ratio 0.5654, byte miss ratio 0.5654
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size     1398, 8903915 req, miss ratio 0.3061, byte miss ratio 0.3061
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size     4661, 8903915 req, miss ratio 0.0858, byte miss ratio 0.0858
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size     9322, 8903915 req, miss ratio 0.0416, byte miss ratio 0.0416
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size    18645, 8903915 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_allcolo.ns2580 S3FIFO-0.0100-1.9000 cache size    37291, 8903915 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size       46, 8903915 req, miss ratio 0.8659, byte miss ratio 0.8659
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size      139, 8903915 req, miss ratio 0.7769, byte miss ratio 0.7769
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size      466, 8903915 req, miss ratio 0.6115, byte miss ratio 0.6115
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size     1398, 8903915 req, miss ratio 0.3557, byte miss ratio 0.3557
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size     4661, 8903915 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size     9322, 8903915 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size    18645, 8903915 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns2580 S3FIFO-0.3500-1.9000 cache size    37291, 8903915 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size       46, 8903915 req, miss ratio 0.9086, byte miss ratio 0.9086
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size      139, 8903915 req, miss ratio 0.8281, byte miss ratio 0.8281
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size      466, 8903915 req, miss ratio 0.6688, byte miss ratio 0.6688
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size     1398, 8903915 req, miss ratio 0.4109, byte miss ratio 0.4109
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size     4661, 8903915 req, miss ratio 0.1311, byte miss ratio 0.1311
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size     9322, 8903915 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size    18645, 8903915 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns2580 S3FIFO-0.7500-1.9000 cache size    37291, 8903915 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size       46, 8903915 req, miss ratio 0.8672, byte miss ratio 0.8672
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size      139, 8903915 req, miss ratio 0.7784, byte miss ratio 0.7784
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size      466, 8903915 req, miss ratio 0.6121, byte miss ratio 0.6121
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size     1398, 8903915 req, miss ratio 0.3658, byte miss ratio 0.3658
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size     4661, 8903915 req, miss ratio 0.1101, byte miss ratio 0.1101
cdn1_allcolo.ns2580 S3FIFO-0.4500-0.9000 cache size     9322, 8903915 req, miss ratio 0.0496, byte miss ratio 0.0496
