tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size       74, 3155641 req, miss ratio 0.3624, byte miss ratio 0.3624
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size      224, 3155641 req, miss ratio 0.2267, byte miss ratio 0.2267
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size      749, 3155641 req, miss ratio 0.1802, byte miss ratio 0.1802
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size     2248, 3155641 req, miss ratio 0.1640, byte miss ratio 0.1640
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size     7493, 3155641 req, miss ratio 0.1479, byte miss ratio 0.1479
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size    14987, 3155641 req, miss ratio 0.1440, byte miss ratio 0.1440
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size    29975, 3155641 req, miss ratio 0.1006, byte miss ratio 0.1006
tencentBlock.ns11192 S3FIFO-0.9000-0.9000 cache size    59950, 3155641 req, miss ratio 0.0405, byte miss ratio 0.0405
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size       74, 3155641 req, miss ratio 0.2518, byte miss ratio 0.2518
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size      224, 3155641 req, miss ratio 0.1907, byte miss ratio 0.1907
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size      749, 3155641 req, miss ratio 0.1609, byte miss ratio 0.1609
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size     2248, 3155641 req, miss ratio 0.1460, byte miss ratio 0.1460
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size     7493, 3155641 req, miss ratio 0.1390, byte miss ratio 0.1390
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size    14987, 3155641 req, miss ratio 0.1392, byte miss ratio 0.1392
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size    29975, 3155641 req, miss ratio 0.1166, byte miss ratio 0.1166
tencentBlock.ns11192 S3FIFO-0.2500-1.9000 cache size    59950, 3155641 req, miss ratio 0.0345, byte miss ratio 0.0345
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size       74, 3155641 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size      224, 3155641 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size      749, 3155641 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size     2248, 3155641 req, miss ratio 0.1606, byte miss ratio 0.1606
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size     7493, 3155641 req, miss ratio 0.1383, byte miss ratio 0.1383
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size    14987, 3155641 req, miss ratio 0.1356, byte miss ratio 0.1356
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size    29975, 3155641 req, miss ratio 0.0923, byte miss ratio 0.0923
tencentBlock.ns11192 S3FIFO-0.0010-1.9000 cache size    59950, 3155641 req, miss ratio 0.0308, byte miss ratio 0.0308
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size       74, 3155641 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size      224, 3155641 req, miss ratio 0.2018, byte miss ratio 0.2018
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size      749, 3155641 req, miss ratio 0.1735, byte miss ratio 0.1735
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size     2248, 3155641 req, miss ratio 0.1497, byte miss ratio 0.1497
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size     7493, 3155641 req, miss ratio 0.1347, byte miss ratio 0.1347
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size    14987, 3155641 req, miss ratio 0.1257, byte miss ratio 0.1257
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size    29975, 3155641 req, miss ratio 0.0922, byte miss ratio 0.0922
tencentBlock.ns11192 S3FIFO-0.0100-0.9000 cache size    59950, 3155641 req, miss ratio 0.0309, byte miss ratio 0.0309
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size       74, 3155641 req, miss ratio 0.2440, byte miss ratio 0.2440
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size      224, 3155641 req, miss ratio 0.1956, byte miss ratio 0.1956
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size      749, 3155641 req, miss ratio 0.1633, byte miss ratio 0.1633
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size     2248, 3155641 req, miss ratio 0.1461, byte miss ratio 0.1461
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size     7493, 3155641 req, miss ratio 0.1350, byte miss ratio 0.1350
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size    14987, 3155641 req, miss ratio 0.1259, byte miss ratio 0.1259
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size    29975, 3155641 req, miss ratio 0.0941, byte miss ratio 0.0941
tencentBlock.ns11192 S3FIFO-0.0500-0.9000 cache size    59950, 3155641 req, miss ratio 0.0319, byte miss ratio 0.0319
tencentBlock.ns11192 S3FIFO-0.0250-0.9000 cache size       74, 3155641 req, miss ratio 0.2438, byte miss ratio 0.2438
tencentBlock.ns11192 S3FIFO-0.0250-0.9000 cache size      224, 3155641 req, miss ratio 0.2003, byte miss ratio 0.2003
tencentBlock.ns11192 S3FIFO-0.0250-0.9000 cache size      749, 3155641 req, miss ratio 0.1682, byte miss ratio 0.1682
