cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size      396, 2320061 req, miss ratio 0.2027, byte miss ratio 0.2027
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size     1188, 2320061 req, miss ratio 0.1926, byte miss ratio 0.1926
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size     3961, 2320061 req, miss ratio 0.1836, byte miss ratio 0.1836
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size    11885, 2320061 req, miss ratio 0.1788, byte miss ratio 0.1788
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.2500-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size      396, 2320061 req, miss ratio 0.2030, byte miss ratio 0.2030
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size     1188, 2320061 req, miss ratio 0.1929, byte miss ratio 0.1929
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size     3961, 2320061 req, miss ratio 0.1839, byte miss ratio 0.1839
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size    11885, 2320061 req, miss ratio 0.1789, byte miss ratio 0.1789
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.3000-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size      396, 2320061 req, miss ratio 0.2125, byte miss ratio 0.2125
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size     1188, 2320061 req, miss ratio 0.2029, byte miss ratio 0.2029
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size     3961, 2320061 req, miss ratio 0.1926, byte miss ratio 0.1926
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size    11885, 2320061 req, miss ratio 0.1841, byte miss ratio 0.1841
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size    39619, 2320061 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size    79239, 2320061 req, miss ratio 0.1739, byte miss ratio 0.1739
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.8500-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size      396, 2320061 req, miss ratio 0.2110, byte miss ratio 0.2110
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size     1188, 2320061 req, miss ratio 0.2013, byte miss ratio 0.2013
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size     3961, 2320061 req, miss ratio 0.1911, byte miss ratio 0.1911
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size    11885, 2320061 req, miss ratio 0.1827, byte miss ratio 0.1827
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size    39619, 2320061 req, miss ratio 0.1761, byte miss ratio 0.1761
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.8000-1.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size      396, 2320061 req, miss ratio 0.2064, byte miss ratio 0.2064
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size     1188, 2320061 req, miss ratio 0.1964, byte miss ratio 0.1964
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size     3961, 2320061 req, miss ratio 0.1869, byte miss ratio 0.1869
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size    11885, 2320061 req, miss ratio 0.1798, byte miss ratio 0.1798
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.6000-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size      396, 2320061 req, miss ratio 0.2024, byte miss ratio 0.2024
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size     1188, 2320061 req, miss ratio 0.1923, byte miss ratio 0.1923
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size     3961, 2320061 req, miss ratio 0.1834, byte miss ratio 0.1834
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size    11885, 2320061 req, miss ratio 0.1787, byte miss ratio 0.1787
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.2000-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size      396, 2320061 req, miss ratio 0.2049, byte miss ratio 0.2049
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size     1188, 2320061 req, miss ratio 0.1949, byte miss ratio 0.1949
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size     3961, 2320061 req, miss ratio 0.1853, byte miss ratio 0.1853
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size    11885, 2320061 req, miss ratio 0.1790, byte miss ratio 0.1790
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size    39619, 2320061 req, miss ratio 0.1751, byte miss ratio 0.1751
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.5000-1.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size      396, 2320061 req, miss ratio 0.2044, byte miss ratio 0.2044
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size     1188, 2320061 req, miss ratio 0.1944, byte miss ratio 0.1944
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size     3961, 2320061 req, miss ratio 0.1850, byte miss ratio 0.1850
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size    11885, 2320061 req, miss ratio 0.1792, byte miss ratio 0.1792
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.4500-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size      396, 2320061 req, miss ratio 0.2029, byte miss ratio 0.2029
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size     1188, 2320061 req, miss ratio 0.1924, byte miss ratio 0.1924
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size     3961, 2320061 req, miss ratio 0.1832, byte miss ratio 0.1832
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size    11885, 2320061 req, miss ratio 0.1786, byte miss ratio 0.1786
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size    39619, 2320061 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size    79239, 2320061 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size   158478, 2320061 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns1095 S3FIFO-0.0250-0.9000 cache size   316956, 2320061 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns1095 S3FIFO-0.6000-1.9000 cache size      396, 2320061 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_allcolo.ns1095 S3FIFO-0.6000-1.9000 cache size     1188, 2320061 req, miss ratio 0.1964, byte miss ratio 0.1964
