cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size        8, 1316844 req, miss ratio 0.5831, byte miss ratio 0.5831
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size       27, 1316844 req, miss ratio 0.3029, byte miss ratio 0.3029
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size       83, 1316844 req, miss ratio 0.1107, byte miss ratio 0.1107
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size      279, 1316844 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size      559, 1316844 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size     1118, 1316844 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns2090 S3FIFO-0.2500-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size        8, 1316844 req, miss ratio 0.6229, byte miss ratio 0.6229
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size       27, 1316844 req, miss ratio 0.3610, byte miss ratio 0.3610
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size       83, 1316844 req, miss ratio 0.1357, byte miss ratio 0.1357
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size      279, 1316844 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size      559, 1316844 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size     1118, 1316844 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns2090 S3FIFO-0.6000-0.9000 cache size     2236, 1316844 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size        8, 1316844 req, miss ratio 0.6024, byte miss ratio 0.6024
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size       27, 1316844 req, miss ratio 0.3379, byte miss ratio 0.3379
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size       83, 1316844 req, miss ratio 0.1246, byte miss ratio 0.1246
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size      279, 1316844 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size      559, 1316844 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size     1118, 1316844 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns2090 S3FIFO-0.4500-0.9000 cache size     2236, 1316844 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size        8, 1316844 req, miss ratio 0.6811, byte miss ratio 0.6811
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size       27, 1316844 req, miss ratio 0.4161, byte miss ratio 0.4161
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size       83, 1316844 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size      279, 1316844 req, miss ratio 0.0419, byte miss ratio 0.0419
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size      559, 1316844 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size     1118, 1316844 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns2090 S3FIFO-0.9900-0.9000 cache size     2236, 1316844 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size        8, 1316844 req, miss ratio 0.5630, byte miss ratio 0.5630
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size       27, 1316844 req, miss ratio 0.2973, byte miss ratio 0.2973
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size       83, 1316844 req, miss ratio 0.1076, byte miss ratio 0.1076
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size      279, 1316844 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size      559, 1316844 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size     1118, 1316844 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2090 S3FIFO-0.2000-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size        8, 1316844 req, miss ratio 0.5831, byte miss ratio 0.5831
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size       27, 1316844 req, miss ratio 0.3204, byte miss ratio 0.3204
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size       83, 1316844 req, miss ratio 0.1179, byte miss ratio 0.1179
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size      279, 1316844 req, miss ratio 0.0266, byte miss ratio 0.0266
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size      559, 1316844 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size     1118, 1316844 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns2090 S3FIFO-0.3500-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size        8, 1316844 req, miss ratio 0.5630, byte miss ratio 0.5630
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size       27, 1316844 req, miss ratio 0.2922, byte miss ratio 0.2922
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size       83, 1316844 req, miss ratio 0.1048, byte miss ratio 0.1048
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size      279, 1316844 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size      559, 1316844 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size     1118, 1316844 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2090 S3FIFO-0.1500-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size        8, 1316844 req, miss ratio 0.6155, byte miss ratio 0.6155
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size       27, 1316844 req, miss ratio 0.3340, byte miss ratio 0.3340
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size       83, 1316844 req, miss ratio 0.1215, byte miss ratio 0.1215
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size      279, 1316844 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size      559, 1316844 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size     1118, 1316844 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns2090 S3FIFO-0.4000-1.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size        8, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size       27, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size       83, 1316844 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size      279, 1316844 req, miss ratio 0.0221, byte miss ratio 0.0221
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size      559, 1316844 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size     1118, 1316844 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns2090 S3FIFO-0.0250-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size        8, 1316844 req, miss ratio 0.5831, byte miss ratio 0.5831
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size       27, 1316844 req, miss ratio 0.3145, byte miss ratio 0.3145
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size       83, 1316844 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size      279, 1316844 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size      559, 1316844 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size     1118, 1316844 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns2090 S3FIFO-0.3000-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size        8, 1316844 req, miss ratio 0.6453, byte miss ratio 0.6453
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size       27, 1316844 req, miss ratio 0.3669, byte miss ratio 0.3669
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size       83, 1316844 req, miss ratio 0.1396, byte miss ratio 0.1396
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size      279, 1316844 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size      559, 1316844 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size     1118, 1316844 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2090 S3FIFO-0.6500-0.9000 cache size     2236, 1316844 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size        8, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size       27, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size       83, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size      279, 1316844 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size      559, 1316844 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size     1118, 1316844 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns2090 S3FIFO-0.0100-1.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size        8, 1316844 req, miss ratio 0.5783, byte miss ratio 0.5783
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size       27, 1316844 req, miss ratio 0.3086, byte miss ratio 0.3086
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size       83, 1316844 req, miss ratio 0.1099, byte miss ratio 0.1099
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size      279, 1316844 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size      559, 1316844 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size     1118, 1316844 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2090 S3FIFO-0.2000-1.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size        8, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size       27, 1316844 req, miss ratio 0.2821, byte miss ratio 0.2821
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size       83, 1316844 req, miss ratio 0.1017, byte miss ratio 0.1017
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size      279, 1316844 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size      559, 1316844 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size     1118, 1316844 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns2090 S3FIFO-0.1000-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size        8, 1316844 req, miss ratio 0.5783, byte miss ratio 0.5783
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size       27, 1316844 req, miss ratio 0.3038, byte miss ratio 0.3038
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size       83, 1316844 req, miss ratio 0.1074, byte miss ratio 0.1074
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size      279, 1316844 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size      559, 1316844 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size     1118, 1316844 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2090 S3FIFO-0.1500-1.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size        8, 1316844 req, miss ratio 0.6811, byte miss ratio 0.6811
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size       27, 1316844 req, miss ratio 0.4076, byte miss ratio 0.4076
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size       83, 1316844 req, miss ratio 0.1629, byte miss ratio 0.1629
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size      279, 1316844 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size      559, 1316844 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size     1118, 1316844 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns2090 S3FIFO-0.9000-0.9000 cache size     2236, 1316844 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size        8, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size       27, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size       83, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size      279, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size      559, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size     1118, 1316844 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2090 S3FIFO-0.0010-0.9000 cache size     2236, 1316844 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2090 S3FIFO-0.0050-1.9000 cache size        8, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0050-1.9000 cache size       27, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2090 S3FIFO-0.0050-1.9000 cache size       83, 1316844 req, miss ratio 1.0000, byte miss ratio 1.0000
