cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size        6, 1864864 req, miss ratio 0.0889, byte miss ratio 0.0889
cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size       19, 1864864 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size       64, 1864864 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size      128, 1864864 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.7000-0.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size        6, 1864864 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size       19, 1864864 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size       64, 1864864 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size      128, 1864864 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.1500-1.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size        6, 1864864 req, miss ratio 0.0747, byte miss ratio 0.0747
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size       19, 1864864 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size       64, 1864864 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size      128, 1864864 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.3500-1.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size        6, 1864864 req, miss ratio 0.0810, byte miss ratio 0.0810
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size       19, 1864864 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size       64, 1864864 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size      128, 1864864 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.6000-1.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size        6, 1864864 req, miss ratio 0.0809, byte miss ratio 0.0809
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size       19, 1864864 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size       64, 1864864 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size      128, 1864864 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.5500-0.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size        6, 1864864 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size       19, 1864864 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size       64, 1864864 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size      128, 1864864 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.0050-1.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size        6, 1864864 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size       19, 1864864 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size       64, 1864864 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size      128, 1864864 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size      256, 1864864 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1921 S3FIFO-0.2500-1.9000 cache size      512, 1864864 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1921 S3FIFO-0.7500-0.9000 cache size        6, 1864864 req, miss ratio 0.0889, byte miss ratio 0.0889
cdn1_allcolo.ns1921 S3FIFO-0.7500-0.9000 cache size       19, 1864864 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns1921 S3FIFO-0.7500-0.9000 cache size       64, 1864864 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1921 S3FIFO-0.7500-0.9000 cache size      128, 1864864 req, miss ratio 0.0008, byte miss ratio 0.0008
