tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size     1259, 24597750 req, miss ratio 0.7808, byte miss ratio 0.7808
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size     3777, 24597750 req, miss ratio 0.4375, byte miss ratio 0.4375
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size    12592, 24597750 req, miss ratio 0.1571, byte miss ratio 0.1571
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size    37777, 24597750 req, miss ratio 0.1029, byte miss ratio 0.1029
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size   125926, 24597750 req, miss ratio 0.0748, byte miss ratio 0.0748
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size   251853, 24597750 req, miss ratio 0.0670, byte miss ratio 0.0670
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size   503706, 24597750 req, miss ratio 0.0536, byte miss ratio 0.0536
tencentBlock.ns23429 S3FIFO-0.5000-1.9000 cache size  1007412, 24597750 req, miss ratio 0.0514, byte miss ratio 0.0514
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size     1259, 24597750 req, miss ratio 0.6150, byte miss ratio 0.6150
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size     3777, 24597750 req, miss ratio 0.3536, byte miss ratio 0.3536
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size    12592, 24597750 req, miss ratio 0.1669, byte miss ratio 0.1669
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size    37777, 24597750 req, miss ratio 0.1224, byte miss ratio 0.1224
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size   125926, 24597750 req, miss ratio 0.0901, byte miss ratio 0.0901
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size   251853, 24597750 req, miss ratio 0.0733, byte miss ratio 0.0733
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size   503706, 24597750 req, miss ratio 0.0565, byte miss ratio 0.0565
tencentBlock.ns23429 S3FIFO-0.0100-0.9000 cache size  1007412, 24597750 req, miss ratio 0.0513, byte miss ratio 0.0513
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size     1259, 24597750 req, miss ratio 0.7188, byte miss ratio 0.7188
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size     3777, 24597750 req, miss ratio 0.3895, byte miss ratio 0.3895
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size    12592, 24597750 req, miss ratio 0.1552, byte miss ratio 0.1552
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size    37777, 24597750 req, miss ratio 0.1056, byte miss ratio 0.1056
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size   125926, 24597750 req, miss ratio 0.0748, byte miss ratio 0.0748
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size   251853, 24597750 req, miss ratio 0.0593, byte miss ratio 0.0593
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size   503706, 24597750 req, miss ratio 0.0527, byte miss ratio 0.0527
tencentBlock.ns23429 S3FIFO-0.2000-1.9000 cache size  1007412, 24597750 req, miss ratio 0.0513, byte miss ratio 0.0513
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size     1259, 24597750 req, miss ratio 0.7981, byte miss ratio 0.7981
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size     3777, 24597750 req, miss ratio 0.4705, byte miss ratio 0.4705
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size    12592, 24597750 req, miss ratio 0.1866, byte miss ratio 0.1866
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size    37777, 24597750 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size   125926, 24597750 req, miss ratio 0.0825, byte miss ratio 0.0825
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size   251853, 24597750 req, miss ratio 0.0684, byte miss ratio 0.0684
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size   503706, 24597750 req, miss ratio 0.0589, byte miss ratio 0.0589
tencentBlock.ns23429 S3FIFO-0.9900-1.9000 cache size  1007412, 24597750 req, miss ratio 0.0538, byte miss ratio 0.0538
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size     1259, 24597750 req, miss ratio 0.7940, byte miss ratio 0.7940
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size     3777, 24597750 req, miss ratio 0.4562, byte miss ratio 0.4562
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size    12592, 24597750 req, miss ratio 0.1650, byte miss ratio 0.1650
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size    37777, 24597750 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size   125926, 24597750 req, miss ratio 0.0768, byte miss ratio 0.0768
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size   251853, 24597750 req, miss ratio 0.0646, byte miss ratio 0.0646
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size   503706, 24597750 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns23429 S3FIFO-0.7000-0.9000 cache size  1007412, 24597750 req, miss ratio 0.0522, byte miss ratio 0.0522
tencentBlock.ns23429 S3FIFO-0.7000-1.9000 cache size     1259, 24597750 req, miss ratio 0.7946, byte miss ratio 0.7946
tencentBlock.ns23429 S3FIFO-0.7000-1.9000 cache size     3777, 24597750 req, miss ratio 0.4559, byte miss ratio 0.4559
tencentBlock.ns23429 S3FIFO-0.7000-1.9000 cache size    12592, 24597750 req, miss ratio 0.1649, byte miss ratio 0.1649
tencentBlock.ns23429 S3FIFO-0.7000-1.9000 cache size    37777, 24597750 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns23429 S3FIFO-0.7000-1.9000 cache size   125926, 24597750 req, miss ratio 0.0769, byte miss ratio 0.0769
