io_traces.ns276 S3FIFO-0.4500-0.9000 cache size     4523, 51600000 req, miss ratio 0.3883, byte miss ratio 0.3883
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size    13569, 51600000 req, miss ratio 0.2861, byte miss ratio 0.2861
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size    45230, 51600000 req, miss ratio 0.2471, byte miss ratio 0.2471
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size   135692, 51600000 req, miss ratio 0.2431, byte miss ratio 0.2431
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size   452308, 51600000 req, miss ratio 0.2223, byte miss ratio 0.2223
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size   904617, 51600000 req, miss ratio 0.1749, byte miss ratio 0.1749
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size  1809234, 51600000 req, miss ratio 0.1154, byte miss ratio 0.1154
io_traces.ns276 S3FIFO-0.4500-0.9000 cache size  3618468, 51600000 req, miss ratio 0.0880, byte miss ratio 0.0880
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size     4523, 51600000 req, miss ratio 0.4673, byte miss ratio 0.4673
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size    13569, 51600000 req, miss ratio 0.3835, byte miss ratio 0.3835
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size    45230, 51600000 req, miss ratio 0.3369, byte miss ratio 0.3369
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size   135692, 51600000 req, miss ratio 0.3012, byte miss ratio 0.3012
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size   452308, 51600000 req, miss ratio 0.2316, byte miss ratio 0.2316
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size   904617, 51600000 req, miss ratio 0.1712, byte miss ratio 0.1712
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size  1809234, 51600000 req, miss ratio 0.1202, byte miss ratio 0.1202
io_traces.ns276 S3FIFO-0.0100-0.9000 cache size  3618468, 51600000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size     4523, 51600000 req, miss ratio 0.4024, byte miss ratio 0.4024
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size    13569, 51600000 req, miss ratio 0.3127, byte miss ratio 0.3127
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size    45230, 51600000 req, miss ratio 0.2601, byte miss ratio 0.2601
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size   135692, 51600000 req, miss ratio 0.2429, byte miss ratio 0.2429
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size   452308, 51600000 req, miss ratio 0.2138, byte miss ratio 0.2138
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size   904617, 51600000 req, miss ratio 0.1743, byte miss ratio 0.1743
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size  1809234, 51600000 req, miss ratio 0.1158, byte miss ratio 0.1158
io_traces.ns276 S3FIFO-0.1500-0.9000 cache size  3618468, 51600000 req, miss ratio 0.0887, byte miss ratio 0.0887
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size     4523, 51600000 req, miss ratio 0.3979, byte miss ratio 0.3979
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size    13569, 51600000 req, miss ratio 0.2797, byte miss ratio 0.2797
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size    45230, 51600000 req, miss ratio 0.2467, byte miss ratio 0.2467
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size   135692, 51600000 req, miss ratio 0.2433, byte miss ratio 0.2433
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size   452308, 51600000 req, miss ratio 0.2250, byte miss ratio 0.2250
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size   904617, 51600000 req, miss ratio 0.1788, byte miss ratio 0.1788
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size  1809234, 51600000 req, miss ratio 0.1200, byte miss ratio 0.1200
io_traces.ns276 S3FIFO-0.7000-1.9000 cache size  3618468, 51600000 req, miss ratio 0.0882, byte miss ratio 0.0882
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size     4523, 51600000 req, miss ratio 0.4010, byte miss ratio 0.4010
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size    13569, 51600000 req, miss ratio 0.3125, byte miss ratio 0.3125
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size    45230, 51600000 req, miss ratio 0.2596, byte miss ratio 0.2596
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size   135692, 51600000 req, miss ratio 0.2426, byte miss ratio 0.2426
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size   452308, 51600000 req, miss ratio 0.2142, byte miss ratio 0.2142
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size   904617, 51600000 req, miss ratio 0.1743, byte miss ratio 0.1743
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size  1809234, 51600000 req, miss ratio 0.1158, byte miss ratio 0.1158
io_traces.ns276 S3FIFO-0.1500-1.9000 cache size  3618468, 51600000 req, miss ratio 0.0887, byte miss ratio 0.0887
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size     4523, 51600000 req, miss ratio 0.4265, byte miss ratio 0.4265
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size    13569, 51600000 req, miss ratio 0.2894, byte miss ratio 0.2894
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size    45230, 51600000 req, miss ratio 0.2467, byte miss ratio 0.2467
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size   135692, 51600000 req, miss ratio 0.2433, byte miss ratio 0.2433
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size   452308, 51600000 req, miss ratio 0.2232, byte miss ratio 0.2232
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size   904617, 51600000 req, miss ratio 0.1807, byte miss ratio 0.1807
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size  1809234, 51600000 req, miss ratio 0.1261, byte miss ratio 0.1261
io_traces.ns276 S3FIFO-0.9900-0.9000 cache size  3618468, 51600000 req, miss ratio 0.0899, byte miss ratio 0.0899
io_traces.ns276 S3FIFO-0.4000-1.9000 cache size     4523, 51600000 req, miss ratio 0.3888, byte miss ratio 0.3888
io_traces.ns276 S3FIFO-0.4000-1.9000 cache size    13569, 51600000 req, miss ratio 0.2885, byte miss ratio 0.2885
io_traces.ns276 S3FIFO-0.4000-1.9000 cache size    45230, 51600000 req, miss ratio 0.2472, byte miss ratio 0.2472
io_traces.ns276 S3FIFO-0.4000-1.9000 cache size   135692, 51600000 req, miss ratio 0.2429, byte miss ratio 0.2429
io_traces.ns276 S3FIFO-0.4000-1.9000 cache size   452308, 51600000 req, miss ratio 0.2216, byte miss ratio 0.2216
