cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size       14, 14755711 req, miss ratio 0.7785, byte miss ratio 0.7785
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size       42, 14755711 req, miss ratio 0.6208, byte miss ratio 0.6208
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size      140, 14755711 req, miss ratio 0.4280, byte miss ratio 0.4280
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size      420, 14755711 req, miss ratio 0.2519, byte miss ratio 0.2519
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size     1402, 14755711 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size     2805, 14755711 req, miss ratio 0.0260, byte miss ratio 0.0260
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size     5611, 14755711 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns354 S3FIFO-0.4000-1.9000 cache size    11223, 14755711 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size       14, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size       42, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size      140, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size      420, 14755711 req, miss ratio 0.2100, byte miss ratio 0.2100
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size     1402, 14755711 req, miss ratio 0.0602, byte miss ratio 0.0602
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size     2805, 14755711 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size     5611, 14755711 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns354 S3FIFO-0.0050-0.9000 cache size    11223, 14755711 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size       14, 14755711 req, miss ratio 0.8270, byte miss ratio 0.8270
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size       42, 14755711 req, miss ratio 0.6747, byte miss ratio 0.6747
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size      140, 14755711 req, miss ratio 0.4686, byte miss ratio 0.4686
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size      420, 14755711 req, miss ratio 0.2744, byte miss ratio 0.2744
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size     1402, 14755711 req, miss ratio 0.0889, byte miss ratio 0.0889
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size     2805, 14755711 req, miss ratio 0.0310, byte miss ratio 0.0310
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size     5611, 14755711 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns354 S3FIFO-0.6500-1.9000 cache size    11223, 14755711 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size       14, 14755711 req, miss ratio 0.7684, byte miss ratio 0.7684
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size       42, 14755711 req, miss ratio 0.6087, byte miss ratio 0.6087
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size      140, 14755711 req, miss ratio 0.4171, byte miss ratio 0.4171
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size      420, 14755711 req, miss ratio 0.2476, byte miss ratio 0.2476
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size     1402, 14755711 req, miss ratio 0.0787, byte miss ratio 0.0787
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size     2805, 14755711 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size     5611, 14755711 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns354 S3FIFO-0.4000-0.9000 cache size    11223, 14755711 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size       14, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size       42, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size      140, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size      420, 14755711 req, miss ratio 0.2196, byte miss ratio 0.2196
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size     1402, 14755711 req, miss ratio 0.0630, byte miss ratio 0.0630
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size     2805, 14755711 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size     5611, 14755711 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns354 S3FIFO-0.0050-1.9000 cache size    11223, 14755711 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size       14, 14755711 req, miss ratio 0.8043, byte miss ratio 0.8043
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size       42, 14755711 req, miss ratio 0.6521, byte miss ratio 0.6521
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size      140, 14755711 req, miss ratio 0.4521, byte miss ratio 0.4521
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size      420, 14755711 req, miss ratio 0.2691, byte miss ratio 0.2691
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size     1402, 14755711 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size     2805, 14755711 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size     5611, 14755711 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns354 S3FIFO-0.6000-0.9000 cache size    11223, 14755711 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size       14, 14755711 req, miss ratio 0.8270, byte miss ratio 0.8270
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size       42, 14755711 req, miss ratio 0.6857, byte miss ratio 0.6857
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size      140, 14755711 req, miss ratio 0.4772, byte miss ratio 0.4772
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size      420, 14755711 req, miss ratio 0.2793, byte miss ratio 0.2793
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size     1402, 14755711 req, miss ratio 0.0913, byte miss ratio 0.0913
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size     2805, 14755711 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size     5611, 14755711 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns354 S3FIFO-0.7000-1.9000 cache size    11223, 14755711 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size       14, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size       42, 14755711 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size      140, 14755711 req, miss ratio 0.3670, byte miss ratio 0.3670
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size      420, 14755711 req, miss ratio 0.2103, byte miss ratio 0.2103
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size     1402, 14755711 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size     2805, 14755711 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size     5611, 14755711 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns354 S3FIFO-0.0100-0.9000 cache size    11223, 14755711 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size       14, 14755711 req, miss ratio 0.7899, byte miss ratio 0.7899
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size       42, 14755711 req, miss ratio 0.6296, byte miss ratio 0.6296
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size      140, 14755711 req, miss ratio 0.4357, byte miss ratio 0.4357
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size      420, 14755711 req, miss ratio 0.2563, byte miss ratio 0.2563
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size     1402, 14755711 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size     2805, 14755711 req, miss ratio 0.0269, byte miss ratio 0.0269
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size     5611, 14755711 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns354 S3FIFO-0.4500-1.9000 cache size    11223, 14755711 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size       14, 14755711 req, miss ratio 0.7368, byte miss ratio 0.7368
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size       42, 14755711 req, miss ratio 0.5705, byte miss ratio 0.5705
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size      140, 14755711 req, miss ratio 0.3826, byte miss ratio 0.3826
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size      420, 14755711 req, miss ratio 0.2227, byte miss ratio 0.2227
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size     1402, 14755711 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size     2805, 14755711 req, miss ratio 0.0221, byte miss ratio 0.0221
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size     5611, 14755711 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns354 S3FIFO-0.1500-0.9000 cache size    11223, 14755711 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size       14, 14755711 req, miss ratio 0.7468, byte miss ratio 0.7468
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size       42, 14755711 req, miss ratio 0.5821, byte miss ratio 0.5821
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size      140, 14755711 req, miss ratio 0.3943, byte miss ratio 0.3943
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size      420, 14755711 req, miss ratio 0.2309, byte miss ratio 0.2309
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size     1402, 14755711 req, miss ratio 0.0683, byte miss ratio 0.0683
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size     2805, 14755711 req, miss ratio 0.0222, byte miss ratio 0.0222
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size     5611, 14755711 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns354 S3FIFO-0.1500-1.9000 cache size    11223, 14755711 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns354 S3FIFO-0.9900-1.9000 cache size       14, 14755711 req, miss ratio 0.8759, byte miss ratio 0.8759
