tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size     1277, 9848142 req, miss ratio 0.3763, byte miss ratio 0.3763
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size     3833, 9848142 req, miss ratio 0.2852, byte miss ratio 0.2852
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size    12776, 9848142 req, miss ratio 0.2546, byte miss ratio 0.2546
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size    38330, 9848142 req, miss ratio 0.2327, byte miss ratio 0.2327
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size   127768, 9848142 req, miss ratio 0.1995, byte miss ratio 0.1995
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size   255536, 9848142 req, miss ratio 0.1616, byte miss ratio 0.1616
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size   511072, 9848142 req, miss ratio 0.1420, byte miss ratio 0.1420
tencentBlock.ns2534 S3FIFO-0.0100-1.9000 cache size  1022144, 9848142 req, miss ratio 0.1309, byte miss ratio 0.1309
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size     1277, 9848142 req, miss ratio 0.3474, byte miss ratio 0.3474
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size     3833, 9848142 req, miss ratio 0.2783, byte miss ratio 0.2783
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size    12776, 9848142 req, miss ratio 0.2543, byte miss ratio 0.2543
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size    38330, 9848142 req, miss ratio 0.2319, byte miss ratio 0.2319
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size   127768, 9848142 req, miss ratio 0.1934, byte miss ratio 0.1934
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size   255536, 9848142 req, miss ratio 0.1565, byte miss ratio 0.1565
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size   511072, 9848142 req, miss ratio 0.1384, byte miss ratio 0.1384
tencentBlock.ns2534 S3FIFO-0.1000-0.9000 cache size  1022144, 9848142 req, miss ratio 0.1309, byte miss ratio 0.1309
tencentBlock.ns2534 S3FIFO-0.2000-1.9000 cache size     1277, 9848142 req, miss ratio 0.3475, byte miss ratio 0.3475
tencentBlock.ns2534 S3FIFO-0.2000-1.9000 cache size     3833, 9848142 req, miss ratio 0.2781, byte miss ratio 0.2781
tencentBlock.ns2534 S3FIFO-0.2000-1.9000 cache size    12776, 9848142 req, miss ratio 0.2524, byte miss ratio 0.2524
tencentBlock.ns2534 S3FIFO-0.2000-1.9000 cache size    38330, 9848142 req, miss ratio 0.2280, byte miss ratio 0.2280
