cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size       99, 495302437 req, miss ratio 0.7451, byte miss ratio 0.7451
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size      297, 495302437 req, miss ratio 0.7197, byte miss ratio 0.7197
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size      993, 495302437 req, miss ratio 0.4233, byte miss ratio 0.4233
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size     2979, 495302437 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size     9930, 495302437 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size    19861, 495302437 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size    39723, 495302437 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns27 S3FIFO-0.8500-0.9000 cache size    79446, 495302437 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size       99, 495302437 req, miss ratio 0.7455, byte miss ratio 0.7455
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size      297, 495302437 req, miss ratio 0.7174, byte miss ratio 0.7174
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size      993, 495302437 req, miss ratio 0.4305, byte miss ratio 0.4305
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size     2979, 495302437 req, miss ratio 0.1632, byte miss ratio 0.1632
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size     9930, 495302437 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size    19861, 495302437 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size    39723, 495302437 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns27 S3FIFO-0.9500-0.9000 cache size    79446, 495302437 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size       99, 495302437 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size      297, 495302437 req, miss ratio 0.5595, byte miss ratio 0.5595
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size      993, 495302437 req, miss ratio 0.2865, byte miss ratio 0.2865
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size     2979, 495302437 req, miss ratio 0.0986, byte miss ratio 0.0986
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size     9930, 495302437 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_colo28.ns27 S3FIFO-0.0100-1.9000 cache size    19861, 495302437 req, miss ratio 0.0053, byte miss ratio 0.0053
