tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size       98, 2164685 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size      296, 2164685 req, miss ratio 0.2972, byte miss ratio 0.2972
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size      987, 2164685 req, miss ratio 0.2272, byte miss ratio 0.2272
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size     2961, 2164685 req, miss ratio 0.2023, byte miss ratio 0.2023
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size     9870, 2164685 req, miss ratio 0.1837, byte miss ratio 0.1837
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size    19741, 2164685 req, miss ratio 0.1630, byte miss ratio 0.1630
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size    39483, 2164685 req, miss ratio 0.1158, byte miss ratio 0.1158
tencentBlock.ns11541 S3FIFO-0.0050-0.9000 cache size    78967, 2164685 req, miss ratio 0.0467, byte miss ratio 0.0467
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size       98, 2164685 req, miss ratio 0.5504, byte miss ratio 0.5504
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size      296, 2164685 req, miss ratio 0.3573, byte miss ratio 0.3573
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size      987, 2164685 req, miss ratio 0.2296, byte miss ratio 0.2296
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size     2961, 2164685 req, miss ratio 0.2076, byte miss ratio 0.2076
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size     9870, 2164685 req, miss ratio 0.1947, byte miss ratio 0.1947
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size    19741, 2164685 req, miss ratio 0.1851, byte miss ratio 0.1851
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size    39483, 2164685 req, miss ratio 0.1339, byte miss ratio 0.1339
tencentBlock.ns11541 S3FIFO-0.8000-1.9000 cache size    78967, 2164685 req, miss ratio 0.0604, byte miss ratio 0.0604
tencentBlock.ns11541 S3FIFO-0.8000-0.9000 cache size       98, 2164685 req, miss ratio 0.5475, byte miss ratio 0.5475
tencentBlock.ns11541 S3FIFO-0.8000-0.9000 cache size      296, 2164685 req, miss ratio 0.3583, byte miss ratio 0.3583
tencentBlock.ns11541 S3FIFO-0.8000-0.9000 cache size      987, 2164685 req, miss ratio 0.2295, byte miss ratio 0.2295
