io_traces.ns679 S3FIFO-0.8500-1.9000 cache size     3751, 723000000 req, miss ratio 0.9469, byte miss ratio 0.9469
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size    11255, 723000000 req, miss ratio 0.8438, byte miss ratio 0.8438
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size    37519, 723000000 req, miss ratio 0.4269, byte miss ratio 0.4269
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size   112557, 723000000 req, miss ratio 0.0409, byte miss ratio 0.0409
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size   375191, 723000000 req, miss ratio 0.0257, byte miss ratio 0.0257
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size   750382, 723000000 req, miss ratio 0.0252, byte miss ratio 0.0252
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0244, byte miss ratio 0.0244
io_traces.ns679 S3FIFO-0.8500-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0105, byte miss ratio 0.0105
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size     3751, 723000000 req, miss ratio 0.9471, byte miss ratio 0.9471
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size    11255, 723000000 req, miss ratio 0.8524, byte miss ratio 0.8524
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size    37519, 723000000 req, miss ratio 0.4298, byte miss ratio 0.4298
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size   112557, 723000000 req, miss ratio 0.0465, byte miss ratio 0.0465
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size   375191, 723000000 req, miss ratio 0.0308, byte miss ratio 0.0308
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size   750382, 723000000 req, miss ratio 0.0292, byte miss ratio 0.0292
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0280, byte miss ratio 0.0280
io_traces.ns679 S3FIFO-0.9900-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0100, byte miss ratio 0.0100
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size     3751, 723000000 req, miss ratio 0.9013, byte miss ratio 0.9013
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size    11255, 723000000 req, miss ratio 0.8505, byte miss ratio 0.8505
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size    37519, 723000000 req, miss ratio 0.3913, byte miss ratio 0.3913
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size   112557, 723000000 req, miss ratio 0.0265, byte miss ratio 0.0265
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size   375191, 723000000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size  1500765, 723000000 req, miss ratio 0.0247, byte miss ratio 0.0247
io_traces.ns679 S3FIFO-0.5000-0.9000 cache size  3001530, 723000000 req, miss ratio 0.0096, byte miss ratio 0.0096
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size     3751, 723000000 req, miss ratio 0.8823, byte miss ratio 0.8823
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size    11255, 723000000 req, miss ratio 0.7399, byte miss ratio 0.7399
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size    37519, 723000000 req, miss ratio 0.3101, byte miss ratio 0.3101
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size   112557, 723000000 req, miss ratio 0.0287, byte miss ratio 0.0287
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size   375191, 723000000 req, miss ratio 0.0256, byte miss ratio 0.0256
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size   750382, 723000000 req, miss ratio 0.0252, byte miss ratio 0.0252
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size  1500765, 723000000 req, miss ratio 0.0220, byte miss ratio 0.0220
io_traces.ns679 S3FIFO-0.1000-0.9000 cache size  3001530, 723000000 req, miss ratio 0.0090, byte miss ratio 0.0090
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size     3751, 723000000 req, miss ratio 0.8806, byte miss ratio 0.8806
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size    11255, 723000000 req, miss ratio 0.7170, byte miss ratio 0.7170
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size    37519, 723000000 req, miss ratio 0.2701, byte miss ratio 0.2701
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size   112557, 723000000 req, miss ratio 0.0445, byte miss ratio 0.0445
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size   375191, 723000000 req, miss ratio 0.0428, byte miss ratio 0.0428
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size   750382, 723000000 req, miss ratio 0.0407, byte miss ratio 0.0407
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size  1500765, 723000000 req, miss ratio 0.0364, byte miss ratio 0.0364
io_traces.ns679 S3FIFO-0.0010-0.9000 cache size  3001530, 723000000 req, miss ratio 0.0085, byte miss ratio 0.0085
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size     3751, 723000000 req, miss ratio 0.9268, byte miss ratio 0.9268
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size    11255, 723000000 req, miss ratio 0.8200, byte miss ratio 0.8200
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size    37519, 723000000 req, miss ratio 0.4245, byte miss ratio 0.4245
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size   112557, 723000000 req, miss ratio 0.0386, byte miss ratio 0.0386
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size   375191, 723000000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size  1500765, 723000000 req, miss ratio 0.0245, byte miss ratio 0.0245
io_traces.ns679 S3FIFO-0.8000-0.9000 cache size  3001530, 723000000 req, miss ratio 0.0101, byte miss ratio 0.0101
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size     3751, 723000000 req, miss ratio 0.8721, byte miss ratio 0.8721
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size    11255, 723000000 req, miss ratio 0.7532, byte miss ratio 0.7532
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size    37519, 723000000 req, miss ratio 0.3108, byte miss ratio 0.3108
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size   112557, 723000000 req, miss ratio 0.0287, byte miss ratio 0.0287
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size   375191, 723000000 req, miss ratio 0.0255, byte miss ratio 0.0255
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0220, byte miss ratio 0.0220
io_traces.ns679 S3FIFO-0.1000-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0090, byte miss ratio 0.0090
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size     3751, 723000000 req, miss ratio 0.8831, byte miss ratio 0.8831
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size    11255, 723000000 req, miss ratio 0.8225, byte miss ratio 0.8225
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size    37519, 723000000 req, miss ratio 0.3586, byte miss ratio 0.3586
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size   112557, 723000000 req, miss ratio 0.0266, byte miss ratio 0.0266
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size   375191, 723000000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0234, byte miss ratio 0.0234
io_traces.ns679 S3FIFO-0.3000-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0092, byte miss ratio 0.0092
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size     3751, 723000000 req, miss ratio 0.9221, byte miss ratio 0.9221
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size    11255, 723000000 req, miss ratio 0.8074, byte miss ratio 0.8074
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size    37519, 723000000 req, miss ratio 0.4201, byte miss ratio 0.4201
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size   112557, 723000000 req, miss ratio 0.0364, byte miss ratio 0.0364
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size   375191, 723000000 req, miss ratio 0.0252, byte miss ratio 0.0252
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size  1500765, 723000000 req, miss ratio 0.0247, byte miss ratio 0.0247
io_traces.ns679 S3FIFO-0.7500-0.9000 cache size  3001530, 723000000 req, miss ratio 0.0099, byte miss ratio 0.0099
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size     3751, 723000000 req, miss ratio 0.9270, byte miss ratio 0.9270
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size    11255, 723000000 req, miss ratio 0.7934, byte miss ratio 0.7934
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size    37519, 723000000 req, miss ratio 0.4049, byte miss ratio 0.4049
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size   112557, 723000000 req, miss ratio 0.0284, byte miss ratio 0.0284
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size   375191, 723000000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0248, byte miss ratio 0.0248
io_traces.ns679 S3FIFO-0.6000-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0095, byte miss ratio 0.0095
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size     3751, 723000000 req, miss ratio 0.9465, byte miss ratio 0.9465
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size    11255, 723000000 req, miss ratio 0.8403, byte miss ratio 0.8403
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size    37519, 723000000 req, miss ratio 0.4242, byte miss ratio 0.4242
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size   112557, 723000000 req, miss ratio 0.0386, byte miss ratio 0.0386
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size   375191, 723000000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size   750382, 723000000 req, miss ratio 0.0251, byte miss ratio 0.0251
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size  1500765, 723000000 req, miss ratio 0.0245, byte miss ratio 0.0245
io_traces.ns679 S3FIFO-0.8000-1.9000 cache size  3001530, 723000000 req, miss ratio 0.0101, byte miss ratio 0.0101
io_traces.ns679 S3FIFO-0.5500-1.9000 cache size     3751, 723000000 req, miss ratio 0.9176, byte miss ratio 0.9176
io_traces.ns679 S3FIFO-0.5500-1.9000 cache size    11255, 723000000 req, miss ratio 0.7987, byte miss ratio 0.7987
io_traces.ns679 S3FIFO-0.5500-1.9000 cache size    37519, 723000000 req, miss ratio 0.3983, byte miss ratio 0.3983
io_traces.ns679 S3FIFO-0.5500-1.9000 cache size   112557, 723000000 req, miss ratio 0.0268, byte miss ratio 0.0268
