tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size      100, 3461647 req, miss ratio 0.8771, byte miss ratio 0.8771
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size      302, 3461647 req, miss ratio 0.8290, byte miss ratio 0.8290
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size     1008, 3461647 req, miss ratio 0.4677, byte miss ratio 0.4677
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size     3026, 3461647 req, miss ratio 0.4472, byte miss ratio 0.4472
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size    10088, 3461647 req, miss ratio 0.3725, byte miss ratio 0.3725
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size    20176, 3461647 req, miss ratio 0.2038, byte miss ratio 0.2038
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size    40353, 3461647 req, miss ratio 0.0487, byte miss ratio 0.0487
tencentBlock.ns1874 S3FIFO-0.2000-1.9000 cache size    80706, 3461647 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size      100, 3461647 req, miss ratio 0.9333, byte miss ratio 0.9333
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size      302, 3461647 req, miss ratio 0.8313, byte miss ratio 0.8313
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size     1008, 3461647 req, miss ratio 0.5028, byte miss ratio 0.5028
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size     3026, 3461647 req, miss ratio 0.4419, byte miss ratio 0.4419
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size    10088, 3461647 req, miss ratio 0.3614, byte miss ratio 0.3614
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size    20176, 3461647 req, miss ratio 0.2508, byte miss ratio 0.2508
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size    40353, 3461647 req, miss ratio 0.0823, byte miss ratio 0.0823
tencentBlock.ns1874 S3FIFO-0.8500-1.9000 cache size    80706, 3461647 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size      100, 3461647 req, miss ratio 0.8658, byte miss ratio 0.8658
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size      302, 3461647 req, miss ratio 0.7727, byte miss ratio 0.7727
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size     1008, 3461647 req, miss ratio 0.4680, byte miss ratio 0.4680
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size     3026, 3461647 req, miss ratio 0.4412, byte miss ratio 0.4412
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size    10088, 3461647 req, miss ratio 0.3373, byte miss ratio 0.3373
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size    20176, 3461647 req, miss ratio 0.1512, byte miss ratio 0.1512
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size    40353, 3461647 req, miss ratio 0.0455, byte miss ratio 0.0455
tencentBlock.ns1874 S3FIFO-0.0250-1.9000 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size      100, 3461647 req, miss ratio 0.9050, byte miss ratio 0.9050
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size      302, 3461647 req, miss ratio 0.8712, byte miss ratio 0.8712
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size     1008, 3461647 req, miss ratio 0.4830, byte miss ratio 0.4830
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size     3026, 3461647 req, miss ratio 0.4397, byte miss ratio 0.4397
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size    10088, 3461647 req, miss ratio 0.3536, byte miss ratio 0.3536
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size    20176, 3461647 req, miss ratio 0.2449, byte miss ratio 0.2449
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size    40353, 3461647 req, miss ratio 0.0652, byte miss ratio 0.0652
tencentBlock.ns1874 S3FIFO-0.5500-1.9000 cache size    80706, 3461647 req, miss ratio 0.0331, byte miss ratio 0.0331
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size      100, 3461647 req, miss ratio 0.8939, byte miss ratio 0.8939
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size      302, 3461647 req, miss ratio 0.8726, byte miss ratio 0.8726
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size     1008, 3461647 req, miss ratio 0.4725, byte miss ratio 0.4725
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size     3026, 3461647 req, miss ratio 0.4477, byte miss ratio 0.4477
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size    10088, 3461647 req, miss ratio 0.3909, byte miss ratio 0.3909
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size    20176, 3461647 req, miss ratio 0.2260, byte miss ratio 0.2260
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size    40353, 3461647 req, miss ratio 0.0562, byte miss ratio 0.0562
tencentBlock.ns1874 S3FIFO-0.4000-1.9000 cache size    80706, 3461647 req, miss ratio 0.0326, byte miss ratio 0.0326
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size      100, 3461647 req, miss ratio 0.9256, byte miss ratio 0.9256
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size      302, 3461647 req, miss ratio 0.8397, byte miss ratio 0.8397
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size     1008, 3461647 req, miss ratio 0.5008, byte miss ratio 0.5008
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size     3026, 3461647 req, miss ratio 0.4688, byte miss ratio 0.4688
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size    10088, 3461647 req, miss ratio 0.3527, byte miss ratio 0.3527
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size    20176, 3461647 req, miss ratio 0.2586, byte miss ratio 0.2586
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size    40353, 3461647 req, miss ratio 0.0793, byte miss ratio 0.0793
tencentBlock.ns1874 S3FIFO-0.8000-0.9000 cache size    80706, 3461647 req, miss ratio 0.0375, byte miss ratio 0.0375
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size      100, 3461647 req, miss ratio 0.8971, byte miss ratio 0.8971
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size      302, 3461647 req, miss ratio 0.8748, byte miss ratio 0.8748
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size     1008, 3461647 req, miss ratio 0.4753, byte miss ratio 0.4753
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size     3026, 3461647 req, miss ratio 0.4442, byte miss ratio 0.4442
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size    10088, 3461647 req, miss ratio 0.3627, byte miss ratio 0.3627
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size    20176, 3461647 req, miss ratio 0.2302, byte miss ratio 0.2302
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size    40353, 3461647 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns1874 S3FIFO-0.4500-1.9000 cache size    80706, 3461647 req, miss ratio 0.0326, byte miss ratio 0.0326
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size      100, 3461647 req, miss ratio 0.9240, byte miss ratio 0.9240
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size      302, 3461647 req, miss ratio 0.8445, byte miss ratio 0.8445
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size     1008, 3461647 req, miss ratio 0.4970, byte miss ratio 0.4970
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size     3026, 3461647 req, miss ratio 0.4391, byte miss ratio 0.4391
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size    10088, 3461647 req, miss ratio 0.3539, byte miss ratio 0.3539
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size    20176, 3461647 req, miss ratio 0.2479, byte miss ratio 0.2479
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size    40353, 3461647 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns1874 S3FIFO-0.7500-1.9000 cache size    80706, 3461647 req, miss ratio 0.0379, byte miss ratio 0.0379
