cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size     1350, 25417718 req, miss ratio 0.7573, byte miss ratio 0.7573
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size     4052, 25417718 req, miss ratio 0.6792, byte miss ratio 0.6792
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size    13508, 25417718 req, miss ratio 0.5710, byte miss ratio 0.5710
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size    40524, 25417718 req, miss ratio 0.4112, byte miss ratio 0.4112
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size   135082, 25417718 req, miss ratio 0.2340, byte miss ratio 0.2340
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size   270164, 25417718 req, miss ratio 0.1608, byte miss ratio 0.1608
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size   540328, 25417718 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_colo28.ns533 S3FIFO-0.9500-1.9000 cache size  1080656, 25417718 req, miss ratio 0.0688, byte miss ratio 0.0688
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size     1350, 25417718 req, miss ratio 0.7539, byte miss ratio 0.7539
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size     4052, 25417718 req, miss ratio 0.6684, byte miss ratio 0.6684
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size    13508, 25417718 req, miss ratio 0.5506, byte miss ratio 0.5506
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size    40524, 25417718 req, miss ratio 0.3887, byte miss ratio 0.3887
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size   135082, 25417718 req, miss ratio 0.2118, byte miss ratio 0.2118
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size   270164, 25417718 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size   540328, 25417718 req, miss ratio 0.0868, byte miss ratio 0.0868
cdn1_colo28.ns533 S3FIFO-0.7000-0.9000 cache size  1080656, 25417718 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size     1350, 25417718 req, miss ratio 0.7551, byte miss ratio 0.7551
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size     4052, 25417718 req, miss ratio 0.6758, byte miss ratio 0.6758
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size    13508, 25417718 req, miss ratio 0.5667, byte miss ratio 0.5667
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size    40524, 25417718 req, miss ratio 0.4067, byte miss ratio 0.4067
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size   135082, 25417718 req, miss ratio 0.2293, byte miss ratio 0.2293
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size   270164, 25417718 req, miss ratio 0.1570, byte miss ratio 0.1570
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size   540328, 25417718 req, miss ratio 0.0949, byte miss ratio 0.0949
cdn1_colo28.ns533 S3FIFO-0.9000-1.9000 cache size  1080656, 25417718 req, miss ratio 0.0674, byte miss ratio 0.0674
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size     1350, 25417718 req, miss ratio 0.7595, byte miss ratio 0.7595
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size     4052, 25417718 req, miss ratio 0.6807, byte miss ratio 0.6807
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size    13508, 25417718 req, miss ratio 0.5757, byte miss ratio 0.5757
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size    40524, 25417718 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size   135082, 25417718 req, miss ratio 0.2390, byte miss ratio 0.2390
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size   270164, 25417718 req, miss ratio 0.1645, byte miss ratio 0.1645
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size   540328, 25417718 req, miss ratio 0.0999, byte miss ratio 0.0999
cdn1_colo28.ns533 S3FIFO-0.9900-0.9000 cache size  1080656, 25417718 req, miss ratio 0.0697, byte miss ratio 0.0697
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size     1350, 25417718 req, miss ratio 0.8207, byte miss ratio 0.8207
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size     4052, 25417718 req, miss ratio 0.7174, byte miss ratio 0.7174
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size    13508, 25417718 req, miss ratio 0.5422, byte miss ratio 0.5422
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size    40524, 25417718 req, miss ratio 0.3469, byte miss ratio 0.3469
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size   135082, 25417718 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size   270164, 25417718 req, miss ratio 0.1147, byte miss ratio 0.1147
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size   540328, 25417718 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_colo28.ns533 S3FIFO-0.0500-1.9000 cache size  1080656, 25417718 req, miss ratio 0.0550, byte miss ratio 0.0550
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size     1350, 25417718 req, miss ratio 0.7535, byte miss ratio 0.7535
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size     4052, 25417718 req, miss ratio 0.6704, byte miss ratio 0.6704
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size    13508, 25417718 req, miss ratio 0.5587, byte miss ratio 0.5587
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size    40524, 25417718 req, miss ratio 0.3987, byte miss ratio 0.3987
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size   135082, 25417718 req, miss ratio 0.2207, byte miss ratio 0.2207
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size   270164, 25417718 req, miss ratio 0.1508, byte miss ratio 0.1508
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size   540328, 25417718 req, miss ratio 0.0906, byte miss ratio 0.0906
cdn1_colo28.ns533 S3FIFO-0.8000-0.9000 cache size  1080656, 25417718 req, miss ratio 0.0645, byte miss ratio 0.0645
