tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size       86, 3219456 req, miss ratio 0.5255, byte miss ratio 0.5255
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size      258, 3219456 req, miss ratio 0.4274, byte miss ratio 0.4274
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size      863, 3219456 req, miss ratio 0.2871, byte miss ratio 0.2871
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size     2589, 3219456 req, miss ratio 0.2756, byte miss ratio 0.2756
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size     8632, 3219456 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size    17265, 3219456 req, miss ratio 0.1294, byte miss ratio 0.1294
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size    34530, 3219456 req, miss ratio 0.1076, byte miss ratio 0.1076
tencentBlock.ns7417 S3FIFO-0.1500-0.9000 cache size    69060, 3219456 req, miss ratio 0.0304, byte miss ratio 0.0304
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size       86, 3219456 req, miss ratio 0.5382, byte miss ratio 0.5382
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size      258, 3219456 req, miss ratio 0.4850, byte miss ratio 0.4850
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size      863, 3219456 req, miss ratio 0.2913, byte miss ratio 0.2913
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size     2589, 3219456 req, miss ratio 0.2727, byte miss ratio 0.2727
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size     8632, 3219456 req, miss ratio 0.1517, byte miss ratio 0.1517
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size    17265, 3219456 req, miss ratio 0.1467, byte miss ratio 0.1467
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size    34530, 3219456 req, miss ratio 0.1187, byte miss ratio 0.1187
tencentBlock.ns7417 S3FIFO-0.4500-1.9000 cache size    69060, 3219456 req, miss ratio 0.0336, byte miss ratio 0.0336
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size       86, 3219456 req, miss ratio 0.5132, byte miss ratio 0.5132
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size      258, 3219456 req, miss ratio 0.4188, byte miss ratio 0.4188
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size      863, 3219456 req, miss ratio 0.2877, byte miss ratio 0.2877
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size     2589, 3219456 req, miss ratio 0.2274, byte miss ratio 0.2274
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size     8632, 3219456 req, miss ratio 0.1458, byte miss ratio 0.1458
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size    17265, 3219456 req, miss ratio 0.1413, byte miss ratio 0.1413
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size    34530, 3219456 req, miss ratio 0.0985, byte miss ratio 0.0985
tencentBlock.ns7417 S3FIFO-0.0500-1.9000 cache size    69060, 3219456 req, miss ratio 0.0303, byte miss ratio 0.0303
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size       86, 3219456 req, miss ratio 0.5234, byte miss ratio 0.5234
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size      258, 3219456 req, miss ratio 0.4766, byte miss ratio 0.4766
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size      863, 3219456 req, miss ratio 0.2889, byte miss ratio 0.2889
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size     2589, 3219456 req, miss ratio 0.2630, byte miss ratio 0.2630
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size     8632, 3219456 req, miss ratio 0.1490, byte miss ratio 0.1490
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size    17265, 3219456 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size    34530, 3219456 req, miss ratio 0.1182, byte miss ratio 0.1182
tencentBlock.ns7417 S3FIFO-0.3500-1.9000 cache size    69060, 3219456 req, miss ratio 0.0322, byte miss ratio 0.0322
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size       86, 3219456 req, miss ratio 0.5749, byte miss ratio 0.5749
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size      258, 3219456 req, miss ratio 0.4877, byte miss ratio 0.4877
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size      863, 3219456 req, miss ratio 0.2963, byte miss ratio 0.2963
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size     2589, 3219456 req, miss ratio 0.2816, byte miss ratio 0.2816
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size     8632, 3219456 req, miss ratio 0.1553, byte miss ratio 0.1553
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size    17265, 3219456 req, miss ratio 0.1466, byte miss ratio 0.1466
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size    34530, 3219456 req, miss ratio 0.1108, byte miss ratio 0.1108
tencentBlock.ns7417 S3FIFO-0.6000-1.9000 cache size    69060, 3219456 req, miss ratio 0.0365, byte miss ratio 0.0365
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size       86, 3219456 req, miss ratio 0.5129, byte miss ratio 0.5129
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size      258, 3219456 req, miss ratio 0.4610, byte miss ratio 0.4610
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size      863, 3219456 req, miss ratio 0.2875, byte miss ratio 0.2875
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size     2589, 3219456 req, miss ratio 0.2561, byte miss ratio 0.2561
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size     8632, 3219456 req, miss ratio 0.1479, byte miss ratio 0.1479
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size    17265, 3219456 req, miss ratio 0.1455, byte miss ratio 0.1455
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size    34530, 3219456 req, miss ratio 0.1157, byte miss ratio 0.1157
tencentBlock.ns7417 S3FIFO-0.2500-1.9000 cache size    69060, 3219456 req, miss ratio 0.0314, byte miss ratio 0.0314
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size       86, 3219456 req, miss ratio 0.5091, byte miss ratio 0.5091
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size      258, 3219456 req, miss ratio 0.4266, byte miss ratio 0.4266
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size      863, 3219456 req, miss ratio 0.2866, byte miss ratio 0.2866
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size     2589, 3219456 req, miss ratio 0.2332, byte miss ratio 0.2332
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size     8632, 3219456 req, miss ratio 0.1461, byte miss ratio 0.1461
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size    17265, 3219456 req, miss ratio 0.1435, byte miss ratio 0.1435
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size    34530, 3219456 req, miss ratio 0.1034, byte miss ratio 0.1034
tencentBlock.ns7417 S3FIFO-0.1000-1.9000 cache size    69060, 3219456 req, miss ratio 0.0302, byte miss ratio 0.0302
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size       86, 3219456 req, miss ratio 0.5292, byte miss ratio 0.5292
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size      258, 3219456 req, miss ratio 0.4089, byte miss ratio 0.4089
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size      863, 3219456 req, miss ratio 0.2914, byte miss ratio 0.2914
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size     2589, 3219456 req, miss ratio 0.2811, byte miss ratio 0.2811
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size     8632, 3219456 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size    17265, 3219456 req, miss ratio 0.1292, byte miss ratio 0.1292
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size    34530, 3219456 req, miss ratio 0.0964, byte miss ratio 0.0964
tencentBlock.ns7417 S3FIFO-0.0250-0.9000 cache size    69060, 3219456 req, miss ratio 0.0306, byte miss ratio 0.0306
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size       86, 3219456 req, miss ratio 0.5836, byte miss ratio 0.5836
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size      258, 3219456 req, miss ratio 0.4928, byte miss ratio 0.4928
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size      863, 3219456 req, miss ratio 0.2989, byte miss ratio 0.2989
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size     2589, 3219456 req, miss ratio 0.2694, byte miss ratio 0.2694
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size     8632, 3219456 req, miss ratio 0.1565, byte miss ratio 0.1565
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size    17265, 3219456 req, miss ratio 0.1471, byte miss ratio 0.1471
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size    34530, 3219456 req, miss ratio 0.1089, byte miss ratio 0.1089
tencentBlock.ns7417 S3FIFO-0.6500-0.9000 cache size    69060, 3219456 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns7417 S3FIFO-0.8000-1.9000 cache size       86, 3219456 req, miss ratio 0.6071, byte miss ratio 0.6071
tencentBlock.ns7417 S3FIFO-0.8000-1.9000 cache size      258, 3219456 req, miss ratio 0.4793, byte miss ratio 0.4793
tencentBlock.ns7417 S3FIFO-0.8000-1.9000 cache size      863, 3219456 req, miss ratio 0.3072, byte miss ratio 0.3072
tencentBlock.ns7417 S3FIFO-0.8000-1.9000 cache size     2589, 3219456 req, miss ratio 0.2883, byte miss ratio 0.2883
