cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size       10, 1364625 req, miss ratio 0.6969, byte miss ratio 0.6969
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size       34, 1364625 req, miss ratio 0.3700, byte miss ratio 0.3700
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size      102, 1364625 req, miss ratio 0.1254, byte miss ratio 0.1254
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size      343, 1364625 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size      686, 1364625 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size     1373, 1364625 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns4486 S3FIFO-0.9000-0.9000 cache size     2746, 1364625 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size       10, 1364625 req, miss ratio 0.6988, byte miss ratio 0.6988
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size       34, 1364625 req, miss ratio 0.3619, byte miss ratio 0.3619
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size      102, 1364625 req, miss ratio 0.1224, byte miss ratio 0.1224
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size      343, 1364625 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size      686, 1364625 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size     1373, 1364625 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns4486 S3FIFO-0.9000-1.9000 cache size     2746, 1364625 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size       10, 1364625 req, miss ratio 0.6555, byte miss ratio 0.6555
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size       34, 1364625 req, miss ratio 0.3197, byte miss ratio 0.3197
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size      102, 1364625 req, miss ratio 0.1034, byte miss ratio 0.1034
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size      343, 1364625 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size      686, 1364625 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size     1373, 1364625 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns4486 S3FIFO-0.6000-1.9000 cache size     2746, 1364625 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size       10, 1364625 req, miss ratio 0.5986, byte miss ratio 0.5986
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size       34, 1364625 req, miss ratio 0.2842, byte miss ratio 0.2842
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size      102, 1364625 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size      343, 1364625 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size      686, 1364625 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size     1373, 1364625 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns4486 S3FIFO-0.3000-1.9000 cache size     2746, 1364625 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size       10, 1364625 req, miss ratio 0.6186, byte miss ratio 0.6186
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size       34, 1364625 req, miss ratio 0.2945, byte miss ratio 0.2945
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size      102, 1364625 req, miss ratio 0.0926, byte miss ratio 0.0926
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size      343, 1364625 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size      686, 1364625 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size     1373, 1364625 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns4486 S3FIFO-0.4000-1.9000 cache size     2746, 1364625 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns4486 S3FIFO-0.1500-1.9000 cache size       10, 1364625 req, miss ratio 0.5578, byte miss ratio 0.5578
cdn1_allcolo.ns4486 S3FIFO-0.1500-1.9000 cache size       34, 1364625 req, miss ratio 0.2664, byte miss ratio 0.2664
cdn1_allcolo.ns4486 S3FIFO-0.1500-1.9000 cache size      102, 1364625 req, miss ratio 0.0821, byte miss ratio 0.0821
cdn1_allcolo.ns4486 S3FIFO-0.1500-1.9000 cache size      343, 1364625 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns4486 S3FIFO-0.1500-1.9000 cache size      686, 1364625 req, miss ratio 0.0044, byte miss ratio 0.0044
