cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size      970, 17809453 req, miss ratio 0.8850, byte miss ratio 0.8850
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size     2912, 17809453 req, miss ratio 0.7675, byte miss ratio 0.7675
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size     9708, 17809453 req, miss ratio 0.5398, byte miss ratio 0.5398
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size    29125, 17809453 req, miss ratio 0.3120, byte miss ratio 0.3120
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size    97083, 17809453 req, miss ratio 0.1607, byte miss ratio 0.1607
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size   194167, 17809453 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size   388334, 17809453 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_colo28.ns389 S3FIFO-0.8500-0.9000 cache size   776669, 17809453 req, miss ratio 0.0553, byte miss ratio 0.0553
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size      970, 17809453 req, miss ratio 0.8613, byte miss ratio 0.8613
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size     2912, 17809453 req, miss ratio 0.7315, byte miss ratio 0.7315
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size     9708, 17809453 req, miss ratio 0.4926, byte miss ratio 0.4926
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size    29125, 17809453 req, miss ratio 0.2758, byte miss ratio 0.2758
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size    97083, 17809453 req, miss ratio 0.1460, byte miss ratio 0.1460
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size   194167, 17809453 req, miss ratio 0.0966, byte miss ratio 0.0966
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size   388334, 17809453 req, miss ratio 0.0661, byte miss ratio 0.0661
cdn1_colo28.ns389 S3FIFO-0.6500-0.9000 cache size   776669, 17809453 req, miss ratio 0.0550, byte miss ratio 0.0550
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size      970, 17809453 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size     2912, 17809453 req, miss ratio 0.6315, byte miss ratio 0.6315
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size     9708, 17809453 req, miss ratio 0.3634, byte miss ratio 0.3634
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size    29125, 17809453 req, miss ratio 0.2167, byte miss ratio 0.2167
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size    97083, 17809453 req, miss ratio 0.1267, byte miss ratio 0.1267
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size   194167, 17809453 req, miss ratio 0.0901, byte miss ratio 0.0901
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size   388334, 17809453 req, miss ratio 0.0662, byte miss ratio 0.0662
cdn1_colo28.ns389 S3FIFO-0.0010-0.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size      970, 17809453 req, miss ratio 0.8288, byte miss ratio 0.8288
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size     2912, 17809453 req, miss ratio 0.6775, byte miss ratio 0.6775
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size     9708, 17809453 req, miss ratio 0.4137, byte miss ratio 0.4137
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size    29125, 17809453 req, miss ratio 0.2332, byte miss ratio 0.2332
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size    97083, 17809453 req, miss ratio 0.1301, byte miss ratio 0.1301
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size   194167, 17809453 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size   388334, 17809453 req, miss ratio 0.0634, byte miss ratio 0.0634
cdn1_colo28.ns389 S3FIFO-0.2500-1.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size      970, 17809453 req, miss ratio 0.8727, byte miss ratio 0.8727
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size     2912, 17809453 req, miss ratio 0.7495, byte miss ratio 0.7495
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size     9708, 17809453 req, miss ratio 0.5162, byte miss ratio 0.5162
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size    29125, 17809453 req, miss ratio 0.2931, byte miss ratio 0.2931
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size    97083, 17809453 req, miss ratio 0.1526, byte miss ratio 0.1526
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size   194167, 17809453 req, miss ratio 0.1003, byte miss ratio 0.1003
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size   388334, 17809453 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_colo28.ns389 S3FIFO-0.7500-0.9000 cache size   776669, 17809453 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size      970, 17809453 req, miss ratio 0.8262, byte miss ratio 0.8262
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size     2912, 17809453 req, miss ratio 0.6738, byte miss ratio 0.6738
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size     9708, 17809453 req, miss ratio 0.4134, byte miss ratio 0.4134
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size    29125, 17809453 req, miss ratio 0.2329, byte miss ratio 0.2329
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size    97083, 17809453 req, miss ratio 0.1302, byte miss ratio 0.1302
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size   194167, 17809453 req, miss ratio 0.0889, byte miss ratio 0.0889
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size   388334, 17809453 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_colo28.ns389 S3FIFO-0.3000-0.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size      970, 17809453 req, miss ratio 0.8173, byte miss ratio 0.8173
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size     2912, 17809453 req, miss ratio 0.6587, byte miss ratio 0.6587
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size     9708, 17809453 req, miss ratio 0.3936, byte miss ratio 0.3936
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size    29125, 17809453 req, miss ratio 0.2253, byte miss ratio 0.2253
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size    97083, 17809453 req, miss ratio 0.1275, byte miss ratio 0.1275
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size   194167, 17809453 req, miss ratio 0.0879, byte miss ratio 0.0879
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size   388334, 17809453 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_colo28.ns389 S3FIFO-0.2000-0.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size      970, 17809453 req, miss ratio 0.8623, byte miss ratio 0.8623
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size     2912, 17809453 req, miss ratio 0.7332, byte miss ratio 0.7332
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size     9708, 17809453 req, miss ratio 0.4873, byte miss ratio 0.4873
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size    29125, 17809453 req, miss ratio 0.2708, byte miss ratio 0.2708
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size    97083, 17809453 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size   194167, 17809453 req, miss ratio 0.0950, byte miss ratio 0.0950
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size   388334, 17809453 req, miss ratio 0.0654, byte miss ratio 0.0654
cdn1_colo28.ns389 S3FIFO-0.6000-1.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size      970, 17809453 req, miss ratio 0.8309, byte miss ratio 0.8309
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size     2912, 17809453 req, miss ratio 0.6816, byte miss ratio 0.6816
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size     9708, 17809453 req, miss ratio 0.4240, byte miss ratio 0.4240
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size    29125, 17809453 req, miss ratio 0.2374, byte miss ratio 0.2374
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size    97083, 17809453 req, miss ratio 0.1320, byte miss ratio 0.1320
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size   194167, 17809453 req, miss ratio 0.0896, byte miss ratio 0.0896
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size   388334, 17809453 req, miss ratio 0.0637, byte miss ratio 0.0637
cdn1_colo28.ns389 S3FIFO-0.3500-0.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size      970, 17809453 req, miss ratio 0.8729, byte miss ratio 0.8729
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size     2912, 17809453 req, miss ratio 0.7498, byte miss ratio 0.7498
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size     9708, 17809453 req, miss ratio 0.5088, byte miss ratio 0.5088
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size    29125, 17809453 req, miss ratio 0.2855, byte miss ratio 0.2855
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size    97083, 17809453 req, miss ratio 0.1491, byte miss ratio 0.1491
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size   194167, 17809453 req, miss ratio 0.0981, byte miss ratio 0.0981
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size   388334, 17809453 req, miss ratio 0.0668, byte miss ratio 0.0668
cdn1_colo28.ns389 S3FIFO-0.7000-1.9000 cache size   776669, 17809453 req, miss ratio 0.0550, byte miss ratio 0.0550
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size      970, 17809453 req, miss ratio 0.8216, byte miss ratio 0.8216
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size     2912, 17809453 req, miss ratio 0.6662, byte miss ratio 0.6662
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size     9708, 17809453 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size    29125, 17809453 req, miss ratio 0.2288, byte miss ratio 0.2288
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size    97083, 17809453 req, miss ratio 0.1288, byte miss ratio 0.1288
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size   194167, 17809453 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size   388334, 17809453 req, miss ratio 0.0634, byte miss ratio 0.0634
cdn1_colo28.ns389 S3FIFO-0.2500-0.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size      970, 17809453 req, miss ratio 0.9062, byte miss ratio 0.9062
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size     2912, 17809453 req, miss ratio 0.7954, byte miss ratio 0.7954
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size     9708, 17809453 req, miss ratio 0.5654, byte miss ratio 0.5654
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size    29125, 17809453 req, miss ratio 0.3336, byte miss ratio 0.3336
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size    97083, 17809453 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size   194167, 17809453 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size   388334, 17809453 req, miss ratio 0.0757, byte miss ratio 0.0757
cdn1_colo28.ns389 S3FIFO-0.9900-1.9000 cache size   776669, 17809453 req, miss ratio 0.0569, byte miss ratio 0.0569
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size      970, 17809453 req, miss ratio 0.8334, byte miss ratio 0.8334
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size     2912, 17809453 req, miss ratio 0.6851, byte miss ratio 0.6851
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size     9708, 17809453 req, miss ratio 0.4238, byte miss ratio 0.4238
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size    29125, 17809453 req, miss ratio 0.2373, byte miss ratio 0.2373
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size    97083, 17809453 req, miss ratio 0.1316, byte miss ratio 0.1316
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size   194167, 17809453 req, miss ratio 0.0891, byte miss ratio 0.0891
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size   388334, 17809453 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_colo28.ns389 S3FIFO-0.3000-1.9000 cache size   776669, 17809453 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size      970, 17809453 req, miss ratio 0.8783, byte miss ratio 0.8783
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size     2912, 17809453 req, miss ratio 0.7581, byte miss ratio 0.7581
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size     9708, 17809453 req, miss ratio 0.5196, byte miss ratio 0.5196
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size    29125, 17809453 req, miss ratio 0.2934, byte miss ratio 0.2934
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size    97083, 17809453 req, miss ratio 0.1523, byte miss ratio 0.1523
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size   194167, 17809453 req, miss ratio 0.1000, byte miss ratio 0.1000
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size   388334, 17809453 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_colo28.ns389 S3FIFO-0.7500-1.9000 cache size   776669, 17809453 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_colo28.ns389 S3FIFO-0.0050-0.9000 cache size      970, 17809453 req, miss ratio 0.8014, byte miss ratio 0.8014
cdn1_colo28.ns389 S3FIFO-0.0050-0.9000 cache size     2912, 17809453 req, miss ratio 0.6320, byte miss ratio 0.6320
cdn1_colo28.ns389 S3FIFO-0.0050-0.9000 cache size     9708, 17809453 req, miss ratio 0.3635, byte miss ratio 0.3635
cdn1_colo28.ns389 S3FIFO-0.0050-0.9000 cache size    29125, 17809453 req, miss ratio 0.2163, byte miss ratio 0.2163
cdn1_colo28.ns389 S3FIFO-0.0050-0.9000 cache size    97083, 17809453 req, miss ratio 0.1262, byte miss ratio 0.1262
