tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size       79, 2016895 req, miss ratio 0.3725, byte miss ratio 0.3725
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size      238, 2016895 req, miss ratio 0.3046, byte miss ratio 0.3046
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size      796, 2016895 req, miss ratio 0.2211, byte miss ratio 0.2211
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size     2389, 2016895 req, miss ratio 0.2034, byte miss ratio 0.2034
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size     7964, 2016895 req, miss ratio 0.1878, byte miss ratio 0.1878
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size    15929, 2016895 req, miss ratio 0.1742, byte miss ratio 0.1742
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size    31859, 2016895 req, miss ratio 0.1608, byte miss ratio 0.1608
tencentBlock.ns13411 S3FIFO-0.3000-0.9000 cache size    63718, 2016895 req, miss ratio 0.0512, byte miss ratio 0.0512
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size       79, 2016895 req, miss ratio 0.4088, byte miss ratio 0.4088
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size      238, 2016895 req, miss ratio 0.3150, byte miss ratio 0.3150
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size      796, 2016895 req, miss ratio 0.2141, byte miss ratio 0.2141
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size     2389, 2016895 req, miss ratio 0.2045, byte miss ratio 0.2045
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size     7964, 2016895 req, miss ratio 0.1950, byte miss ratio 0.1950
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size    15929, 2016895 req, miss ratio 0.1962, byte miss ratio 0.1962
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size    31859, 2016895 req, miss ratio 0.1614, byte miss ratio 0.1614
tencentBlock.ns13411 S3FIFO-0.4500-1.9000 cache size    63718, 2016895 req, miss ratio 0.0549, byte miss ratio 0.0549
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size       79, 2016895 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size      238, 2016895 req, miss ratio 0.2927, byte miss ratio 0.2927
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size      796, 2016895 req, miss ratio 0.2332, byte miss ratio 0.2332
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size     2389, 2016895 req, miss ratio 0.2087, byte miss ratio 0.2087
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size     7964, 2016895 req, miss ratio 0.1857, byte miss ratio 0.1857
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size    15929, 2016895 req, miss ratio 0.1704, byte miss ratio 0.1704
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size    31859, 2016895 req, miss ratio 0.1298, byte miss ratio 0.1298
tencentBlock.ns13411 S3FIFO-0.0100-0.9000 cache size    63718, 2016895 req, miss ratio 0.0449, byte miss ratio 0.0449
tencentBlock.ns13411 S3FIFO-0.0050-0.9000 cache size       79, 2016895 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13411 S3FIFO-0.0050-0.9000 cache size      238, 2016895 req, miss ratio 0.2930, byte miss ratio 0.2930
tencentBlock.ns13411 S3FIFO-0.0050-0.9000 cache size      796, 2016895 req, miss ratio 0.2401, byte miss ratio 0.2401
