cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size        9, 2245730 req, miss ratio 0.9205, byte miss ratio 0.9205
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size       28, 2245730 req, miss ratio 0.8643, byte miss ratio 0.8643
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size       96, 2245730 req, miss ratio 0.7350, byte miss ratio 0.7350
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size      289, 2245730 req, miss ratio 0.5661, byte miss ratio 0.5661
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size      964, 2245730 req, miss ratio 0.3379, byte miss ratio 0.3379
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size     1929, 2245730 req, miss ratio 0.2074, byte miss ratio 0.2074
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size     3858, 2245730 req, miss ratio 0.0959, byte miss ratio 0.0959
cdn1_colo28.ns366 S3FIFO-0.8000-1.9000 cache size     7717, 2245730 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size        9, 2245730 req, miss ratio 0.9010, byte miss ratio 0.9010
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size       28, 2245730 req, miss ratio 0.8177, byte miss ratio 0.8177
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size       96, 2245730 req, miss ratio 0.6745, byte miss ratio 0.6745
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size      289, 2245730 req, miss ratio 0.5091, byte miss ratio 0.5091
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size      964, 2245730 req, miss ratio 0.3094, byte miss ratio 0.3094
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size     1929, 2245730 req, miss ratio 0.1890, byte miss ratio 0.1890
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size     3858, 2245730 req, miss ratio 0.0832, byte miss ratio 0.0832
cdn1_colo28.ns366 S3FIFO-0.5000-0.9000 cache size     7717, 2245730 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_colo28.ns366 S3FIFO-0.9500-1.9000 cache size        9, 2245730 req, miss ratio 0.9248, byte miss ratio 0.9248
cdn1_colo28.ns366 S3FIFO-0.9500-1.9000 cache size       28, 2245730 req, miss ratio 0.8761, byte miss ratio 0.8761
cdn1_colo28.ns366 S3FIFO-0.9500-1.9000 cache size       96, 2245730 req, miss ratio 0.7616, byte miss ratio 0.7616
cdn1_colo28.ns366 S3FIFO-0.9500-1.9000 cache size      289, 2245730 req, miss ratio 0.5909, byte miss ratio 0.5909
cdn1_colo28.ns366 S3FIFO-0.9500-1.9000 cache size      964, 2245730 req, miss ratio 0.3526, byte miss ratio 0.3526
