cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size      308, 5208551 req, miss ratio 0.7831, byte miss ratio 0.7831
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size      926, 5208551 req, miss ratio 0.7045, byte miss ratio 0.7045
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size     3088, 5208551 req, miss ratio 0.5788, byte miss ratio 0.5788
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size     9265, 5208551 req, miss ratio 0.4260, byte miss ratio 0.4260
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size    30884, 5208551 req, miss ratio 0.2463, byte miss ratio 0.2463
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size    61769, 5208551 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size   123538, 5208551 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_allcolo.ns898 S3FIFO-0.0500-0.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size      308, 5208551 req, miss ratio 0.7864, byte miss ratio 0.7864
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size      926, 5208551 req, miss ratio 0.7089, byte miss ratio 0.7089
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size     3088, 5208551 req, miss ratio 0.5854, byte miss ratio 0.5854
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size     9265, 5208551 req, miss ratio 0.4350, byte miss ratio 0.4350
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size    30884, 5208551 req, miss ratio 0.2526, byte miss ratio 0.2526
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size    61769, 5208551 req, miss ratio 0.1618, byte miss ratio 0.1618
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size   123538, 5208551 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_allcolo.ns898 S3FIFO-0.0500-1.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size      308, 5208551 req, miss ratio 0.8428, byte miss ratio 0.8428
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size      926, 5208551 req, miss ratio 0.7754, byte miss ratio 0.7754
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size     3088, 5208551 req, miss ratio 0.6689, byte miss ratio 0.6689
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size     9265, 5208551 req, miss ratio 0.5300, byte miss ratio 0.5300
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size    30884, 5208551 req, miss ratio 0.3302, byte miss ratio 0.3302
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size    61769, 5208551 req, miss ratio 0.2156, byte miss ratio 0.2156
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size   123538, 5208551 req, miss ratio 0.1225, byte miss ratio 0.1225
cdn1_allcolo.ns898 S3FIFO-0.8000-0.9000 cache size   247077, 5208551 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size      308, 5208551 req, miss ratio 0.8827, byte miss ratio 0.8827
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size      926, 5208551 req, miss ratio 0.8116, byte miss ratio 0.8116
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size     3088, 5208551 req, miss ratio 0.7047, byte miss ratio 0.7047
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size     9265, 5208551 req, miss ratio 0.5593, byte miss ratio 0.5593
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size    30884, 5208551 req, miss ratio 0.3474, byte miss ratio 0.3474
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size    61769, 5208551 req, miss ratio 0.2257, byte miss ratio 0.2257
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size   123538, 5208551 req, miss ratio 0.1326, byte miss ratio 0.1326
cdn1_allcolo.ns898 S3FIFO-0.9500-1.9000 cache size   247077, 5208551 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size      308, 5208551 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size      926, 5208551 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size     3088, 5208551 req, miss ratio 0.5832, byte miss ratio 0.5832
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size     9265, 5208551 req, miss ratio 0.4335, byte miss ratio 0.4335
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size    30884, 5208551 req, miss ratio 0.2512, byte miss ratio 0.2512
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size    61769, 5208551 req, miss ratio 0.1609, byte miss ratio 0.1609
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size   123538, 5208551 req, miss ratio 0.0946, byte miss ratio 0.0946
cdn1_allcolo.ns898 S3FIFO-0.0010-1.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size      308, 5208551 req, miss ratio 0.7883, byte miss ratio 0.7883
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size      926, 5208551 req, miss ratio 0.7103, byte miss ratio 0.7103
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size     3088, 5208551 req, miss ratio 0.5856, byte miss ratio 0.5856
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size     9265, 5208551 req, miss ratio 0.4349, byte miss ratio 0.4349
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size    30884, 5208551 req, miss ratio 0.2543, byte miss ratio 0.2543
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size    61769, 5208551 req, miss ratio 0.1621, byte miss ratio 0.1621
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size   123538, 5208551 req, miss ratio 0.0972, byte miss ratio 0.0972
cdn1_allcolo.ns898 S3FIFO-0.1500-0.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size      308, 5208551 req, miss ratio 0.8473, byte miss ratio 0.8473
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size      926, 5208551 req, miss ratio 0.7806, byte miss ratio 0.7806
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size     3088, 5208551 req, miss ratio 0.6759, byte miss ratio 0.6759
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size     9265, 5208551 req, miss ratio 0.5344, byte miss ratio 0.5344
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size    30884, 5208551 req, miss ratio 0.3289, byte miss ratio 0.3289
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size    61769, 5208551 req, miss ratio 0.2118, byte miss ratio 0.2118
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size   123538, 5208551 req, miss ratio 0.1225, byte miss ratio 0.1225
cdn1_allcolo.ns898 S3FIFO-0.8000-1.9000 cache size   247077, 5208551 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size      308, 5208551 req, miss ratio 0.8149, byte miss ratio 0.8149
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size      926, 5208551 req, miss ratio 0.7429, byte miss ratio 0.7429
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size     3088, 5208551 req, miss ratio 0.6304, byte miss ratio 0.6304
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size     9265, 5208551 req, miss ratio 0.4885, byte miss ratio 0.4885
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size    30884, 5208551 req, miss ratio 0.2944, byte miss ratio 0.2944
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size    61769, 5208551 req, miss ratio 0.1883, byte miss ratio 0.1883
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size   123538, 5208551 req, miss ratio 0.1081, byte miss ratio 0.1081
cdn1_allcolo.ns898 S3FIFO-0.5000-1.9000 cache size   247077, 5208551 req, miss ratio 0.0631, byte miss ratio 0.0631
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size      308, 5208551 req, miss ratio 0.8042, byte miss ratio 0.8042
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size      926, 5208551 req, miss ratio 0.7285, byte miss ratio 0.7285
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size     3088, 5208551 req, miss ratio 0.6100, byte miss ratio 0.6100
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size     9265, 5208551 req, miss ratio 0.4651, byte miss ratio 0.4651
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size    30884, 5208551 req, miss ratio 0.2791, byte miss ratio 0.2791
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size    61769, 5208551 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size   123538, 5208551 req, miss ratio 0.1049, byte miss ratio 0.1049
cdn1_allcolo.ns898 S3FIFO-0.4000-0.9000 cache size   247077, 5208551 req, miss ratio 0.0620, byte miss ratio 0.0620
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size      308, 5208551 req, miss ratio 0.7819, byte miss ratio 0.7819
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size      926, 5208551 req, miss ratio 0.7032, byte miss ratio 0.7032
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size     3088, 5208551 req, miss ratio 0.5775, byte miss ratio 0.5775
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size     9265, 5208551 req, miss ratio 0.4247, byte miss ratio 0.4247
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size    30884, 5208551 req, miss ratio 0.2447, byte miss ratio 0.2447
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size    61769, 5208551 req, miss ratio 0.1543, byte miss ratio 0.1543
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size   123538, 5208551 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_allcolo.ns898 S3FIFO-0.0250-0.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size      308, 5208551 req, miss ratio 0.8039, byte miss ratio 0.8039
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size      926, 5208551 req, miss ratio 0.7294, byte miss ratio 0.7294
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size     3088, 5208551 req, miss ratio 0.6124, byte miss ratio 0.6124
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size     9265, 5208551 req, miss ratio 0.4682, byte miss ratio 0.4682
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size    30884, 5208551 req, miss ratio 0.2789, byte miss ratio 0.2789
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size    61769, 5208551 req, miss ratio 0.1785, byte miss ratio 0.1785
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size   123538, 5208551 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_allcolo.ns898 S3FIFO-0.3500-1.9000 cache size   247077, 5208551 req, miss ratio 0.0617, byte miss ratio 0.0617
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size      308, 5208551 req, miss ratio 0.7976, byte miss ratio 0.7976
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size      926, 5208551 req, miss ratio 0.7216, byte miss ratio 0.7216
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size     3088, 5208551 req, miss ratio 0.6019, byte miss ratio 0.6019
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size     9265, 5208551 req, miss ratio 0.4558, byte miss ratio 0.4558
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size    30884, 5208551 req, miss ratio 0.2694, byte miss ratio 0.2694
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size    61769, 5208551 req, miss ratio 0.1725, byte miss ratio 0.1725
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size   123538, 5208551 req, miss ratio 0.1003, byte miss ratio 0.1003
cdn1_allcolo.ns898 S3FIFO-0.2500-1.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size      308, 5208551 req, miss ratio 0.7911, byte miss ratio 0.7911
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size      926, 5208551 req, miss ratio 0.7135, byte miss ratio 0.7135
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size     3088, 5208551 req, miss ratio 0.5898, byte miss ratio 0.5898
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size     9265, 5208551 req, miss ratio 0.4404, byte miss ratio 0.4404
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size    30884, 5208551 req, miss ratio 0.2588, byte miss ratio 0.2588
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size    61769, 5208551 req, miss ratio 0.1657, byte miss ratio 0.1657
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size   123538, 5208551 req, miss ratio 0.0987, byte miss ratio 0.0987
cdn1_allcolo.ns898 S3FIFO-0.2000-0.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size      308, 5208551 req, miss ratio 0.7846, byte miss ratio 0.7846
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size      926, 5208551 req, miss ratio 0.7069, byte miss ratio 0.7069
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size     3088, 5208551 req, miss ratio 0.5834, byte miss ratio 0.5834
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size     9265, 5208551 req, miss ratio 0.4331, byte miss ratio 0.4331
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size    30884, 5208551 req, miss ratio 0.2504, byte miss ratio 0.2504
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size    61769, 5208551 req, miss ratio 0.1604, byte miss ratio 0.1604
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size   123538, 5208551 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_allcolo.ns898 S3FIFO-0.0100-1.9000 cache size   247077, 5208551 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size      308, 5208551 req, miss ratio 0.8232, byte miss ratio 0.8232
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size      926, 5208551 req, miss ratio 0.7536, byte miss ratio 0.7536
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size     3088, 5208551 req, miss ratio 0.6440, byte miss ratio 0.6440
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size     9265, 5208551 req, miss ratio 0.5031, byte miss ratio 0.5031
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size    30884, 5208551 req, miss ratio 0.3054, byte miss ratio 0.3054
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size    61769, 5208551 req, miss ratio 0.1954, byte miss ratio 0.1954
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size   123538, 5208551 req, miss ratio 0.1122, byte miss ratio 0.1122
cdn1_allcolo.ns898 S3FIFO-0.6000-1.9000 cache size   247077, 5208551 req, miss ratio 0.0639, byte miss ratio 0.0639
cdn1_allcolo.ns898 S3FIFO-0.9000-0.9000 cache size      308, 5208551 req, miss ratio 0.8641, byte miss ratio 0.8641
cdn1_allcolo.ns898 S3FIFO-0.9000-0.9000 cache size      926, 5208551 req, miss ratio 0.7943, byte miss ratio 0.7943
cdn1_allcolo.ns898 S3FIFO-0.9000-0.9000 cache size     3088, 5208551 req, miss ratio 0.6896, byte miss ratio 0.6896
