cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size      872, 1546004458 req, miss ratio 0.3284, byte miss ratio 0.3284
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size     2616, 1546004458 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size     8722, 1546004458 req, miss ratio 0.0432, byte miss ratio 0.0432
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size    26167, 1546004458 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size    87223, 1546004458 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size   174447, 1546004458 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size   348894, 1546004458 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1 S3FIFO-0.1500-0.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size      872, 1546004458 req, miss ratio 0.3467, byte miss ratio 0.3467
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size     2616, 1546004458 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size     8722, 1546004458 req, miss ratio 0.0440, byte miss ratio 0.0440
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size    26167, 1546004458 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size    87223, 1546004458 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size   174447, 1546004458 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size   348894, 1546004458 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1 S3FIFO-0.1500-1.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size      872, 1546004458 req, miss ratio 0.2993, byte miss ratio 0.2993
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size     2616, 1546004458 req, miss ratio 0.1270, byte miss ratio 0.1270
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size     8722, 1546004458 req, miss ratio 0.0415, byte miss ratio 0.0415
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size    26167, 1546004458 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size    87223, 1546004458 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size   174447, 1546004458 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size   348894, 1546004458 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1 S3FIFO-0.0250-0.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size      872, 1546004458 req, miss ratio 0.4646, byte miss ratio 0.4646
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size     2616, 1546004458 req, miss ratio 0.1953, byte miss ratio 0.1953
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size     8722, 1546004458 req, miss ratio 0.0614, byte miss ratio 0.0614
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size    26167, 1546004458 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size    87223, 1546004458 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size   174447, 1546004458 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size   348894, 1546004458 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns1 S3FIFO-0.7500-1.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size      872, 1546004458 req, miss ratio 0.4175, byte miss ratio 0.4175
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size     2616, 1546004458 req, miss ratio 0.1645, byte miss ratio 0.1645
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size     8722, 1546004458 req, miss ratio 0.0513, byte miss ratio 0.0513
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size    26167, 1546004458 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size    87223, 1546004458 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size   174447, 1546004458 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size   348894, 1546004458 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns1 S3FIFO-0.4500-1.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size      872, 1546004458 req, miss ratio 0.4558, byte miss ratio 0.4558
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size     2616, 1546004458 req, miss ratio 0.1853, byte miss ratio 0.1853
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size     8722, 1546004458 req, miss ratio 0.0582, byte miss ratio 0.0582
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size    26167, 1546004458 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size    87223, 1546004458 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size   174447, 1546004458 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size   348894, 1546004458 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1 S3FIFO-0.6500-0.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size      872, 1546004458 req, miss ratio 0.3791, byte miss ratio 0.3791
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size     2616, 1546004458 req, miss ratio 0.1537, byte miss ratio 0.1537
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size     8722, 1546004458 req, miss ratio 0.0482, byte miss ratio 0.0482
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size    26167, 1546004458 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size    87223, 1546004458 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size   174447, 1546004458 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size   348894, 1546004458 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns1 S3FIFO-0.3500-0.9000 cache size   697788, 1546004458 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1 S3FIFO-0.9500-0.9000 cache size      872, 1546004458 req, miss ratio 0.4669, byte miss ratio 0.4669
