tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size      356, 4232036 req, miss ratio 0.4074, byte miss ratio 0.4074
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size     1069, 4232036 req, miss ratio 0.3305, byte miss ratio 0.3305
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size     3565, 4232036 req, miss ratio 0.2587, byte miss ratio 0.2587
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size    10695, 4232036 req, miss ratio 0.2287, byte miss ratio 0.2287
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size    35650, 4232036 req, miss ratio 0.1969, byte miss ratio 0.1969
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size    71301, 4232036 req, miss ratio 0.1526, byte miss ratio 0.1526
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size   142602, 4232036 req, miss ratio 0.0989, byte miss ratio 0.0989
tencentBlock.ns15724 S3FIFO-0.1500-1.9000 cache size   285204, 4232036 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size      356, 4232036 req, miss ratio 0.4120, byte miss ratio 0.4120
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size     1069, 4232036 req, miss ratio 0.3308, byte miss ratio 0.3308
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size     3565, 4232036 req, miss ratio 0.2597, byte miss ratio 0.2597
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size    10695, 4232036 req, miss ratio 0.2295, byte miss ratio 0.2295
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size    35650, 4232036 req, miss ratio 0.1951, byte miss ratio 0.1951
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size    71301, 4232036 req, miss ratio 0.1524, byte miss ratio 0.1524
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size   142602, 4232036 req, miss ratio 0.0994, byte miss ratio 0.0994
tencentBlock.ns15724 S3FIFO-0.1000-0.9000 cache size   285204, 4232036 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size      356, 4232036 req, miss ratio 0.4363, byte miss ratio 0.4363
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size     1069, 4232036 req, miss ratio 0.3674, byte miss ratio 0.3674
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size     3565, 4232036 req, miss ratio 0.2696, byte miss ratio 0.2696
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size    10695, 4232036 req, miss ratio 0.2324, byte miss ratio 0.2324
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size    35650, 4232036 req, miss ratio 0.1999, byte miss ratio 0.1999
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size    71301, 4232036 req, miss ratio 0.1531, byte miss ratio 0.1531
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size   142602, 4232036 req, miss ratio 0.1018, byte miss ratio 0.1018
tencentBlock.ns15724 S3FIFO-0.0050-1.9000 cache size   285204, 4232036 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size      356, 4232036 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size     1069, 4232036 req, miss ratio 0.3387, byte miss ratio 0.3387
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size     3565, 4232036 req, miss ratio 0.2600, byte miss ratio 0.2600
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size    10695, 4232036 req, miss ratio 0.2316, byte miss ratio 0.2316
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size    35650, 4232036 req, miss ratio 0.1931, byte miss ratio 0.1931
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size    71301, 4232036 req, miss ratio 0.1515, byte miss ratio 0.1515
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size   142602, 4232036 req, miss ratio 0.0999, byte miss ratio 0.0999
tencentBlock.ns15724 S3FIFO-0.0500-0.9000 cache size   285204, 4232036 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns15724 S3FIFO-0.2500-1.9000 cache size      356, 4232036 req, miss ratio 0.4049, byte miss ratio 0.4049
tencentBlock.ns15724 S3FIFO-0.2500-1.9000 cache size     1069, 4232036 req, miss ratio 0.3368, byte miss ratio 0.3368
tencentBlock.ns15724 S3FIFO-0.2500-1.9000 cache size     3565, 4232036 req, miss ratio 0.2573, byte miss ratio 0.2573
tencentBlock.ns15724 S3FIFO-0.2500-1.9000 cache size    10695, 4232036 req, miss ratio 0.2367, byte miss ratio 0.2367
