cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size        6, 2198802 req, miss ratio 0.3683, byte miss ratio 0.3683
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size       22, 2198802 req, miss ratio 0.2846, byte miss ratio 0.2846
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size       66, 2198802 req, miss ratio 0.1835, byte miss ratio 0.1835
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size      221, 2198802 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size      442, 2198802 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size      885, 2198802 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1453 S3FIFO-0.2500-1.9000 cache size     1770, 2198802 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size        6, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size       22, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size       66, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size      221, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size      442, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size      885, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.0010-1.9000 cache size     1770, 2198802 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size        6, 2198802 req, miss ratio 0.4111, byte miss ratio 0.4111
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size       22, 2198802 req, miss ratio 0.3017, byte miss ratio 0.3017
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size       66, 2198802 req, miss ratio 0.1977, byte miss ratio 0.1977
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size      221, 2198802 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size      442, 2198802 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size      885, 2198802 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns1453 S3FIFO-0.6000-1.9000 cache size     1770, 2198802 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size        6, 2198802 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size       22, 2198802 req, miss ratio 0.2721, byte miss ratio 0.2721
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size       66, 2198802 req, miss ratio 0.1679, byte miss ratio 0.1679
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size      221, 2198802 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size      442, 2198802 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size      885, 2198802 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1453 S3FIFO-0.1500-0.9000 cache size     1770, 2198802 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size        6, 2198802 req, miss ratio 0.4419, byte miss ratio 0.4419
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size       22, 2198802 req, miss ratio 0.3155, byte miss ratio 0.3155
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size       66, 2198802 req, miss ratio 0.2015, byte miss ratio 0.2015
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size      221, 2198802 req, miss ratio 0.0422, byte miss ratio 0.0422
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size      442, 2198802 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size      885, 2198802 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_colo28.ns1453 S3FIFO-0.8000-1.9000 cache size     1770, 2198802 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size        6, 2198802 req, miss ratio 0.3793, byte miss ratio 0.3793
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size       22, 2198802 req, miss ratio 0.2854, byte miss ratio 0.2854
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size       66, 2198802 req, miss ratio 0.1922, byte miss ratio 0.1922
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size      221, 2198802 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size      442, 2198802 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size      885, 2198802 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns1453 S3FIFO-0.4500-0.9000 cache size     1770, 2198802 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1453 S3FIFO-0.3000-1.9000 cache size        6, 2198802 req, miss ratio 0.3683, byte miss ratio 0.3683
cdn1_colo28.ns1453 S3FIFO-0.3000-1.9000 cache size       22, 2198802 req, miss ratio 0.2866, byte miss ratio 0.2866
cdn1_colo28.ns1453 S3FIFO-0.3000-1.9000 cache size       66, 2198802 req, miss ratio 0.1869, byte miss ratio 0.1869
cdn1_colo28.ns1453 S3FIFO-0.3000-1.9000 cache size      221, 2198802 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_colo28.ns1453 S3FIFO-0.3000-1.9000 cache size      442, 2198802 req, miss ratio 0.0107, byte miss ratio 0.0107
