tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size     1427, 18755784 req, miss ratio 0.6742, byte miss ratio 0.6742
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size     4281, 18755784 req, miss ratio 0.5387, byte miss ratio 0.5387
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size    14270, 18755784 req, miss ratio 0.3927, byte miss ratio 0.3927
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size    42812, 18755784 req, miss ratio 0.2744, byte miss ratio 0.2744
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size   142707, 18755784 req, miss ratio 0.1610, byte miss ratio 0.1610
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size   285414, 18755784 req, miss ratio 0.1208, byte miss ratio 0.1208
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size   570828, 18755784 req, miss ratio 0.0950, byte miss ratio 0.0950
tencentBlock.ns6528 S3FIFO-0.9900-0.9000 cache size  1141656, 18755784 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size     1427, 18755784 req, miss ratio 0.6024, byte miss ratio 0.6024
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size     4281, 18755784 req, miss ratio 0.4280, byte miss ratio 0.4280
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size    14270, 18755784 req, miss ratio 0.3233, byte miss ratio 0.3233
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size    42812, 18755784 req, miss ratio 0.2216, byte miss ratio 0.2216
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size   142707, 18755784 req, miss ratio 0.1221, byte miss ratio 0.1221
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size   285414, 18755784 req, miss ratio 0.0982, byte miss ratio 0.0982
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size   570828, 18755784 req, miss ratio 0.0823, byte miss ratio 0.0823
tencentBlock.ns6528 S3FIFO-0.0250-0.9000 cache size  1141656, 18755784 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size     1427, 18755784 req, miss ratio 0.6080, byte miss ratio 0.6080
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size     4281, 18755784 req, miss ratio 0.5041, byte miss ratio 0.5041
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size    14270, 18755784 req, miss ratio 0.3359, byte miss ratio 0.3359
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size    42812, 18755784 req, miss ratio 0.2512, byte miss ratio 0.2512
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size   142707, 18755784 req, miss ratio 0.1330, byte miss ratio 0.1330
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size   285414, 18755784 req, miss ratio 0.1053, byte miss ratio 0.1053
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size   570828, 18755784 req, miss ratio 0.0834, byte miss ratio 0.0834
tencentBlock.ns6528 S3FIFO-0.5500-1.9000 cache size  1141656, 18755784 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size     1427, 18755784 req, miss ratio 0.6394, byte miss ratio 0.6394
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size     4281, 18755784 req, miss ratio 0.5256, byte miss ratio 0.5256
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size    14270, 18755784 req, miss ratio 0.3615, byte miss ratio 0.3615
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size    42812, 18755784 req, miss ratio 0.2627, byte miss ratio 0.2627
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size   142707, 18755784 req, miss ratio 0.1506, byte miss ratio 0.1506
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size   285414, 18755784 req, miss ratio 0.1112, byte miss ratio 0.1112
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size   570828, 18755784 req, miss ratio 0.0889, byte miss ratio 0.0889
tencentBlock.ns6528 S3FIFO-0.8000-1.9000 cache size  1141656, 18755784 req, miss ratio 0.0775, byte miss ratio 0.0775
tencentBlock.ns6528 S3FIFO-0.9000-0.9000 cache size     1427, 18755784 req, miss ratio 0.6551, byte miss ratio 0.6551
tencentBlock.ns6528 S3FIFO-0.9000-0.9000 cache size     4281, 18755784 req, miss ratio 0.5297, byte miss ratio 0.5297
