cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size       78, 2142554 req, miss ratio 0.3254, byte miss ratio 0.3254
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size      235, 2142554 req, miss ratio 0.2706, byte miss ratio 0.2706
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size      784, 2142554 req, miss ratio 0.2066, byte miss ratio 0.2066
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size     2354, 2142554 req, miss ratio 0.1471, byte miss ratio 0.1471
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size     7849, 2142554 req, miss ratio 0.0880, byte miss ratio 0.0880
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size    15698, 2142554 req, miss ratio 0.0625, byte miss ratio 0.0625
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size    31396, 2142554 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_colo28.ns642 S3FIFO-0.2500-0.9000 cache size    62792, 2142554 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size       78, 2142554 req, miss ratio 0.3460, byte miss ratio 0.3460
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size      235, 2142554 req, miss ratio 0.2951, byte miss ratio 0.2951
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size      784, 2142554 req, miss ratio 0.2311, byte miss ratio 0.2311
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size     2354, 2142554 req, miss ratio 0.1689, byte miss ratio 0.1689
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size     7849, 2142554 req, miss ratio 0.1058, byte miss ratio 0.1058
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size    15698, 2142554 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size    31396, 2142554 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_colo28.ns642 S3FIFO-0.9000-0.9000 cache size    62792, 2142554 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size       78, 2142554 req, miss ratio 0.3228, byte miss ratio 0.3228
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size      235, 2142554 req, miss ratio 0.2678, byte miss ratio 0.2678
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size      784, 2142554 req, miss ratio 0.2039, byte miss ratio 0.2039
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size     2354, 2142554 req, miss ratio 0.1447, byte miss ratio 0.1447
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size     7849, 2142554 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size    15698, 2142554 req, miss ratio 0.0608, byte miss ratio 0.0608
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size    31396, 2142554 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_colo28.ns642 S3FIFO-0.1500-0.9000 cache size    62792, 2142554 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_colo28.ns642 S3FIFO-0.7500-0.9000 cache size       78, 2142554 req, miss ratio 0.3413, byte miss ratio 0.3413
cdn1_colo28.ns642 S3FIFO-0.7500-0.9000 cache size      235, 2142554 req, miss ratio 0.2887, byte miss ratio 0.2887
cdn1_colo28.ns642 S3FIFO-0.7500-0.9000 cache size      784, 2142554 req, miss ratio 0.2244, byte miss ratio 0.2244
cdn1_colo28.ns642 S3FIFO-0.7500-0.9000 cache size     2354, 2142554 req, miss ratio 0.1627, byte miss ratio 0.1627
cdn1_colo28.ns642 S3FIFO-0.7500-0.9000 cache size     7849, 2142554 req, miss ratio 0.1007, byte miss ratio 0.1007
