cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size       28, 28549848 req, miss ratio 0.2690, byte miss ratio 0.2690
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size       86, 28549848 req, miss ratio 0.1561, byte miss ratio 0.1561
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size      287, 28549848 req, miss ratio 0.0680, byte miss ratio 0.0680
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size      861, 28549848 req, miss ratio 0.0256, byte miss ratio 0.0256
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size     2871, 28549848 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size     5742, 28549848 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size    11484, 28549848 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns95 S3FIFO-0.5500-0.9000 cache size    22969, 28549848 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size       28, 28549848 req, miss ratio 0.2447, byte miss ratio 0.2447
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size       86, 28549848 req, miss ratio 0.1389, byte miss ratio 0.1389
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size      287, 28549848 req, miss ratio 0.0584, byte miss ratio 0.0584
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size      861, 28549848 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size     2871, 28549848 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size     5742, 28549848 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size    11484, 28549848 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns95 S3FIFO-0.2500-1.9000 cache size    22969, 28549848 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size       28, 28549848 req, miss ratio 0.2905, byte miss ratio 0.2905
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size       86, 28549848 req, miss ratio 0.1682, byte miss ratio 0.1682
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size      287, 28549848 req, miss ratio 0.0734, byte miss ratio 0.0734
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size      861, 28549848 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size     2871, 28549848 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size     5742, 28549848 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size    11484, 28549848 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns95 S3FIFO-0.7000-1.9000 cache size    22969, 28549848 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size       28, 28549848 req, miss ratio 0.2775, byte miss ratio 0.2775
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size       86, 28549848 req, miss ratio 0.1610, byte miss ratio 0.1610
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size      287, 28549848 req, miss ratio 0.0698, byte miss ratio 0.0698
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size      861, 28549848 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size     2871, 28549848 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size     5742, 28549848 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size    11484, 28549848 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns95 S3FIFO-0.6000-1.9000 cache size    22969, 28549848 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns95 S3FIFO-0.0500-1.9000 cache size       28, 28549848 req, miss ratio 0.2275, byte miss ratio 0.2275
cdn1_allcolo.ns95 S3FIFO-0.0500-1.9000 cache size       86, 28549848 req, miss ratio 0.1284, byte miss ratio 0.1284
