tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size      145, 4637017 req, miss ratio 0.3393, byte miss ratio 0.3393
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size      436, 4637017 req, miss ratio 0.2672, byte miss ratio 0.2672
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size     1453, 4637017 req, miss ratio 0.2035, byte miss ratio 0.2035
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size     4360, 4637017 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size    14536, 4637017 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size    29073, 4637017 req, miss ratio 0.0840, byte miss ratio 0.0840
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size    58146, 4637017 req, miss ratio 0.0553, byte miss ratio 0.0553
tencentBlock.ns4579 S3FIFO-0.0100-1.9000 cache size   116292, 4637017 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size      145, 4637017 req, miss ratio 0.4363, byte miss ratio 0.4363
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size      436, 4637017 req, miss ratio 0.2847, byte miss ratio 0.2847
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size     1453, 4637017 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size     4360, 4637017 req, miss ratio 0.1804, byte miss ratio 0.1804
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size    14536, 4637017 req, miss ratio 0.1357, byte miss ratio 0.1357
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size    29073, 4637017 req, miss ratio 0.0853, byte miss ratio 0.0853
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size    58146, 4637017 req, miss ratio 0.0554, byte miss ratio 0.0554
tencentBlock.ns4579 S3FIFO-0.9000-1.9000 cache size   116292, 4637017 req, miss ratio 0.0341, byte miss ratio 0.0341
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size      145, 4637017 req, miss ratio 0.3320, byte miss ratio 0.3320
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size      436, 4637017 req, miss ratio 0.2463, byte miss ratio 0.2463
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size     1453, 4637017 req, miss ratio 0.1911, byte miss ratio 0.1911
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size     4360, 4637017 req, miss ratio 0.1603, byte miss ratio 0.1603
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size    14536, 4637017 req, miss ratio 0.1322, byte miss ratio 0.1322
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size    29073, 4637017 req, miss ratio 0.0831, byte miss ratio 0.0831
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size    58146, 4637017 req, miss ratio 0.0517, byte miss ratio 0.0517
tencentBlock.ns4579 S3FIFO-0.1500-1.9000 cache size   116292, 4637017 req, miss ratio 0.0340, byte miss ratio 0.0340
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size      145, 4637017 req, miss ratio 0.3635, byte miss ratio 0.3635
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size      436, 4637017 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size     1453, 4637017 req, miss ratio 0.1957, byte miss ratio 0.1957
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size     4360, 4637017 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size    14536, 4637017 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size    29073, 4637017 req, miss ratio 0.0829, byte miss ratio 0.0829
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size    58146, 4637017 req, miss ratio 0.0494, byte miss ratio 0.0494
tencentBlock.ns4579 S3FIFO-0.3500-1.9000 cache size   116292, 4637017 req, miss ratio 0.0333, byte miss ratio 0.0333
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size      145, 4637017 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size      436, 4637017 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size     1453, 4637017 req, miss ratio 0.2198, byte miss ratio 0.2198
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size     4360, 4637017 req, miss ratio 0.1810, byte miss ratio 0.1810
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size    14536, 4637017 req, miss ratio 0.1307, byte miss ratio 0.1307
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size    29073, 4637017 req, miss ratio 0.0850, byte miss ratio 0.0850
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size    58146, 4637017 req, miss ratio 0.0558, byte miss ratio 0.0558
tencentBlock.ns4579 S3FIFO-0.0010-1.9000 cache size   116292, 4637017 req, miss ratio 0.0378, byte miss ratio 0.0378
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size      145, 4637017 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size      436, 4637017 req, miss ratio 0.2693, byte miss ratio 0.2693
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size     1453, 4637017 req, miss ratio 0.2109, byte miss ratio 0.2109
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size     4360, 4637017 req, miss ratio 0.1654, byte miss ratio 0.1654
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size    14536, 4637017 req, miss ratio 0.1274, byte miss ratio 0.1274
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size    29073, 4637017 req, miss ratio 0.0841, byte miss ratio 0.0841
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size    58146, 4637017 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns4579 S3FIFO-0.0050-1.9000 cache size   116292, 4637017 req, miss ratio 0.0377, byte miss ratio 0.0377
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size      145, 4637017 req, miss ratio 0.3499, byte miss ratio 0.3499
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size      436, 4637017 req, miss ratio 0.2510, byte miss ratio 0.2510
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size     1453, 4637017 req, miss ratio 0.1938, byte miss ratio 0.1938
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size     4360, 4637017 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size    14536, 4637017 req, miss ratio 0.1339, byte miss ratio 0.1339
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size    29073, 4637017 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size    58146, 4637017 req, miss ratio 0.0497, byte miss ratio 0.0497
tencentBlock.ns4579 S3FIFO-0.3000-1.9000 cache size   116292, 4637017 req, miss ratio 0.0332, byte miss ratio 0.0332
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size      145, 4637017 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size      436, 4637017 req, miss ratio 0.2684, byte miss ratio 0.2684
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size     1453, 4637017 req, miss ratio 0.2107, byte miss ratio 0.2107
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size     4360, 4637017 req, miss ratio 0.1652, byte miss ratio 0.1652
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size    14536, 4637017 req, miss ratio 0.1432, byte miss ratio 0.1432
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size    29073, 4637017 req, miss ratio 0.0840, byte miss ratio 0.0840
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size    58146, 4637017 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns4579 S3FIFO-0.0050-0.9000 cache size   116292, 4637017 req, miss ratio 0.0377, byte miss ratio 0.0377
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size      145, 4637017 req, miss ratio 0.4288, byte miss ratio 0.4288
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size      436, 4637017 req, miss ratio 0.2794, byte miss ratio 0.2794
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size     1453, 4637017 req, miss ratio 0.2142, byte miss ratio 0.2142
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size     4360, 4637017 req, miss ratio 0.1795, byte miss ratio 0.1795
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size    14536, 4637017 req, miss ratio 0.1360, byte miss ratio 0.1360
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size    29073, 4637017 req, miss ratio 0.0866, byte miss ratio 0.0866
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size    58146, 4637017 req, miss ratio 0.0544, byte miss ratio 0.0544
tencentBlock.ns4579 S3FIFO-0.8500-0.9000 cache size   116292, 4637017 req, miss ratio 0.0341, byte miss ratio 0.0341
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size      145, 4637017 req, miss ratio 0.3339, byte miss ratio 0.3339
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size      436, 4637017 req, miss ratio 0.2592, byte miss ratio 0.2592
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size     1453, 4637017 req, miss ratio 0.1937, byte miss ratio 0.1937
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size     4360, 4637017 req, miss ratio 0.1607, byte miss ratio 0.1607
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size    14536, 4637017 req, miss ratio 0.1419, byte miss ratio 0.1419
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size    29073, 4637017 req, miss ratio 0.0834, byte miss ratio 0.0834
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size    58146, 4637017 req, miss ratio 0.0548, byte miss ratio 0.0548
tencentBlock.ns4579 S3FIFO-0.0250-0.9000 cache size   116292, 4637017 req, miss ratio 0.0368, byte miss ratio 0.0368
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size      145, 4637017 req, miss ratio 0.3315, byte miss ratio 0.3315
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size      436, 4637017 req, miss ratio 0.2502, byte miss ratio 0.2502
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size     1453, 4637017 req, miss ratio 0.1919, byte miss ratio 0.1919
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size     4360, 4637017 req, miss ratio 0.1596, byte miss ratio 0.1596
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size    14536, 4637017 req, miss ratio 0.1419, byte miss ratio 0.1419
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size    29073, 4637017 req, miss ratio 0.0831, byte miss ratio 0.0831
tencentBlock.ns4579 S3FIFO-0.0500-0.9000 cache size    58146, 4637017 req, miss ratio 0.0541, byte miss ratio 0.0541
