cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size        8, 1378797 req, miss ratio 0.3477, byte miss ratio 0.3477
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size       25, 1378797 req, miss ratio 0.2861, byte miss ratio 0.2861
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size       84, 1378797 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size      252, 1378797 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size      842, 1378797 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size     1684, 1378797 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size     3369, 1378797 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns5971 S3FIFO-0.2000-1.9000 cache size     6738, 1378797 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size        8, 1378797 req, miss ratio 0.3698, byte miss ratio 0.3698
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size       25, 1378797 req, miss ratio 0.3156, byte miss ratio 0.3156
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size       84, 1378797 req, miss ratio 0.2014, byte miss ratio 0.2014
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size      252, 1378797 req, miss ratio 0.0769, byte miss ratio 0.0769
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size      842, 1378797 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size     1684, 1378797 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size     3369, 1378797 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns5971 S3FIFO-0.7000-1.9000 cache size     6738, 1378797 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size        8, 1378797 req, miss ratio 0.3749, byte miss ratio 0.3749
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size       25, 1378797 req, miss ratio 0.3181, byte miss ratio 0.3181
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size       84, 1378797 req, miss ratio 0.2047, byte miss ratio 0.2047
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size      252, 1378797 req, miss ratio 0.0793, byte miss ratio 0.0793
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size      842, 1378797 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size     1684, 1378797 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size     3369, 1378797 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns5971 S3FIFO-0.7500-1.9000 cache size     6738, 1378797 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size        8, 1378797 req, miss ratio 0.3440, byte miss ratio 0.3440
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size       25, 1378797 req, miss ratio 0.2759, byte miss ratio 0.2759
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size       84, 1378797 req, miss ratio 0.1630, byte miss ratio 0.1630
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size      252, 1378797 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size      842, 1378797 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size     1684, 1378797 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size     3369, 1378797 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns5971 S3FIFO-0.1500-0.9000 cache size     6738, 1378797 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size        8, 1378797 req, miss ratio 0.3440, byte miss ratio 0.3440
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size       25, 1378797 req, miss ratio 0.2803, byte miss ratio 0.2803
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size       84, 1378797 req, miss ratio 0.1664, byte miss ratio 0.1664
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size      252, 1378797 req, miss ratio 0.0541, byte miss ratio 0.0541
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size      842, 1378797 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size     1684, 1378797 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size     3369, 1378797 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns5971 S3FIFO-0.2000-0.9000 cache size     6738, 1378797 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size        8, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size       25, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size       84, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size      252, 1378797 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size      842, 1378797 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size     1684, 1378797 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size     3369, 1378797 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns5971 S3FIFO-0.0100-0.9000 cache size     6738, 1378797 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size        8, 1378797 req, miss ratio 0.3734, byte miss ratio 0.3734
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size       25, 1378797 req, miss ratio 0.3226, byte miss ratio 0.3226
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size       84, 1378797 req, miss ratio 0.2122, byte miss ratio 0.2122
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size      252, 1378797 req, miss ratio 0.0856, byte miss ratio 0.0856
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size      842, 1378797 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size     1684, 1378797 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size     3369, 1378797 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns5971 S3FIFO-0.8500-0.9000 cache size     6738, 1378797 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns5971 S3FIFO-0.0100-1.9000 cache size        8, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-1.9000 cache size       25, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-1.9000 cache size       84, 1378797 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns5971 S3FIFO-0.0100-1.9000 cache size      252, 1378797 req, miss ratio 0.0490, byte miss ratio 0.0490
