cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size        6, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size       22, 1715970 req, miss ratio 0.6702, byte miss ratio 0.6702
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size       67, 1715970 req, miss ratio 0.4977, byte miss ratio 0.4977
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size      224, 1715970 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size      449, 1715970 req, miss ratio 0.0235, byte miss ratio 0.0235
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size      898, 1715970 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_colo28.ns802 S3FIFO-0.1500-0.9000 cache size     1797, 1715970 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size        6, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size       22, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size       67, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size      224, 1715970 req, miss ratio 0.0369, byte miss ratio 0.0369
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size      449, 1715970 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size      898, 1715970 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_colo28.ns802 S3FIFO-0.0050-0.9000 cache size     1797, 1715970 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size        6, 1715970 req, miss ratio 0.8889, byte miss ratio 0.8889
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size       22, 1715970 req, miss ratio 0.7358, byte miss ratio 0.7358
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size       67, 1715970 req, miss ratio 0.5536, byte miss ratio 0.5536
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size      224, 1715970 req, miss ratio 0.0820, byte miss ratio 0.0820
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size      449, 1715970 req, miss ratio 0.0308, byte miss ratio 0.0308
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size      898, 1715970 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns802 S3FIFO-0.7000-0.9000 cache size     1797, 1715970 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size        6, 1715970 req, miss ratio 0.9095, byte miss ratio 0.9095
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size       22, 1715970 req, miss ratio 0.7624, byte miss ratio 0.7624
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size       67, 1715970 req, miss ratio 0.5660, byte miss ratio 0.5660
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size      224, 1715970 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size      449, 1715970 req, miss ratio 0.0338, byte miss ratio 0.0338
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size      898, 1715970 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_colo28.ns802 S3FIFO-0.8500-1.9000 cache size     1797, 1715970 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_colo28.ns802 S3FIFO-0.0010-0.9000 cache size        6, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns802 S3FIFO-0.0010-0.9000 cache size       22, 1715970 req, miss ratio 1.0000, byte miss ratio 1.0000
