tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size      285, 2835993 req, miss ratio 0.5981, byte miss ratio 0.5981
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size      855, 2835993 req, miss ratio 0.4789, byte miss ratio 0.4789
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size     2850, 2835993 req, miss ratio 0.4279, byte miss ratio 0.4279
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size     8552, 2835993 req, miss ratio 0.3990, byte miss ratio 0.3990
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size    28508, 2835993 req, miss ratio 0.3505, byte miss ratio 0.3505
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size    57017, 2835993 req, miss ratio 0.2950, byte miss ratio 0.2950
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size   114034, 2835993 req, miss ratio 0.1965, byte miss ratio 0.1965
tencentBlock.ns2454 S3FIFO-0.9500-1.9000 cache size   228068, 2835993 req, miss ratio 0.1216, byte miss ratio 0.1216
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size      285, 2835993 req, miss ratio 0.4637, byte miss ratio 0.4637
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size      855, 2835993 req, miss ratio 0.4364, byte miss ratio 0.4364
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size     2850, 2835993 req, miss ratio 0.3990, byte miss ratio 0.3990
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size     8552, 2835993 req, miss ratio 0.3744, byte miss ratio 0.3744
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size    28508, 2835993 req, miss ratio 0.3547, byte miss ratio 0.3547
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size    57017, 2835993 req, miss ratio 0.2978, byte miss ratio 0.2978
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size   114034, 2835993 req, miss ratio 0.1826, byte miss ratio 0.1826
tencentBlock.ns2454 S3FIFO-0.5500-0.9000 cache size   228068, 2835993 req, miss ratio 0.1070, byte miss ratio 0.1070
tencentBlock.ns2454 S3FIFO-0.8500-1.9000 cache size      285, 2835993 req, miss ratio 0.5639, byte miss ratio 0.5639
