cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size       17, 1381005 req, miss ratio 0.1126, byte miss ratio 0.1126
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size       53, 1381005 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size      177, 1381005 req, miss ratio 0.0595, byte miss ratio 0.0595
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size      531, 1381005 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size     1770, 1381005 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size     3541, 1381005 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size     7083, 1381005 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns3797 S3FIFO-0.6500-0.9000 cache size    14166, 1381005 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size       17, 1381005 req, miss ratio 0.1292, byte miss ratio 0.1292
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size       53, 1381005 req, miss ratio 0.0828, byte miss ratio 0.0828
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size      177, 1381005 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size      531, 1381005 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size     1770, 1381005 req, miss ratio 0.0404, byte miss ratio 0.0404
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size     3541, 1381005 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size     7083, 1381005 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_allcolo.ns3797 S3FIFO-0.9000-0.9000 cache size    14166, 1381005 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size       17, 1381005 req, miss ratio 0.1077, byte miss ratio 0.1077
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size       53, 1381005 req, miss ratio 0.0705, byte miss ratio 0.0705
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size      177, 1381005 req, miss ratio 0.0590, byte miss ratio 0.0590
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size      531, 1381005 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size     1770, 1381005 req, miss ratio 0.0375, byte miss ratio 0.0375
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size     3541, 1381005 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size     7083, 1381005 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_allcolo.ns3797 S3FIFO-0.6000-0.9000 cache size    14166, 1381005 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size       17, 1381005 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size       53, 1381005 req, miss ratio 0.0703, byte miss ratio 0.0703
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size      177, 1381005 req, miss ratio 0.0589, byte miss ratio 0.0589
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size      531, 1381005 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size     1770, 1381005 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size     3541, 1381005 req, miss ratio 0.0280, byte miss ratio 0.0280
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size     7083, 1381005 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns3797 S3FIFO-0.5500-1.9000 cache size    14166, 1381005 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size       17, 1381005 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size       53, 1381005 req, miss ratio 0.0698, byte miss ratio 0.0698
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size      177, 1381005 req, miss ratio 0.0580, byte miss ratio 0.0580
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size      531, 1381005 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size     1770, 1381005 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size     3541, 1381005 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size     7083, 1381005 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_allcolo.ns3797 S3FIFO-0.0250-1.9000 cache size    14166, 1381005 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns3797 S3FIFO-0.8500-1.9000 cache size       17, 1381005 req, miss ratio 0.1252, byte miss ratio 0.1252
cdn1_allcolo.ns3797 S3FIFO-0.8500-1.9000 cache size       53, 1381005 req, miss ratio 0.0805, byte miss ratio 0.0805
cdn1_allcolo.ns3797 S3FIFO-0.8500-1.9000 cache size      177, 1381005 req, miss ratio 0.0625, byte miss ratio 0.0625
cdn1_allcolo.ns3797 S3FIFO-0.8500-1.9000 cache size      531, 1381005 req, miss ratio 0.0522, byte miss ratio 0.0522
cdn1_allcolo.ns3797 S3FIFO-0.8500-1.9000 cache size     1770, 1381005 req, miss ratio 0.0398, byte miss ratio 0.0398
