tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size      221, 3575689 req, miss ratio 0.8841, byte miss ratio 0.8841
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size      663, 3575689 req, miss ratio 0.8841, byte miss ratio 0.8841
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size     2210, 3575689 req, miss ratio 0.7092, byte miss ratio 0.7092
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size     6632, 3575689 req, miss ratio 0.3225, byte miss ratio 0.3225
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size    22109, 3575689 req, miss ratio 0.2123, byte miss ratio 0.2123
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size    44219, 3575689 req, miss ratio 0.1678, byte miss ratio 0.1678
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size    88438, 3575689 req, miss ratio 0.1000, byte miss ratio 0.1000
tencentBlock.ns11841 S3FIFO-0.5500-1.9000 cache size   176877, 3575689 req, miss ratio 0.0646, byte miss ratio 0.0646
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size      221, 3575689 req, miss ratio 0.8685, byte miss ratio 0.8685
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size      663, 3575689 req, miss ratio 0.7793, byte miss ratio 0.7793
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size     2210, 3575689 req, miss ratio 0.5759, byte miss ratio 0.5759
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size     6632, 3575689 req, miss ratio 0.3034, byte miss ratio 0.3034
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size    22109, 3575689 req, miss ratio 0.1883, byte miss ratio 0.1883
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size    44219, 3575689 req, miss ratio 0.1554, byte miss ratio 0.1554
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size    88438, 3575689 req, miss ratio 0.0890, byte miss ratio 0.0890
tencentBlock.ns11841 S3FIFO-0.0050-0.9000 cache size   176877, 3575689 req, miss ratio 0.0621, byte miss ratio 0.0621
tencentBlock.ns11841 S3FIFO-0.0050-1.9000 cache size      221, 3575689 req, miss ratio 0.8678, byte miss ratio 0.8678
tencentBlock.ns11841 S3FIFO-0.0050-1.9000 cache size      663, 3575689 req, miss ratio 0.8278, byte miss ratio 0.8278
tencentBlock.ns11841 S3FIFO-0.0050-1.9000 cache size     2210, 3575689 req, miss ratio 0.5847, byte miss ratio 0.5847
