tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size     2188, 53308802 req, miss ratio 0.7864, byte miss ratio 0.7864
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size     6565, 53308802 req, miss ratio 0.6761, byte miss ratio 0.6761
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size    21884, 53308802 req, miss ratio 0.5731, byte miss ratio 0.5731
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size    65652, 53308802 req, miss ratio 0.4578, byte miss ratio 0.4578
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size   218842, 53308802 req, miss ratio 0.2496, byte miss ratio 0.2496
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size   437685, 53308802 req, miss ratio 0.1532, byte miss ratio 0.1532
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size   875370, 53308802 req, miss ratio 0.0774, byte miss ratio 0.0774
tencentBlock.ns2075 S3FIFO-0.8000-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0445, byte miss ratio 0.0445
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size     2188, 53308802 req, miss ratio 0.7728, byte miss ratio 0.7728
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size     6565, 53308802 req, miss ratio 0.6602, byte miss ratio 0.6602
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size    21884, 53308802 req, miss ratio 0.5519, byte miss ratio 0.5519
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size    65652, 53308802 req, miss ratio 0.4469, byte miss ratio 0.4469
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size   218842, 53308802 req, miss ratio 0.2309, byte miss ratio 0.2309
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size   437685, 53308802 req, miss ratio 0.1374, byte miss ratio 0.1374
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size   875370, 53308802 req, miss ratio 0.0680, byte miss ratio 0.0680
tencentBlock.ns2075 S3FIFO-0.5000-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0431, byte miss ratio 0.0431
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size     2188, 53308802 req, miss ratio 0.7843, byte miss ratio 0.7843
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size     6565, 53308802 req, miss ratio 0.7025, byte miss ratio 0.7025
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size    21884, 53308802 req, miss ratio 0.5886, byte miss ratio 0.5886
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size    65652, 53308802 req, miss ratio 0.4436, byte miss ratio 0.4436
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size   218842, 53308802 req, miss ratio 0.2304, byte miss ratio 0.2304
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size   437685, 53308802 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size   875370, 53308802 req, miss ratio 0.0607, byte miss ratio 0.0607
tencentBlock.ns2075 S3FIFO-0.0100-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0426, byte miss ratio 0.0426
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size     2188, 53308802 req, miss ratio 0.7747, byte miss ratio 0.7747
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size     6565, 53308802 req, miss ratio 0.6619, byte miss ratio 0.6619
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size    21884, 53308802 req, miss ratio 0.5426, byte miss ratio 0.5426
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size    65652, 53308802 req, miss ratio 0.4305, byte miss ratio 0.4305
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size   218842, 53308802 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size   437685, 53308802 req, miss ratio 0.1295, byte miss ratio 0.1295
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size   875370, 53308802 req, miss ratio 0.0615, byte miss ratio 0.0615
tencentBlock.ns2075 S3FIFO-0.3000-0.9000 cache size  1750741, 53308802 req, miss ratio 0.0422, byte miss ratio 0.0422
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size     2188, 53308802 req, miss ratio 0.7752, byte miss ratio 0.7752
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size     6565, 53308802 req, miss ratio 0.6722, byte miss ratio 0.6722
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size    21884, 53308802 req, miss ratio 0.5474, byte miss ratio 0.5474
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size    65652, 53308802 req, miss ratio 0.4293, byte miss ratio 0.4293
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size   218842, 53308802 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size   437685, 53308802 req, miss ratio 0.1289, byte miss ratio 0.1289
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size   875370, 53308802 req, miss ratio 0.0614, byte miss ratio 0.0614
tencentBlock.ns2075 S3FIFO-0.1500-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0423, byte miss ratio 0.0423
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size     2188, 53308802 req, miss ratio 0.7777, byte miss ratio 0.7777
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size     6565, 53308802 req, miss ratio 0.6664, byte miss ratio 0.6664
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size    21884, 53308802 req, miss ratio 0.5609, byte miss ratio 0.5609
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size    65652, 53308802 req, miss ratio 0.4520, byte miss ratio 0.4520
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size   218842, 53308802 req, miss ratio 0.2391, byte miss ratio 0.2391
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size   437685, 53308802 req, miss ratio 0.1444, byte miss ratio 0.1444
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size   875370, 53308802 req, miss ratio 0.0729, byte miss ratio 0.0729
tencentBlock.ns2075 S3FIFO-0.6500-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0433, byte miss ratio 0.0433
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size     2188, 53308802 req, miss ratio 0.7757, byte miss ratio 0.7757
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size     6565, 53308802 req, miss ratio 0.6639, byte miss ratio 0.6639
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size    21884, 53308802 req, miss ratio 0.5576, byte miss ratio 0.5576
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size    65652, 53308802 req, miss ratio 0.4502, byte miss ratio 0.4502
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size   218842, 53308802 req, miss ratio 0.2359, byte miss ratio 0.2359
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size   437685, 53308802 req, miss ratio 0.1419, byte miss ratio 0.1419
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size   875370, 53308802 req, miss ratio 0.0711, byte miss ratio 0.0711
tencentBlock.ns2075 S3FIFO-0.6000-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0432, byte miss ratio 0.0432
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size     2188, 53308802 req, miss ratio 0.7849, byte miss ratio 0.7849
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size     6565, 53308802 req, miss ratio 0.6746, byte miss ratio 0.6746
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size    21884, 53308802 req, miss ratio 0.5707, byte miss ratio 0.5707
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size    65652, 53308802 req, miss ratio 0.4602, byte miss ratio 0.4602
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size   218842, 53308802 req, miss ratio 0.2502, byte miss ratio 0.2502
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size   437685, 53308802 req, miss ratio 0.1532, byte miss ratio 0.1532
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size   875370, 53308802 req, miss ratio 0.0774, byte miss ratio 0.0774
tencentBlock.ns2075 S3FIFO-0.8000-0.9000 cache size  1750741, 53308802 req, miss ratio 0.0445, byte miss ratio 0.0445
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size     2188, 53308802 req, miss ratio 0.7831, byte miss ratio 0.7831
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size     6565, 53308802 req, miss ratio 0.6724, byte miss ratio 0.6724
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size    21884, 53308802 req, miss ratio 0.5687, byte miss ratio 0.5687
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size    65652, 53308802 req, miss ratio 0.4558, byte miss ratio 0.4558
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size   218842, 53308802 req, miss ratio 0.2463, byte miss ratio 0.2463
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size   437685, 53308802 req, miss ratio 0.1499, byte miss ratio 0.1499
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size   875370, 53308802 req, miss ratio 0.0761, byte miss ratio 0.0761
tencentBlock.ns2075 S3FIFO-0.7500-1.9000 cache size  1750741, 53308802 req, miss ratio 0.0439, byte miss ratio 0.0439
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size     2188, 53308802 req, miss ratio 0.7916, byte miss ratio 0.7916
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size     6565, 53308802 req, miss ratio 0.7008, byte miss ratio 0.7008
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size    21884, 53308802 req, miss ratio 0.5799, byte miss ratio 0.5799
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size    65652, 53308802 req, miss ratio 0.4322, byte miss ratio 0.4322
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size   218842, 53308802 req, miss ratio 0.2281, byte miss ratio 0.2281
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size   437685, 53308802 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size   875370, 53308802 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns2075 S3FIFO-0.0250-0.9000 cache size  1750741, 53308802 req, miss ratio 0.0425, byte miss ratio 0.0425
tencentBlock.ns2075 S3FIFO-0.3000-1.9000 cache size     2188, 53308802 req, miss ratio 0.7718, byte miss ratio 0.7718
tencentBlock.ns2075 S3FIFO-0.3000-1.9000 cache size     6565, 53308802 req, miss ratio 0.6607, byte miss ratio 0.6607
tencentBlock.ns2075 S3FIFO-0.3000-1.9000 cache size    21884, 53308802 req, miss ratio 0.5447, byte miss ratio 0.5447
tencentBlock.ns2075 S3FIFO-0.3000-1.9000 cache size    65652, 53308802 req, miss ratio 0.4380, byte miss ratio 0.4380
tencentBlock.ns2075 S3FIFO-0.3000-1.9000 cache size   218842, 53308802 req, miss ratio 0.2257, byte miss ratio 0.2257
