cdn1_allcolo.ns803 S3FIFO-0.3000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size     9471, 9704117 req, miss ratio 0.9762, byte miss ratio 0.9762
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size     9471, 9704117 req, miss ratio 0.9764, byte miss ratio 0.9764
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size    28415, 9704117 req, miss ratio 0.9762, byte miss ratio 0.9762
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size     9471, 9704117 req, miss ratio 0.9762, byte miss ratio 0.9762
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0050-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 FIFO cache size     9471, 9704117 req, miss ratio 0.9768, byte miss ratio 0.9768
cdn1_allcolo.ns803 FIFO cache size    28415, 9704117 req, miss ratio 0.9764, byte miss ratio 0.9764
cdn1_allcolo.ns803 FIFO cache size    94719, 9704117 req, miss ratio 0.9762, byte miss ratio 0.9762
cdn1_allcolo.ns803 FIFO cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 FIFO cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 FIFO cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 FIFO cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 FIFO cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
