io_traces.ns654 S3FIFO-0.0250-1.9000 cache size      380, 5600000 req, miss ratio 0.3160, byte miss ratio 0.3160
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size     1140, 5600000 req, miss ratio 0.2938, byte miss ratio 0.2938
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size     3803, 5600000 req, miss ratio 0.2608, byte miss ratio 0.2608
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size    11409, 5600000 req, miss ratio 0.2200, byte miss ratio 0.2200
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size    38030, 5600000 req, miss ratio 0.0926, byte miss ratio 0.0926
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size    76061, 5600000 req, miss ratio 0.0700, byte miss ratio 0.0700
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size   152123, 5600000 req, miss ratio 0.0682, byte miss ratio 0.0682
io_traces.ns654 S3FIFO-0.0250-1.9000 cache size   304247, 5600000 req, miss ratio 0.0681, byte miss ratio 0.0681
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size      380, 5600000 req, miss ratio 0.3958, byte miss ratio 0.3958
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size     1140, 5600000 req, miss ratio 0.3118, byte miss ratio 0.3118
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size     3803, 5600000 req, miss ratio 0.2871, byte miss ratio 0.2871
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size    11409, 5600000 req, miss ratio 0.2434, byte miss ratio 0.2434
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size    38030, 5600000 req, miss ratio 0.1542, byte miss ratio 0.1542
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size    76061, 5600000 req, miss ratio 0.1008, byte miss ratio 0.1008
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size   152123, 5600000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns654 S3FIFO-0.9000-1.9000 cache size   304247, 5600000 req, miss ratio 0.0697, byte miss ratio 0.0697
io_traces.ns654 S3FIFO-0.6500-0.9000 cache size      380, 5600000 req, miss ratio 0.3294, byte miss ratio 0.3294
io_traces.ns654 S3FIFO-0.6500-0.9000 cache size     1140, 5600000 req, miss ratio 0.2952, byte miss ratio 0.2952
io_traces.ns654 S3FIFO-0.6500-0.9000 cache size     3803, 5600000 req, miss ratio 0.2736, byte miss ratio 0.2736
